VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
43,14,0.17198,0.0698,0.14511,-0.46507,0.28727,0.83737,-0.18988,-0.95624,0.22259,-1,0.32104,0.10447,0.6923,0.48693,0.96135
44,13,0.18886,0.08071,0.16139,-0.54728,-0.31215,0.77656,0.29949,-0.93945,-0.16656,-1,0.30487,0.04959,0.46989,0.50967,0.999
45,17,0.17554,0.08888,0.12629,-0.65506,0.61341,0.44076,-0.42711,-0.78071,0.45066,-1,0.27582,0.12124,0.50935,0.50573,0.99988
46,14,0.17198,0.0698,0.14511,-0.46507,0.28727,0.83737,-0.18988,-0.95624,0.22259,-1,0.32104,0.10447,0.6923,0.48693,0.96135
47,16,0.18423,0.09153,0.1553,-0.84786,0.25192,0.46656,-0.13011,-0.95187,0.27751,-1,0.27879,0.06281,0.49391,0.50691,0.99992
48,16,0.18423,0.09153,0.1553,-0.84786,0.25192,0.46656,-0.13011,-0.95187,0.27751,-1,0.27879,0.06281,0.49391,0.50691,0.99992
49,18,0.18774,0.10927,0.13858,-0.87751,0.47269,0.07906,-0.39422,-0.80618,0.43561,-1,0.24021,0.07276,0.49386,0.50757,0.9999
50,17,0.17554,0.08888,0.12629,-0.65506,0.61341,0.44076,-0.42711,-0.78071,0.45066,-1,0.27582,0.12124,0.50935,0.50573,0.99988
51,19,0.18604,0.1034,0.11059,-0.34837,0.28893,-0.88802,-0.74408,-0.65831,0.07739,-1,0.22994,0.1276,0.46938,0.54998,0.99655
52,17,0.17554,0.08888,0.12629,-0.65506,0.61341,0.44076,-0.42711,-0.78071,0.45066,-1,0.27582,0.12124,0.50935,0.50573,0.99988
53,18,0.18774,0.10927,0.13858,-0.87751,0.47269,0.07906,-0.39422,-0.80618,0.43561,-1,0.24021,0.07276,0.49386,0.50757,0.9999
54,18,0.18774,0.10927,0.13858,-0.87751,0.47269,0.07906,-0.39422,-0.80618,0.43561,-1,0.24021,0.07276,0.49386,0.50757,0.9999
55,20,0.19519,0.11978,0.12558,-0.5347,0.63126,-0.55949,-0.83395,-0.49331,0.23825,-1,0.20212,0.08489,0.53426,0.47611,0.99825
56,19,0.18604,0.1034,0.11059,-0.34837,0.28893,-0.88802,-0.74408,-0.65831,0.07739,-1,0.22994,0.1276,0.46938,0.54998,0.99655
57,21,0.15486,0.06684,0.14037,-0.35144,0.47952,0.80408,-0.41184,-0.85049,0.32719,-1,0.3381,0.13904,0.48552,0.51646,0.99952
58,14,0.17198,0.0698,0.14511,-0.46507,0.28727,0.83737,-0.18988,-0.95624,0.22259,-1,0.32104,0.10447,0.6923,0.48693,0.96135
59,17,0.17554,0.08888,0.12629,-0.65506,0.61341,0.44076,-0.42711,-0.78071,0.45066,-1,0.27582,0.12124,0.50935,0.50573,0.99988
60,22,0.16101,0.09494,0.10849,-0.11148,0.7666,-0.62923,-0.98828,-0.14262,-0.00108,-1,0.26513,0.17109,0.61636,0.09937,0.7756
61,21,0.15486,0.06684,0.14037,-0.35144,0.47952,0.80408,-0.41184,-0.85049,0.32719,-1,0.3381,0.13904,0.48552,0.51646,0.99952
62,17,0.17554,0.08888,0.12629,-0.65506,0.61341,0.44076,-0.42711,-0.78071,0.45066,-1,0.27582,0.12124,0.50935,0.50573,0.99988
63,22,0.16101,0.09494,0.10849,-0.11148,0.7666,-0.62923,-0.98828,-0.14262,-0.00108,-1,0.26513,0.17109,0.61636,0.09937,0.7756
64,17,0.17554,0.08888,0.12629,-0.65506,0.61341,0.44076,-0.42711,-0.78071,0.45066,-1,0.27582,0.12124,0.50935,0.50573,0.99988
65,19,0.18604,0.1034,0.11059,-0.34837,0.28893,-0.88802,-0.74408,-0.65831,0.07739,-1,0.22994,0.1276,0.46938,0.54998,0.99655
66,23,0.13312,0.06163,0.13318,-0.38849,0.4872,0.78211,-0.41438,-0.85048,0.32398,-1,0.3628,0.1847,0.4988,0.49594,0.99998
67,21,0.15486,0.06684,0.14037,-0.35144,0.47952,0.80408,-0.41184,-0.85049,0.32719,-1,0.3381,0.13904,0.48552,0.51646,0.99952
68,22,0.16101,0.09494,0.10849,-0.11148,0.7666,-0.62923,-0.98828,-0.14262,-0.00108,-1,0.26513,0.17109,0.61636,0.09937,0.7756
69,22,0.16101,0.09494,0.10849,-0.11148,0.7666,-0.62923,-0.98828,-0.14262,-0.00108,-1,0.26513,0.17109,0.61636,0.09937,0.7756
70,24,0.13658,0.08796,0.10344,-0.15793,0.79068,-0.58839,-0.98631,-0.12458,0.09438,-1,0.29477,0.22097,0.50469,0.50908,0.9999
71,23,0.13312,0.06163,0.13318,-0.38849,0.4872,0.78211,-0.41438,-0.85048,0.32398,-1,0.3628,0.1847,0.4988,0.49594,0.99998
72,25,0.15789,0.03994,0.14885,-0.30006,0.22424,0.92719,-0.32186,-0.93878,0.12289,-1,0.3944,0.11048,0.50053,0.50002,1
73,21,0.15486,0.06684,0.14037,-0.35144,0.47952,0.80408,-0.41184,-0.85049,0.32719,-1,0.3381,0.13904,0.48552,0.51646,0.99952
74,23,0.13312,0.06163,0.13318,-0.38849,0.4872,0.78211,-0.41438,-0.85048,0.32398,-1,0.3628,0.1847,0.4988,0.49594,0.99998
75,23,0.13312,0.06163,0.13318,-0.38849,0.4872,0.78211,-0.41438,-0.85048,0.32398,-1,0.3628,0.1847,0.4988,0.49594,0.99998
76,26,0.13528,0.02539,0.14543,-0.36045,0.18231,0.91478,-0.29692,-0.95212,0.07276,-1,0.43985,0.14988,0.48968,0.49586,0.99988
77,25,0.15789,0.03994,0.14885,-0.30006,0.22424,0.92719,-0.32186,-0.93878,0.12289,-1,0.3944,0.11048,0.50053,0.50002,1
78,27,0.16119,0.01011,0.14972,-0.24172,0.19046,0.94723,-0.3205,-0.93714,0.108,-1,0.44934,0.08804,0.49903,0.49925,1
79,25,0.15789,0.03994,0.14885,-0.30006,0.22424,0.92719,-0.32186,-0.93878,0.12289,-1,0.3944,0.11048,0.50053,0.50002,1
80,26,0.13528,0.02539,0.14543,-0.36045,0.18231,0.91478,-0.29692,-0.95212,0.07276,-1,0.43985,0.14988,0.48968,0.49586,0.99988
81,27,0.16119,0.01011,0.14972,-0.24172,0.19046,0.94723,-0.3205,-0.93714,0.108,-1,0.44934,0.08804,0.49903,0.49925,1
82,26,0.13528,0.02539,0.14543,-0.36045,0.18231,0.91478,-0.29692,-0.95212,0.07276,-1,0.43985,0.14988,0.48968,0.49586,0.99988
83,28,0.14022,-0.01555,0.14511,-0.32945,0.09827,0.93353,-0.29005,-0.95186,-0.00059,-1,0.51418,0.11893,0.48811,0.50369,0.99984
84,28,0.14022,-0.01555,0.14511,-0.32945,0.09827,0.93353,-0.29005,-0.95186,-0.00059,-1,0.51418,0.11893,0.48811,0.50369,0.99984
85,26,0.13528,0.02539,0.14543,-0.36045,0.18231,0.91478,-0.29692,-0.95212,0.07276,-1,0.43985,0.14988,0.48968,0.49586,0.99988
86,29,0.11132,0.01762,0.13216,-0.38474,0.18871,0.89842,-0.30026,-0.94702,0.07153,-1,0.46617,0.20602,0.4962,0.49918,0.99998
87,29,0.11132,0.01762,0.13216,-0.38474,0.18871,0.89842,-0.30026,-0.94702,0.07153,-1,0.46617,0.20602,0.4962,0.49918,0.99998
88,30,0.11534,-0.02728,0.13521,-0.37098,-0.06864,0.92025,-0.22666,-0.95462,-0.16054,-1,0.55411,0.16996,0.49909,0.50549,0.99997
89,28,0.14022,-0.01555,0.14511,-0.32945,0.09827,0.93353,-0.29005,-0.95186,-0.00059,-1,0.51418,0.11893,0.48811,0.50369,0.99984
90,30,0.11534,-0.02728,0.13521,-0.37098,-0.06864,0.92025,-0.22666,-0.95462,-0.16054,-1,0.55411,0.16996,0.49909,0.50549,0.99997
91,31,0.14182,-0.04286,0.14465,-0.36002,-0.15877,0.91429,-0.20986,-0.94102,-0.24448,-1,0.56594,0.09957,0.49103,0.50646,0.99988
92,28,0.14022,-0.01555,0.14511,-0.32945,0.09827,0.93353,-0.29005,-0.95186,-0.00059,-1,0.51418,0.11893,0.48811,0.50369,0.99984
93,32,0.11737,-0.06718,0.12437,-0.34863,-0.3664,0.8588,-0.14468,-0.88357,-0.43458,-1,0.63648,0.1477,0.50453,0.49969,0.99998
94,31,0.14182,-0.04286,0.14465,-0.36002,-0.15877,0.91429,-0.20986,-0.94102,-0.24448,-1,0.56594,0.09957,0.49103,0.50646,0.99988
95,30,0.11534,-0.02728,0.13521,-0.37098,-0.06864,0.92025,-0.22666,-0.95462,-0.16054,-1,0.55411,0.16996,0.49909,0.50549,0.99997
96,32,0.11737,-0.06718,0.12437,-0.34863,-0.3664,0.8588,-0.14468,-0.88357,-0.43458,-1,0.63648,0.1477,0.50453,0.49969,0.99998
97,33,0.14396,-0.07138,0.1327,-0.32959,-0.41877,0.84256,-0.12468,-0.86456,-0.47762,-1,0.6279,0.08525,0.50809,0.49389,0.9999
98,31,0.14182,-0.04286,0.14465,-0.36002,-0.15877,0.91429,-0.20986,-0.94102,-0.24448,-1,0.56594,0.09957,0.49103,0.50646,0.99988
99,33,0.14396,-0.07138,0.1327,-0.32959,-0.41877,0.84256,-0.12468,-0.86456,-0.47762,-1,0.6279,0.08525,0.50809,0.49389,0.9999
100,32,0.11737,-0.06718,0.12437,-0.34863,-0.3664,0.8588,-0.14468,-0.88357,-0.43458,-1,0.63648,0.1477,0.50453,0.49969,0.99998
101,34,0.11544,-0.09895,0.10847,-0.32633,-0.55434,0.76564,-0.11256,-0.78143,-0.61375,-1,0.70723,0.13636,0.50809,0.49562,0.99992
102,35,0.08808,-0.09277,0.10092,-0.34946,-0.56234,0.74943,-0.10665,-0.77079,-0.6281,-1,0.71323,0.20004,0.49578,0.49794,0.99998
103,34,0.11544,-0.09895,0.10847,-0.32633,-0.55434,0.76564,-0.11256,-0.78143,-0.61375,-1,0.70723,0.13636,0.50809,0.49562,0.99992
104,32,0.11737,-0.06718,0.12437,-0.34863,-0.3664,0.8588,-0.14468,-0.88357,-0.43458,-1,0.63648,0.1477,0.50453,0.49969,0.99998
105,32,0.11737,-0.06718,0.12437,-0.34863,-0.3664,0.8588,-0.14468,-0.88357,-0.43458,-1,0.63648,0.1477,0.50453,0.49969,0.99998
106,36,0.09008,-0.06333,0.1155,-0.34115,-0.34879,0.86908,-0.1578,-0.88943,-0.41775,-1,0.64632,0.21129,0.50083,0.50062,1
107,35,0.08808,-0.09277,0.10092,-0.34946,-0.56234,0.74943,-0.10665,-0.77079,-0.6281,-1,0.71323,0.20004,0.49578,0.49794,0.99998
108,36,0.09008,-0.06333,0.1155,-0.34115,-0.34879,0.86908,-0.1578,-0.88943,-0.41775,-1,0.64632,0.21129,0.50083,0.50062,1
109,32,0.11737,-0.06718,0.12437,-0.34863,-0.3664,0.8588,-0.14468,-0.88357,-0.43458,-1,0.63648,0.1477,0.50453,0.49969,0.99998
110,30,0.11534,-0.02728,0.13521,-0.37098,-0.06864,0.92025,-0.22666,-0.95462,-0.16054,-1,0.55411,0.16996,0.49909,0.50549,0.99997
111,37,0.11537,-0.11944,0.08844,-0.33363,-0.66436,0.66882,-0.06194,-0.69248,-0.71877,-1,0.7705,0.1321,0.50109,0.50228,0.99999
112,34,0.11544,-0.09895,0.10847,-0.32633,-0.55434,0.76564,-0.11256,-0.78143,-0.61375,-1,0.70723,0.13636,0.50809,0.49562,0.99992
113,35,0.08808,-0.09277,0.10092,-0.34946,-0.56234,0.74943,-0.10665,-0.77079,-0.6281,-1,0.71323,0.20004,0.49578,0.49794,0.99998
114,35,0.08808,-0.09277,0.10092,-0.34946,-0.56234,0.74943,-0.10665,-0.77079,-0.6281,-1,0.71323,0.20004,0.49578,0.49794,0.99998
115,38,0.08812,-0.11338,0.07945,-0.35977,-0.67296,0.6463,-0.05228,-0.67705,-0.73408,-1,0.77899,0.1963,0.50544,0.50422,0.99995
116,37,0.11537,-0.11944,0.08844,-0.33363,-0.66436,0.66882,-0.06194,-0.69248,-0.71877,-1,0.7705,0.1321,0.50109,0.50228,0.99999
117,39,0.05917,-0.08487,0.09319,-0.36024,-0.57721,0.73284,-0.10249,-0.75634,-0.6461,-1,0.71688,0.26812,0.49514,0.50148,0.99997
118,35,0.08808,-0.09277,0.10092,-0.34946,-0.56234,0.74943,-0.10665,-0.77079,-0.6281,-1,0.71323,0.20004,0.49578,0.49794,0.99998
119,36,0.09008,-0.06333,0.1155,-0.34115,-0.34879,0.86908,-0.1578,-0.88943,-0.41775,-1,0.64632,0.21129,0.50083,0.50062,1
120,38,0.08812,-0.11338,0.07945,-0.35977,-0.67296,0.6463,-0.05228,-0.67705,-0.73408,-1,0.77899,0.1963,0.50544,0.50422,0.99995
121,35,0.08808,-0.09277,0.10092,-0.34946,-0.56234,0.74943,-0.10665,-0.77079,-0.6281,-1,0.71323,0.20004,0.49578,0.49794,0.99998
122,39,0.05917,-0.08487,0.09319,-0.36024,-0.57721,0.73284,-0.10249,-0.75634,-0.6461,-1,0.71688,0.26812,0.49514,0.50148,0.99997
123,36,0.09008,-0.06333,0.1155,-0.34115,-0.34879,0.86908,-0.1578,-0.88943,-0.41775,-1,0.64632,0.21129,0.50083,0.50062,1
124,40,0.06013,-0.0589,0.10523,-0.34073,-0.3588,0.86518,-0.16189,-0.88331,-0.42898,-1,0.65747,0.28152,0.50174,0.49947,1
125,39,0.05917,-0.08487,0.09319,-0.36024,-0.57721,0.73284,-0.10249,-0.75634,-0.6461,-1,0.71688,0.26812,0.49514,0.50148,0.99997
126,34,0.11544,-0.09895,0.10847,-0.32633,-0.55434,0.76564,-0.11256,-0.78143,-0.61375,-1,0.70723,0.13636,0.50809,0.49562,0.99992
127,41,0.14334,-0.1052,0.11507,-0.28441,-0.55921,0.77872,-0.11568,-0.78631,-0.60691,-1,0.70238,0.07187,0.50205,0.4978,0.99999
128,33,0.14396,-0.07138,0.1327,-0.32959,-0.41877,0.84256,-0.12468,-0.86456,-0.47762,-1,0.6279,0.08525,0.50809,0.49389,0.9999
129,39,0.05917,-0.08487,0.09319,-0.36024,-0.57721,0.73284,-0.10249,-0.75634,-0.6461,-1,0.71688,0.26812,0.49514,0.50148,0.99997
130,42,0.06088,-0.10417,0.0728,-0.37309,-0.68596,0.62471,-0.04575,-0.65891,-0.75083,-1,0.77879,0.26124,0.5054,0.50317,0.99996
131,38,0.08812,-0.11338,0.07945,-0.35977,-0.67296,0.6463,-0.05228,-0.67705,-0.73408,-1,0.77899,0.1963,0.50544,0.50422,0.99995
132,34,0.11544,-0.09895,0.10847,-0.32633,-0.55434,0.76564,-0.11256,-0.78143,-0.61375,-1,0.70723,0.13636,0.50809,0.49562,0.99992
133,37,0.11537,-0.11944,0.08844,-0.33363,-0.66436,0.66882,-0.06194,-0.69248,-0.71877,-1,0.7705,0.1321,0.50109,0.50228,0.99999
134,43,0.12657,-0.1209,0.09221,-0.31522,-0.6628,0.67921,-0.06517,-0.69889,-0.71225,-1,0.76512,0.10621,0.53941,0.4919,0.99838
135,44,0.02386,-0.07454,0.08351,-0.38534,-0.59645,0.7041,-0.10061,-0.73133,-0.67457,-1,0.72085,0.35178,0.49471,0.49592,0.99996
136,39,0.05917,-0.08487,0.09319,-0.36024,-0.57721,0.73284,-0.10249,-0.75634,-0.6461,-1,0.71688,0.26812,0.49514,0.50148,0.99997
137,40,0.06013,-0.0589,0.10523,-0.34073,-0.3588,0.86518,-0.16189,-0.88331,-0.42898,-1,0.65747,0.28152,0.50174,0.49947,1
138,44,0.02386,-0.07454,0.08351,-0.38534,-0.59645,0.7041,-0.10061,-0.73133,-0.67457,-1,0.72085,0.35178,0.49471,0.49592,0.99996
139,42,0.06088,-0.10417,0.0728,-0.37309,-0.68596,0.62471,-0.04575,-0.65891,-0.75083,-1,0.77879,0.26124,0.5054,0.50317,0.99996
140,39,0.05917,-0.08487,0.09319,-0.36024,-0.57721,0.73284,-0.10249,-0.75634,-0.6461,-1,0.71688,0.26812,0.49514,0.50148,0.99997
141,40,0.06013,-0.0589,0.10523,-0.34073,-0.3588,0.86518,-0.16189,-0.88331,-0.42898,-1,0.65747,0.28152,0.50174,0.49947,1
142,45,0.02521,-0.05355,0.0942,-0.36023,-0.37767,0.84904,-0.16538,-0.86905,-0.45583,-1,0.66969,0.36308,0.5035,0.49886,0.99999
143,44,0.02386,-0.07454,0.08351,-0.38534,-0.59645,0.7041,-0.10061,-0.73133,-0.67457,-1,0.72085,0.35178,0.49471,0.49592,0.99996
144,46,0.00083,-0.06663,0.07677,-0.42222,-0.6089,0.67154,-0.1058,-0.70265,-0.70362,-1,0.72317,0.40654,0.49706,0.49833,0.99999
145,44,0.02386,-0.07454,0.08351,-0.38534,-0.59645,0.7041,-0.10061,-0.73133,-0.67457,-1,0.72085,0.35178,0.49471,0.49592,0.99996
146,45,0.02521,-0.05355,0.0942,-0.36023,-0.37767,0.84904,-0.16538,-0.86905,-0.45583,-1,0.66969,0.36308,0.5035,0.49886,0.99999
147,45,0.02521,-0.05355,0.0942,-0.36023,-0.37767,0.84904,-0.16538,-0.86905,-0.45583,-1,0.66969,0.36308,0.5035,0.49886,0.99999
148,47,0.00075,-0.04952,0.0882,-0.38955,-0.36058,0.84748,-0.21192,-0.86039,-0.46348,-1,0.67716,0.41462,0.49996,0.5021,1
149,46,0.00083,-0.06663,0.07677,-0.42222,-0.6089,0.67154,-0.1058,-0.70265,-0.70362,-1,0.72317,0.40654,0.49706,0.49833,0.99999
150,47,0.00075,-0.04952,0.0882,-0.38955,-0.36058,0.84748,-0.21192,-0.86039,-0.46348,-1,0.67716,0.41462,0.49996,0.5021,1
151,48,-0.02211,-0.05918,0.06855,-0.40521,-0.65001,0.64287,-0.11838,-0.65995,-0.7419,-1,0.72811,0.4605,0.48806,0.50722,0.99981
152,46,0.00083,-0.06663,0.07677,-0.42222,-0.6089,0.67154,-0.1058,-0.70265,-0.70362,-1,0.72317,0.40654,0.49706,0.49833,0.99999
153,49,-0.02219,-0.04441,0.07917,-0.36075,-0.4107,0.83736,-0.2181,-0.83577,-0.50388,-1,0.68564,0.46843,0.50206,0.49781,0.99999
154,48,-0.02211,-0.05918,0.06855,-0.40521,-0.65001,0.64287,-0.11838,-0.65995,-0.7419,-1,0.72811,0.4605,0.48806,0.50722,0.99981
155,47,0.00075,-0.04952,0.0882,-0.38955,-0.36058,0.84748,-0.21192,-0.86039,-0.46348,-1,0.67716,0.41462,0.49996,0.5021,1
156,50,0.00097,-0.08038,0.05975,-0.4321,-0.70154,0.56668,-0.06745,-0.60147,-0.79604,-1,0.77136,0.40327,0.50543,0.50337,0.99996
157,46,0.00083,-0.06663,0.07677,-0.42222,-0.6089,0.67154,-0.1058,-0.70265,-0.70362,-1,0.72317,0.40654,0.49706,0.49833,0.99999
158,48,-0.02211,-0.05918,0.06855,-0.40521,-0.65001,0.64287,-0.11838,-0.65995,-0.7419,-1,0.72811,0.4605,0.48806,0.50722,0.99981
159,48,-0.02211,-0.05918,0.06855,-0.40521,-0.65001,0.64287,-0.11838,-0.65995,-0.7419,-1,0.72811,0.4605,0.48806,0.50722,0.99981
160,51,-0.022,-0.07231,0.05135,-0.41835,-0.73122,0.53879,-0.10691,-0.54942,-0.82866,-1,0.77836,0.45578,0.50381,0.49734,0.99998
161,50,0.00097,-0.08038,0.05975,-0.4321,-0.70154,0.56668,-0.06745,-0.60147,-0.79604,-1,0.77136,0.40327,0.50543,0.50337,0.99996
162,51,-0.022,-0.07231,0.05135,-0.41835,-0.73122,0.53879,-0.10691,-0.54942,-0.82866,-1,0.77836,0.45578,0.50381,0.49734,0.99998
163,48,-0.02211,-0.05918,0.06855,-0.40521,-0.65001,0.64287,-0.11838,-0.65995,-0.7419,-1,0.72811,0.4605,0.48806,0.50722,0.99981
164,52,-0.04727,-0.05141,0.06204,-0.3003,-0.72516,0.61964,-0.16603,-0.59994,-0.78258,-1,0.73916,0.51981,0.49069,0.50331,0.9999
165,52,-0.04727,-0.05141,0.06204,-0.3003,-0.72516,0.61964,-0.16603,-0.59994,-0.78258,-1,0.73916,0.51981,0.49069,0.50331,0.9999
166,48,-0.02211,-0.05918,0.06855,-0.40521,-0.65001,0.64287,-0.11838,-0.65995,-0.7419,-1,0.72811,0.4605,0.48806,0.50722,0.99981
167,49,-0.02219,-0.04441,0.07917,-0.36075,-0.4107,0.83736,-0.2181,-0.83577,-0.50388,-1,0.68564,0.46843,0.50206,0.49781,0.99999
