VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
11,2,0.02311,-0.11348,0.00086,0.60575,-0.79549,0.01634,1,0.50196,1,1,0.71375,0.63123,0.89324,-0.25405,0.37093,1,0.35364,0.74088,0.91299
12,5,0.02787,-0.11752,0.00802,0.61355,-0.78742,0.05947,1,0.50196,1,1,0.72578,0.63944,0.72837,-0.58545,0.35598,1,0.87349,0.54007,0.83
13,6,0.0228,-0.11092,0.00426,0.61545,-0.78729,0.03739,1,0.50196,1,1,0.71211,0.63755,0.73028,-0.64184,0.23396,1,0.40499,0.71873,0.06054
14,2,0.02311,-0.11348,0.00086,0.60575,-0.79549,0.01634,1,0.50196,1,1,0.71375,0.63123,0.89324,-0.25405,0.37093,1,0.35364,0.74088,0.91299
15,6,0.0228,-0.11092,0.00426,0.61545,-0.78729,0.03739,1,0.50196,1,1,0.71211,0.63755,0.73028,-0.64184,0.23396,1,0.40499,0.71873,0.06054
16,0,0.01641,-0.11145,-0.00285,0.56951,-0.82193,-0.00918,1,0.50196,1,1,0.7023,0.6268,0.96579,-0.1986,0.16679,1,0.29595,0.59244,0.94701
17,2,0.02311,-0.11348,0.00086,0.60575,-0.79549,0.01634,1,0.50196,1,1,0.71375,0.63123,0.89324,-0.25405,0.37093,1,0.35364,0.74088,0.91299
18,0,0.01641,-0.11145,-0.00285,0.56951,-0.82193,-0.00918,1,0.50196,1,1,0.7023,0.6268,0.96579,-0.1986,0.16679,1,0.29595,0.59244,0.94701
19,6,0.0228,-0.11092,0.00426,0.61545,-0.78729,0.03739,1,0.50196,1,1,0.71211,0.63755,0.73028,-0.64184,0.23396,1,0.40499,0.71873,0.06054
20,7,0.01455,-0.10642,0.00174,0.58216,-0.81277,0.02219,1,0.50196,1,1,0.69746,0.63628,0.91994,-0.38215,0.08756,1,0.39269,0.91348,0.24016
21,7,0.01455,-0.10642,0.00174,0.58216,-0.81277,0.02219,1,0.50196,1,1,0.69746,0.63628,0.91994,-0.38215,0.08756,1,0.39269,0.91348,0.24016
22,8,-0.00106,-0.10787,-0.00663,0.4469,-0.89361,-0.04134,1,0.50196,1,1,0.67539,0.62103,0.99075,-0.13549,-0.0062,1,0.82295,0.50561,0.88167
23,0,0.01641,-0.11145,-0.00285,0.56951,-0.82193,-0.00918,1,0.50196,1,1,0.7023,0.6268,0.96579,-0.1986,0.16679,1,0.29595,0.59244,0.94701
24,4,0.01479,-0.10698,-0.00744,0.57943,-0.81399,-0.04095,1,0.50196,1,1,0.69902,0.61739,0.98862,0.06263,0.13676,1,0.82522,0.45933,0.8776
25,0,0.01641,-0.11145,-0.00285,0.56951,-0.82193,-0.00918,1,0.50196,1,1,0.7023,0.6268,0.96579,-0.1986,0.16679,1,0.29595,0.59244,0.94701
26,8,-0.00106,-0.10787,-0.00663,0.4469,-0.89361,-0.04134,1,0.50196,1,1,0.67539,0.62103,0.99075,-0.13549,-0.0062,1,0.82295,0.50561,0.88167
27,8,-0.00106,-0.10787,-0.00663,0.4469,-0.89361,-0.04134,1,0.50196,1,1,0.67539,0.62103,0.99075,-0.13549,-0.0062,1,0.82295,0.50561,0.88167
28,7,0.01455,-0.10642,0.00174,0.58216,-0.81277,0.02219,1,0.50196,1,1,0.69746,0.63628,0.91994,-0.38215,0.08756,1,0.39269,0.91348,0.24016
29,9,-0.00247,-0.10417,0.00071,0.45139,-0.89221,0.01348,1,0.50196,1,1,0.67188,0.63307,0.98757,-0.14374,-0.06346,1,0.18531,0.64937,0.14131
30,8,-0.00106,-0.10787,-0.00663,0.4469,-0.89361,-0.04134,1,0.50196,1,1,0.67539,0.62103,0.99075,-0.13549,-0.0062,1,0.82295,0.50561,0.88167
31,9,-0.00247,-0.10417,0.00071,0.45139,-0.89221,0.01348,1,0.50196,1,1,0.67188,0.63307,0.98757,-0.14374,-0.06346,1,0.18531,0.64937,0.14131
32,10,-0.02385,-0.1021,0.00119,0.22777,-0.97363,0.01254,1,0.50196,1,1,0.63926,0.63128,0.96499,-0.25447,-0.06363,1,0.83115,0.47523,0.8738
33,8,-0.00106,-0.10787,-0.00663,0.4469,-0.89361,-0.04134,1,0.50196,1,1,0.67539,0.62103,0.99075,-0.13549,-0.0062,1,0.82295,0.50561,0.88167
34,10,-0.02385,-0.1021,0.00119,0.22777,-0.97363,0.01254,1,0.50196,1,1,0.63926,0.63128,0.96499,-0.25447,-0.06363,1,0.83115,0.47523,0.8738
35,11,-0.02239,-0.09881,-0.01547,0.24507,-0.96064,-0.13079,1,0.50196,1,1,0.64116,0.60554,0.97772,-0.20595,-0.04059,1,0.89682,0.62989,0.77507
36,10,-0.02385,-0.1021,0.00119,0.22777,-0.97363,0.01254,1,0.50196,1,1,0.63926,0.63128,0.96499,-0.25447,-0.06363,1,0.83115,0.47523,0.8738
37,12,-0.05388,-0.09213,-0.01657,-0.10623,-0.97946,-0.17137,1,0.50196,1,1,0.59467,0.60167,0.93346,-0.34457,-0.09966,1,0.72625,0.51229,0.94571
38,11,-0.02239,-0.09881,-0.01547,0.24507,-0.96064,-0.13079,1,0.50196,1,1,0.64116,0.60554,0.97772,-0.20595,-0.04059,1,0.89682,0.62989,0.77507
39,12,-0.05388,-0.09213,-0.01657,-0.10623,-0.97946,-0.17137,1,0.50196,1,1,0.59467,0.60167,0.93346,-0.34457,-0.09966,1,0.72625,0.51229,0.94571
40,10,-0.02385,-0.1021,0.00119,0.22777,-0.97363,0.01254,1,0.50196,1,1,0.63926,0.63128,0.96499,-0.25447,-0.06363,1,0.83115,0.47523,0.8738
41,13,-0.05467,-0.09224,-4.48E-08,-0.10964,-0.99392,0.01014,1,0.50196,1,1,0.59119,0.62647,0.92181,-0.37428,-0.10092,1,0.71639,0.48449,0.95048
42,13,-0.05467,-0.09224,-4.48E-08,-0.10964,-0.99392,0.01014,1,0.50196,1,1,0.59119,0.62647,0.92181,-0.37428,-0.10092,1,0.71639,0.48449,0.95048
43,14,-0.08755,-0.07652,-0.01503,-0.47777,-0.86057,-0.17649,1,0.50196,1,1,0.53853,0.59816,0.86823,-0.48423,-0.1082,1,0.81319,0.58206,0.88102
44,12,-0.05388,-0.09213,-0.01657,-0.10623,-0.97946,-0.17137,1,0.50196,1,1,0.59467,0.60167,0.93346,-0.34457,-0.09966,1,0.72625,0.51229,0.94571
45,14,-0.08755,-0.07652,-0.01503,-0.47777,-0.86057,-0.17649,1,0.50196,1,1,0.53853,0.59816,0.86823,-0.48423,-0.1082,1,0.81319,0.58206,0.88102
46,13,-0.05467,-0.09224,-4.48E-08,-0.10964,-0.99392,0.01014,1,0.50196,1,1,0.59119,0.62647,0.92181,-0.37428,-0.10092,1,0.71639,0.48449,0.95048
47,15,-0.08793,-0.07454,-2.46E-08,-0.48719,-0.87321,-0.01234,1,0.50196,1,1,0.53436,0.62069,0.87829,-0.46737,-0.10086,1,0.99356,0.55172,0.561
48,10,-0.02385,-0.1021,0.00119,0.22777,-0.97363,0.01254,1,0.50196,1,1,0.63926,0.63128,0.96499,-0.25447,-0.06363,1,0.83115,0.47523,0.8738
49,16,-0.05388,-0.09213,0.01656,-0.10623,-0.97946,0.17137,1,0.50196,1,1,0.58963,0.65146,0.92182,-0.3749,-0.09851,1,0.72536,0.5112,0.94619
50,13,-0.05467,-0.09224,-4.48E-08,-0.10964,-0.99392,0.01014,1,0.50196,1,1,0.59119,0.62647,0.92181,-0.37428,-0.10092,1,0.71639,0.48449,0.95048
51,16,-0.05388,-0.09213,0.01656,-0.10623,-0.97946,0.17137,1,0.50196,1,1,0.58963,0.65146,0.92182,-0.3749,-0.09851,1,0.72536,0.5112,0.94619
52,10,-0.02385,-0.1021,0.00119,0.22777,-0.97363,0.01254,1,0.50196,1,1,0.63926,0.63128,0.96499,-0.25447,-0.06363,1,0.83115,0.47523,0.8738
53,17,-0.02358,-0.09846,0.01785,0.23441,-0.95751,0.16799,1,0.50196,1,1,0.63599,0.6571,0.97541,-0.20407,-0.08327,1,0.91258,0.43104,0.77391
54,18,-0.00171,-0.1059,0.01319,0.44848,-0.88704,0.10949,1,0.50196,1,1,0.67099,0.65264,0.99354,-0.02596,-0.11031,1,0.80174,0.46827,0.89742
55,17,-0.02358,-0.09846,0.01785,0.23441,-0.95751,0.16799,1,0.50196,1,1,0.63599,0.6571,0.97541,-0.20407,-0.08327,1,0.91258,0.43104,0.77391
56,10,-0.02385,-0.1021,0.00119,0.22777,-0.97363,0.01254,1,0.50196,1,1,0.63926,0.63128,0.96499,-0.25447,-0.06363,1,0.83115,0.47523,0.8738
57,19,-0.08755,-0.07652,0.01503,-0.47778,-0.86057,0.17649,1,0.50196,1,1,0.53392,0.64361,0.84634,-0.52688,-0.07819,1,0.82621,0.47794,0.87829
58,13,-0.05467,-0.09224,-4.48E-08,-0.10964,-0.99392,0.01014,1,0.50196,1,1,0.59119,0.62647,0.92181,-0.37428,-0.10092,1,0.71639,0.48449,0.95048
59,16,-0.05388,-0.09213,0.01656,-0.10623,-0.97946,0.17137,1,0.50196,1,1,0.58963,0.65146,0.92182,-0.3749,-0.09851,1,0.72536,0.5112,0.94619
60,13,-0.05467,-0.09224,-4.48E-08,-0.10964,-0.99392,0.01014,1,0.50196,1,1,0.59119,0.62647,0.92181,-0.37428,-0.10092,1,0.71639,0.48449,0.95048
61,19,-0.08755,-0.07652,0.01503,-0.47778,-0.86057,0.17649,1,0.50196,1,1,0.53392,0.64361,0.84634,-0.52688,-0.07819,1,0.82621,0.47794,0.87829
62,15,-0.08793,-0.07454,-2.46E-08,-0.48719,-0.87321,-0.01234,1,0.50196,1,1,0.53436,0.62069,0.87829,-0.46737,-0.10086,1,0.99356,0.55172,0.561
63,20,-0.00081,-0.10107,0.02078,0.47853,-0.86149,0.16976,1,0.50196,1,1,0.67014,0.66614,0.98605,-0.121,-0.11422,1,0.80304,0.67315,0.85803
64,17,-0.02358,-0.09846,0.01785,0.23441,-0.95751,0.16799,1,0.50196,1,1,0.63599,0.6571,0.97541,-0.20407,-0.08327,1,0.91258,0.43104,0.77391
65,18,-0.00171,-0.1059,0.01319,0.44848,-0.88704,0.10949,1,0.50196,1,1,0.67099,0.65264,0.99354,-0.02596,-0.11031,1,0.80174,0.46827,0.89742
66,21,0.01621,-0.10423,0.01372,0.60264,-0.79101,0.10544,1,0.50196,1,1,0.69688,0.65774,0.97196,0.1731,-0.15914,1,0.79174,0.48171,0.90565
67,20,-0.00081,-0.10107,0.02078,0.47853,-0.86149,0.16976,1,0.50196,1,1,0.67014,0.66614,0.98605,-0.121,-0.11422,1,0.80304,0.67315,0.85803
68,18,-0.00171,-0.1059,0.01319,0.44848,-0.88704,0.10949,1,0.50196,1,1,0.67099,0.65264,0.99354,-0.02596,-0.11031,1,0.80174,0.46827,0.89742
69,18,-0.00171,-0.1059,0.01319,0.44848,-0.88704,0.10949,1,0.50196,1,1,0.67099,0.65264,0.99354,-0.02596,-0.11031,1,0.80174,0.46827,0.89742
70,22,0.01633,-0.10058,0.00573,0.62717,-0.77715,0.05183,1,0.50196,1,1,0.70024,0.64486,0.96016,0.22366,-0.16756,1,0.45684,0.02645,0.34546
71,21,0.01621,-0.10423,0.01372,0.60264,-0.79101,0.10544,1,0.50196,1,1,0.69688,0.65774,0.97196,0.1731,-0.15914,1,0.79174,0.48171,0.90565
72,22,0.01633,-0.10058,0.00573,0.62717,-0.77715,0.05183,1,0.50196,1,1,0.70024,0.64486,0.96016,0.22366,-0.16756,1,0.45684,0.02645,0.34546
73,18,-0.00171,-0.1059,0.01319,0.44848,-0.88704,0.10949,1,0.50196,1,1,0.67099,0.65264,0.99354,-0.02596,-0.11031,1,0.80174,0.46827,0.89742
74,23,-0.00187,-0.10253,0.00459,0.46941,-0.88172,0.04687,1,0.50196,1,1,0.67263,0.63891,0.98678,0.12796,-0.0993,1,0.63563,0.03798,0.36531
75,18,-0.00171,-0.1059,0.01319,0.44848,-0.88704,0.10949,1,0.50196,1,1,0.67099,0.65264,0.99354,-0.02596,-0.11031,1,0.80174,0.46827,0.89742
76,10,-0.02385,-0.1021,0.00119,0.22777,-0.97363,0.01254,1,0.50196,1,1,0.63926,0.63128,0.96499,-0.25447,-0.06363,1,0.83115,0.47523,0.8738
77,23,-0.00187,-0.10253,0.00459,0.46941,-0.88172,0.04687,1,0.50196,1,1,0.67263,0.63891,0.98678,0.12796,-0.0993,1,0.63563,0.03798,0.36531
78,20,-0.00081,-0.10107,0.02078,0.47853,-0.86149,0.16976,1,0.50196,1,1,0.67014,0.66614,0.98605,-0.121,-0.11422,1,0.80304,0.67315,0.85803
79,21,0.01621,-0.10423,0.01372,0.60264,-0.79101,0.10544,1,0.50196,1,1,0.69688,0.65774,0.97196,0.1731,-0.15914,1,0.79174,0.48171,0.90565
80,24,0.01845,-0.10129,0.01859,0.63226,-0.76212,0.13937,1,0.50196,1,1,0.69978,0.66655,0.96148,0.21977,-0.1651,1,0.77953,0.83169,0.74869
81,25,0.02671,-0.10066,0.00971,0.69276,-0.71718,0.07581,1,0.50196,1,1,0.71403,0.65471,0.87688,0.43781,-0.19849,1,0.71521,0.41144,0.94254
82,24,0.01845,-0.10129,0.01859,0.63226,-0.76212,0.13937,1,0.50196,1,1,0.69978,0.66655,0.96148,0.21977,-0.1651,1,0.77953,0.83169,0.74869
83,21,0.01621,-0.10423,0.01372,0.60264,-0.79101,0.10544,1,0.50196,1,1,0.69688,0.65774,0.97196,0.1731,-0.15914,1,0.79174,0.48171,0.90565
84,22,0.01633,-0.10058,0.00573,0.62717,-0.77715,0.05183,1,0.50196,1,1,0.70024,0.64486,0.96016,0.22366,-0.16756,1,0.45684,0.02645,0.34546
85,25,0.02671,-0.10066,0.00971,0.69276,-0.71718,0.07581,1,0.50196,1,1,0.71403,0.65471,0.87688,0.43781,-0.19849,1,0.71521,0.41144,0.94254
86,21,0.01621,-0.10423,0.01372,0.60264,-0.79101,0.10544,1,0.50196,1,1,0.69688,0.65774,0.97196,0.1731,-0.15914,1,0.79174,0.48171,0.90565
87,24,0.01845,-0.10129,0.01859,0.63226,-0.76212,0.13937,1,0.50196,1,1,0.69978,0.66655,0.96148,0.21977,-0.1651,1,0.77953,0.83169,0.74869
88,25,0.02671,-0.10066,0.00971,0.69276,-0.71718,0.07581,1,0.50196,1,1,0.71403,0.65471,0.87688,0.43781,-0.19849,1,0.71521,0.41144,0.94254
89,26,0.02843,-0.09783,0.01346,0.71608,-0.69071,0.10072,1,0.50196,1,1,0.71733,0.66149,0.81067,0.55351,-0.19087,1,0.76804,0.83792,0.7529
90,26,0.02843,-0.09783,0.01346,0.71608,-0.69071,0.10072,1,0.50196,1,1,0.71733,0.66149,0.81067,0.55351,-0.19087,1,0.76804,0.83792,0.7529
91,25,0.02671,-0.10066,0.00971,0.69276,-0.71718,0.07581,1,0.50196,1,1,0.71403,0.65471,0.87688,0.43781,-0.19849,1,0.71521,0.41144,0.94254
92,27,0.03663,-0.09319,0.00115,0.78324,-0.62138,0.02042,1,0.50196,1,1,0.73464,0.64523,0.82286,0.52194,-0.22467,1,0.90705,0.36116,0.75501
93,27,0.03663,-0.09319,0.00115,0.78324,-0.62138,0.02042,1,0.50196,1,1,0.73464,0.64523,0.82286,0.52194,-0.22467,1,0.90705,0.36116,0.75501
94,25,0.02671,-0.10066,0.00971,0.69276,-0.71718,0.07581,1,0.50196,1,1,0.71403,0.65471,0.87688,0.43781,-0.19849,1,0.71521,0.41144,0.94254
95,28,0.02578,-0.09819,0.00513,0.70218,-0.71047,0.04663,1,0.50196,1,1,0.71539,0.64684,0.91577,0.3386,-0.21615,1,0.3312,0.11266,0.23266
96,25,0.02671,-0.10066,0.00971,0.69276,-0.71718,0.07581,1,0.50196,1,1,0.71403,0.65471,0.87688,0.43781,-0.19849,1,0.71521,0.41144,0.94254
97,22,0.01633,-0.10058,0.00573,0.62717,-0.77715,0.05183,1,0.50196,1,1,0.70024,0.64486,0.96016,0.22366,-0.16756,1,0.45684,0.02645,0.34546
98,28,0.02578,-0.09819,0.00513,0.70218,-0.71047,0.04663,1,0.50196,1,1,0.71539,0.64684,0.91577,0.3386,-0.21615,1,0.3312,0.11266,0.23266
99,29,-0.00058,-0.10087,-0.01811,0.48129,-0.86712,-0.12822,1,0.50196,1,1,0.67406,0.60039,0.99103,-0.12672,0.04225,1,0.19273,0.27763,0.17422
100,30,-0.0012,-0.10624,-0.01128,0.45069,-0.88959,-0.07403,1,0.50196,1,1,0.67456,0.61361,0.99024,-0.13652,0.02752,1,0.82605,0.45339,0.87619
101,11,-0.02239,-0.09881,-0.01547,0.24507,-0.96064,-0.13079,1,0.50196,1,1,0.64116,0.60554,0.97772,-0.20595,-0.04059,1,0.89682,0.62989,0.77507
102,31,0.01495,-0.10141,-0.01783,0.60444,-0.78841,-0.11429,1,0.50196,1,1,0.69751,0.59858,0.99005,0.04925,0.13183,1,0.2691,0.15142,0.22581
103,30,-0.0012,-0.10624,-0.01128,0.45069,-0.88959,-0.07403,1,0.50196,1,1,0.67456,0.61361,0.99024,-0.13652,0.02752,1,0.82605,0.45339,0.87619
104,29,-0.00058,-0.10087,-0.01811,0.48129,-0.86712,-0.12822,1,0.50196,1,1,0.67406,0.60039,0.99103,-0.12672,0.04225,1,0.19273,0.27763,0.17422
105,30,-0.0012,-0.10624,-0.01128,0.45069,-0.88959,-0.07403,1,0.50196,1,1,0.67456,0.61361,0.99024,-0.13652,0.02752,1,0.82605,0.45339,0.87619
106,31,0.01495,-0.10141,-0.01783,0.60444,-0.78841,-0.11429,1,0.50196,1,1,0.69751,0.59858,0.99005,0.04925,0.13183,1,0.2691,0.15142,0.22581
107,32,0.01464,-0.10702,-0.01218,0.57628,-0.81391,-0.07386,1,0.50196,1,1,0.69773,0.61051,0.98585,0.08095,0.14677,1,0.81602,0.47309,0.88653
108,4,0.01479,-0.10698,-0.00744,0.57943,-0.81399,-0.04095,1,0.50196,1,1,0.69902,0.61739,0.98862,0.06263,0.13676,1,0.82522,0.45933,0.8776
109,30,-0.0012,-0.10624,-0.01128,0.45069,-0.88959,-0.07403,1,0.50196,1,1,0.67456,0.61361,0.99024,-0.13652,0.02752,1,0.82605,0.45339,0.87619
110,32,0.01464,-0.10702,-0.01218,0.57628,-0.81391,-0.07386,1,0.50196,1,1,0.69773,0.61051,0.98585,0.08095,0.14677,1,0.81602,0.47309,0.88653
111,4,0.01479,-0.10698,-0.00744,0.57943,-0.81399,-0.04095,1,0.50196,1,1,0.69902,0.61739,0.98862,0.06263,0.13676,1,0.82522,0.45933,0.8776
112,8,-0.00106,-0.10787,-0.00663,0.4469,-0.89361,-0.04134,1,0.50196,1,1,0.67539,0.62103,0.99075,-0.13549,-0.0062,1,0.82295,0.50561,0.88167
113,30,-0.0012,-0.10624,-0.01128,0.45069,-0.88959,-0.07403,1,0.50196,1,1,0.67456,0.61361,0.99024,-0.13652,0.02752,1,0.82605,0.45339,0.87619
114,11,-0.02239,-0.09881,-0.01547,0.24507,-0.96064,-0.13079,1,0.50196,1,1,0.64116,0.60554,0.97772,-0.20595,-0.04059,1,0.89682,0.62989,0.77507
115,30,-0.0012,-0.10624,-0.01128,0.45069,-0.88959,-0.07403,1,0.50196,1,1,0.67456,0.61361,0.99024,-0.13652,0.02752,1,0.82605,0.45339,0.87619
116,8,-0.00106,-0.10787,-0.00663,0.4469,-0.89361,-0.04134,1,0.50196,1,1,0.67539,0.62103,0.99075,-0.13549,-0.0062,1,0.82295,0.50561,0.88167
117,32,0.01464,-0.10702,-0.01218,0.57628,-0.81391,-0.07386,1,0.50196,1,1,0.69773,0.61051,0.98585,0.08095,0.14677,1,0.81602,0.47309,0.88653
118,33,0.0241,-0.10388,-0.00581,0.66025,-0.75056,-0.02702,1,0.50196,1,1,0.71458,0.61585,0.87568,0.37875,0.29955,1,0.441,0.92215,0.23865
119,4,0.01479,-0.10698,-0.00744,0.57943,-0.81399,-0.04095,1,0.50196,1,1,0.69902,0.61739,0.98862,0.06263,0.13676,1,0.82522,0.45933,0.8776
120,33,0.0241,-0.10388,-0.00581,0.66025,-0.75056,-0.02702,1,0.50196,1,1,0.71458,0.61585,0.87568,0.37875,0.29955,1,0.441,0.92215,0.23865
121,32,0.01464,-0.10702,-0.01218,0.57628,-0.81391,-0.07386,1,0.50196,1,1,0.69773,0.61051,0.98585,0.08095,0.14677,1,0.81602,0.47309,0.88653
122,34,0.02419,-0.10337,-0.01153,0.66148,-0.74715,-0.06493,1,0.50196,1,1,0.71246,0.60739,0.89887,0.33986,0.27663,1,0.74964,0.41399,0.9246
123,31,0.01495,-0.10141,-0.01783,0.60444,-0.78841,-0.11429,1,0.50196,1,1,0.69751,0.59858,0.99005,0.04925,0.13183,1,0.2691,0.15142,0.22581
124,34,0.02419,-0.10337,-0.01153,0.66148,-0.74715,-0.06493,1,0.50196,1,1,0.71246,0.60739,0.89887,0.33986,0.27663,1,0.74964,0.41399,0.9246
125,32,0.01464,-0.10702,-0.01218,0.57628,-0.81391,-0.07386,1,0.50196,1,1,0.69773,0.61051,0.98585,0.08095,0.14677,1,0.81602,0.47309,0.88653
126,33,0.0241,-0.10388,-0.00581,0.66025,-0.75056,-0.02702,1,0.50196,1,1,0.71458,0.61585,0.87568,0.37875,0.29955,1,0.441,0.92215,0.23865
127,34,0.02419,-0.10337,-0.01153,0.66148,-0.74715,-0.06493,1,0.50196,1,1,0.71246,0.60739,0.89887,0.33986,0.27663,1,0.74964,0.41399,0.9246
128,35,0.03763,-0.09673,-0.00426,0.76959,-0.63839,-0.01359,1,0.50196,1,1,0.73746,0.61032,0.82466,0.45287,0.33888,1,0.86653,0.67614,0.79091
129,35,0.03763,-0.09673,-0.00426,0.76959,-0.63839,-0.01359,1,0.50196,1,1,0.73746,0.61032,0.82466,0.45287,0.33888,1,0.86653,0.67614,0.79091
130,34,0.02419,-0.10337,-0.01153,0.66148,-0.74715,-0.06493,1,0.50196,1,1,0.71246,0.60739,0.89887,0.33986,0.27663,1,0.74964,0.41399,0.9246
131,36,0.03557,-0.09421,-0.01157,0.77118,-0.63369,-0.06095,1,0.50196,1,1,0.73284,0.59893,0.82533,0.45309,0.33694,1,0.76283,0.09466,0.62892
132,36,0.03557,-0.09421,-0.01157,0.77118,-0.63369,-0.06095,1,0.50196,1,1,0.73284,0.59893,0.82533,0.45309,0.33694,1,0.76283,0.09466,0.62892
133,34,0.02419,-0.10337,-0.01153,0.66148,-0.74715,-0.06493,1,0.50196,1,1,0.71246,0.60739,0.89887,0.33986,0.27663,1,0.74964,0.41399,0.9246
134,37,0.0244,-0.0993,-0.01638,0.68211,-0.72462,-0.09823,1,0.50196,1,1,0.71271,0.59778,0.91571,0.30707,0.25919,1,0.36298,0.0658,0.29337
135,34,0.02419,-0.10337,-0.01153,0.66148,-0.74715,-0.06493,1,0.50196,1,1,0.71246,0.60739,0.89887,0.33986,0.27663,1,0.74964,0.41399,0.9246
136,31,0.01495,-0.10141,-0.01783,0.60444,-0.78841,-0.11429,1,0.50196,1,1,0.69751,0.59858,0.99005,0.04925,0.13183,1,0.2691,0.15142,0.22581
137,37,0.0244,-0.0993,-0.01638,0.68211,-0.72462,-0.09823,1,0.50196,1,1,0.71271,0.59778,0.91571,0.30707,0.25919,1,0.36298,0.0658,0.29337
138,38,0.01728,-0.10759,-0.00658,0.59445,-0.80341,-0.03408,1,0.50196,1,0,0.56416,0.55711,-0.93761,0.30578,-0.16549,1,0.16717,0.83351,0.66733
139,39,0.0228,-0.11092,0.00426,0.61545,-0.78729,0.03739,1,0.50196,1,0,0.55733,0.56514,-0.77632,0.61548,-0.13605,1,0.69406,0.23047,0.12624
140,40,0.02406,-0.11075,-0.00131,0.62479,-0.78079,0.00204,1,0.50196,1,0,0.55725,0.56037,-0.86039,0.48478,-0.15721,1,0.15855,0.79408,0.71664
141,39,0.0228,-0.11092,0.00426,0.61545,-0.78729,0.03739,1,0.50196,1,0,0.55733,0.56514,-0.77632,0.61548,-0.13605,1,0.69406,0.23047,0.12624
142,38,0.01728,-0.10759,-0.00658,0.59445,-0.80341,-0.03408,1,0.50196,1,0,0.56416,0.55711,-0.93761,0.30578,-0.16549,1,0.16717,0.83351,0.66733
143,41,0.01455,-0.10642,0.00174,0.58216,-0.81277,0.02219,1,0.50196,1,0,0.56544,0.56436,-0.93624,0.3106,-0.16429,1,0.52571,0.06784,0.24985
144,40,0.02406,-0.11075,-0.00131,0.62479,-0.78079,0.00204,1,0.50196,1,0,0.55725,0.56037,-0.86039,0.48478,-0.15721,1,0.15855,0.79408,0.71664
145,39,0.0228,-0.11092,0.00426,0.61545,-0.78729,0.03739,1,0.50196,1,0,0.55733,0.56514,-0.77632,0.61548,-0.13605,1,0.69406,0.23047,0.12624
146,42,0.02787,-0.11752,0.00802,0.61355,-0.78742,0.05947,1,0.50196,1,0,0.5501,0.56758,-0.6554,0.74799,-0.1047,1,0.1415,0.48811,0.84833
