VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
26,8,0.0252,0.01632,0.00737,-0.30838,-3.19E-06,-0.95126,0,-1,0,-1,1.31703,0.51936,0.29519,0.5,0.04387
27,10,0.03702,0.01628,0.00737,0.30965,4.94E-06,-0.95085,0,-1,0,-1,1.31703,0.55349,0.60241,0.5,0.0106
28,9,0.0252,0.02923,0.00737,-0.31016,-1.13E-06,-0.95068,0,-1,0,-1,1.2981,0.51936,0.38777,0.77014,0.09451
29,11,0.03702,0.02916,0.00737,0.30789,4.58E-06,-0.95142,0,-1,0,-1,1.2981,0.55349,0.64769,0.76958,0.10565
30,12,0.03702,0.0291,0.04377,0.30817,-7.21E-07,0.95133,0,-1,0,1,1.2981,0.41696,0.61507,0.76934,0.90523
31,13,0.0252,0.01628,0.04377,-0.30833,-5.46E-07,0.95128,0,-1,0,1,1.31703,0.38283,0.39759,0.5,0.9894
32,14,0.03702,0.01625,0.04377,0.3095,1.28E-07,0.9509,0,-1,0,1,1.31703,0.41696,0.70482,0.5,0.95613
33,13,0.0252,0.01628,0.04377,-0.30833,-5.46E-07,0.95128,0,-1,0,1,1.31703,0.38283,0.39759,0.5,0.9894
34,12,0.03702,0.0291,0.04377,0.30817,-7.21E-07,0.95133,0,-1,0,1,1.2981,0.41696,0.61507,0.76934,0.90523
35,15,0.0252,0.02917,0.04377,-0.31025,1.90E-06,0.95066,0,-1,0,1,1.2981,0.38283,0.35551,0.76976,0.89542
36,14,0.03702,0.01625,0.04377,0.3095,1.28E-07,0.9509,0,-1,0,1,1.31703,0.41696,0.70482,0.5,0.95613
37,16,0.04659,0.02907,0.03681,0.80883,1.86E-06,0.58804,0,-1,0,1,1.2981,0.4511,0.8309,0.76915,0.76088
38,12,0.03702,0.0291,0.04377,0.30817,-7.21E-07,0.95133,0,-1,0,1,1.2981,0.41696,0.61507,0.76934,0.90523
39,16,0.04659,0.02907,0.03681,0.80883,1.86E-06,0.58804,0,-1,0,1,1.2981,0.4511,0.8309,0.76915,0.76088
40,14,0.03702,0.01625,0.04377,0.3095,1.28E-07,0.9509,0,-1,0,1,1.31703,0.41696,0.70482,0.5,0.95613
41,17,0.04659,0.01623,0.03681,0.80912,2.25E-06,0.58765,0,-1,0,1,1.31703,0.4511,0.9338,0.5,0.74863
42,17,0.04659,0.01623,0.03681,0.80912,2.25E-06,0.58765,0,-1,0,1,1.31703,0.4511,0.9338,0.5,0.74863
43,18,0.05025,0.02907,0.02557,1,-1.50E-06,-0.00026,0,-1,0,1,1.2981,0.48523,0.92104,0.76911,0.51735
44,16,0.04659,0.02907,0.03681,0.80883,1.86E-06,0.58804,0,-1,0,1,1.2981,0.4511,0.8309,0.76915,0.76088
45,18,0.05025,0.02907,0.02557,1,-1.50E-06,-0.00026,0,-1,0,1,1.2981,0.48523,0.92104,0.76911,0.51735
46,17,0.04659,0.01623,0.03681,0.80912,2.25E-06,0.58765,0,-1,0,1,1.31703,0.4511,0.9338,0.5,0.74863
47,19,0.05025,0.01623,0.02557,1,-1.47E-06,0.00015,0,-1,0,1,1.31703,0.48523,0.99709,0.5,0.44616
48,19,0.05025,0.01623,0.02557,1,-1.47E-06,0.00015,0,-1,0,1,1.31703,0.48523,0.99709,0.5,0.44616
49,20,0.04659,0.0291,0.01432,0.80855,-3.96E-07,-0.58843,0,-1,0,1,1.2981,0.51936,0.85117,0.76923,0.2672
50,18,0.05025,0.02907,0.02557,1,-1.50E-06,-0.00026,0,-1,0,1,1.2981,0.48523,0.92104,0.76911,0.51735
51,20,0.04659,0.0291,0.01432,0.80855,-3.96E-07,-0.58843,0,-1,0,1,1.2981,0.51936,0.85117,0.76923,0.2672
52,19,0.05025,0.01623,0.02557,1,-1.47E-06,0.00015,0,-1,0,1,1.31703,0.48523,0.99709,0.5,0.44616
53,21,0.04659,0.01624,0.01432,0.80928,3.53E-06,-0.58742,0,-1,0,1,1.31703,0.51936,0.87051,0.5,0.16426
54,21,0.04659,0.01624,0.01432,0.80928,3.53E-06,-0.58742,0,-1,0,1,1.31703,0.51936,0.87051,0.5,0.16426
55,22,0.03702,0.02916,0.00737,0.30789,4.58E-06,-0.95142,0,-1,0,1,1.2981,0.55349,0.64769,0.76958,0.10565
56,20,0.04659,0.0291,0.01432,0.80855,-3.96E-07,-0.58843,0,-1,0,1,1.2981,0.51936,0.85117,0.76923,0.2672
57,22,0.03702,0.02916,0.00737,0.30789,4.58E-06,-0.95142,0,-1,0,1,1.2981,0.55349,0.64769,0.76958,0.10565
58,21,0.04659,0.01624,0.01432,0.80928,3.53E-06,-0.58742,0,-1,0,1,1.31703,0.51936,0.87051,0.5,0.16426
59,23,0.03702,0.01628,0.00737,0.30965,4.94E-06,-0.95085,0,-1,0,1,1.31703,0.55349,0.60241,0.5,0.0106
60,24,0.01911,0.03134,0.03429,-0.35087,0.89923,0.2613,-0.93491,-0.35225,-0.04317,1,0.90882,0.83986,0.38526,0.98176,0.56887
61,25,0.01197,0.0293,0.02557,-0.43552,0.90018,0.00186,-0.90017,-0.4355,-0.0059,1,0.93615,0.80906,0.07997,0.77076,0.48366
62,26,0.01563,0.02925,0.03681,-0.35055,0.89927,0.26159,-0.93542,-0.34989,-0.05072,1,0.92281,0.84998,0.15092,0.77034,0.73465
63,25,0.01197,0.0293,0.02557,-0.43552,0.90018,0.00186,-0.90017,-0.4355,-0.0059,1,0.93615,0.80906,0.07997,0.77076,0.48366
64,24,0.01911,0.03134,0.03429,-0.35087,0.89923,0.2613,-0.93491,-0.35225,-0.04317,1,0.90882,0.83986,0.38526,0.98176,0.56887
65,27,0.01627,0.03139,0.02557,-0.43555,0.90017,0.00171,-0.9001,-0.43554,0.01095,1,0.91886,0.80911,0.36788,0.98203,0.48626
66,26,0.01563,0.02925,0.03681,-0.35055,0.89927,0.26159,-0.93542,-0.34989,-0.05072,1,0.92281,0.84998,0.15092,0.77034,0.73465
67,28,0.02653,0.03128,0.03968,-0.13047,0.89793,0.42036,-0.99098,-0.13119,-0.02734,1,0.88263,0.85883,0.44756,0.98128,0.62496
68,24,0.01911,0.03134,0.03429,-0.35087,0.89923,0.2613,-0.93491,-0.35225,-0.04317,1,0.90882,0.83986,0.38526,0.98176,0.56887
69,28,0.02653,0.03128,0.03968,-0.13047,0.89793,0.42036,-0.99098,-0.13119,-0.02734,1,0.88263,0.85883,0.44756,0.98128,0.62496
70,26,0.01563,0.02925,0.03681,-0.35055,0.89927,0.26159,-0.93542,-0.34989,-0.05072,1,0.92281,0.84998,0.15092,0.77034,0.73465
71,29,0.0252,0.02917,0.04377,-0.13001,0.89802,0.4203,-0.99107,-0.13032,-0.02813,1,0.88801,0.87523,0.35551,0.76976,0.89542
72,29,0.0252,0.02917,0.04377,-0.13001,0.89802,0.4203,-0.99107,-0.13032,-0.02813,1,0.88801,0.87523,0.35551,0.76976,0.89542
73,30,0.03569,0.03122,0.03968,0.1404,0.89708,0.41898,-0.98975,0.13826,0.03565,1,0.8503,0.8588,0.53055,0.98089,0.63347
74,28,0.02653,0.03128,0.03968,-0.13047,0.89793,0.42036,-0.99098,-0.13119,-0.02734,1,0.88263,0.85883,0.44756,0.98128,0.62496
75,30,0.03569,0.03122,0.03968,0.1404,0.89708,0.41898,-0.98975,0.13826,0.03565,1,0.8503,0.8588,0.53055,0.98089,0.63347
76,29,0.0252,0.02917,0.04377,-0.13001,0.89802,0.4203,-0.99107,-0.13032,-0.02813,1,0.88801,0.87523,0.35551,0.76976,0.89542
77,31,0.03702,0.0291,0.04377,0.14058,0.89719,0.41867,-0.98956,0.14083,0.03049,1,0.84502,0.87523,0.61507,0.76934,0.90523
78,31,0.03702,0.0291,0.04377,0.14058,0.89719,0.41867,-0.98956,0.14083,0.03049,1,0.84502,0.87523,0.61507,0.76934,0.90523
79,32,0.04311,0.03119,0.03429,0.35876,0.89679,0.25894,-0.93261,0.35598,0.05926,1,0.82415,0.83978,0.60274,0.98069,0.59157
80,30,0.03569,0.03122,0.03968,0.1404,0.89708,0.41898,-0.98975,0.13826,0.03565,1,0.8503,0.8588,0.53055,0.98089,0.63347
81,32,0.04311,0.03119,0.03429,0.35876,0.89679,0.25894,-0.93261,0.35598,0.05926,1,0.82415,0.83978,0.60274,0.98069,0.59157
82,31,0.03702,0.0291,0.04377,0.14058,0.89719,0.41867,-0.98956,0.14083,0.03049,1,0.84502,0.87523,0.61507,0.76934,0.90523
83,33,0.04659,0.02907,0.03681,0.35873,0.89685,0.25879,-0.93191,0.35998,0.04425,1,0.81022,0.84998,0.8309,0.76915,0.76088
84,33,0.04659,0.02907,0.03681,0.35873,0.89685,0.25879,-0.93191,0.35998,0.04425,1,0.81022,0.84998,0.8309,0.76915,0.76088
85,34,0.04595,0.03119,0.02557,0.44229,0.89687,0.0013,-0.89682,0.44225,0.01092,1,0.81417,0.80901,0.63683,0.98067,0.51524
86,32,0.04311,0.03119,0.03429,0.35876,0.89679,0.25894,-0.93261,0.35598,0.05926,1,0.82415,0.83978,0.60274,0.98069,0.59157
87,34,0.04595,0.03119,0.02557,0.44229,0.89687,0.0013,-0.89682,0.44225,0.01092,1,0.81417,0.80901,0.63683,0.98067,0.51524
88,33,0.04659,0.02907,0.03681,0.35873,0.89685,0.25879,-0.93191,0.35998,0.04425,1,0.81022,0.84998,0.8309,0.76915,0.76088
89,35,0.05025,0.02907,0.02557,0.44237,0.89683,0.00134,-0.89681,0.44237,-0.0059,1,0.79688,0.80906,0.92104,0.76911,0.51735
90,35,0.05025,0.02907,0.02557,0.44237,0.89683,0.00134,-0.89681,0.44237,-0.0059,1,0.79688,0.80906,0.92104,0.76911,0.51735
91,36,0.04311,0.03122,0.01685,0.35943,0.89721,-0.25657,-0.93161,0.36092,-0.04296,1,0.82421,0.77826,0.61994,0.98081,0.43341
92,34,0.04595,0.03119,0.02557,0.44229,0.89687,0.0013,-0.89682,0.44225,0.01092,1,0.81417,0.80901,0.63683,0.98067,0.51524
93,36,0.04311,0.03122,0.01685,0.35943,0.89721,-0.25657,-0.93161,0.36092,-0.04296,1,0.82421,0.77826,0.61994,0.98081,0.43341
94,35,0.05025,0.02907,0.02557,0.44237,0.89683,0.00134,-0.89681,0.44237,-0.0059,1,0.79688,0.80906,0.92104,0.76911,0.51735
95,37,0.04659,0.0291,0.01432,0.35973,0.89709,-0.25655,-0.93188,0.35924,-0.05051,1,0.81022,0.76815,0.85117,0.76923,0.2672
96,37,0.04659,0.0291,0.01432,0.35973,0.89709,-0.25655,-0.93188,0.35924,-0.05051,1,0.81022,0.76815,0.85117,0.76923,0.2672
97,38,0.03569,0.03127,0.01146,0.14108,0.89789,-0.417,-0.98937,0.14284,-0.02716,1,0.85039,0.75929,0.55844,0.98111,0.37703
98,36,0.04311,0.03122,0.01685,0.35943,0.89721,-0.25657,-0.93161,0.36092,-0.04296,1,0.82421,0.77826,0.61994,0.98081,0.43341
99,38,0.03569,0.03127,0.01146,0.14108,0.89789,-0.417,-0.98937,0.14284,-0.02716,1,0.85039,0.75929,0.55844,0.98111,0.37703
100,37,0.04659,0.0291,0.01432,0.35973,0.89709,-0.25655,-0.93188,0.35924,-0.05051,1,0.81022,0.76815,0.85117,0.76923,0.2672
101,39,0.03702,0.02916,0.00737,0.14153,0.89777,-0.4171,-0.98934,0.14288,-0.02815,1,0.84502,0.74289,0.64769,0.76958,0.10565
102,39,0.03702,0.02916,0.00737,0.14153,0.89777,-0.4171,-0.98934,0.14288,-0.02815,1,0.84502,0.74289,0.64769,0.76958,0.10565
103,40,0.02653,0.03133,0.01146,-0.13039,0.89896,-0.41818,-0.99124,-0.1271,0.03584,1,0.88273,0.75932,0.47546,0.98153,0.36759
104,38,0.03569,0.03127,0.01146,0.14108,0.89789,-0.417,-0.98937,0.14284,-0.02716,1,0.85039,0.75929,0.55844,0.98111,0.37703
105,40,0.02653,0.03133,0.01146,-0.13039,0.89896,-0.41818,-0.99124,-0.1271,0.03584,1,0.88273,0.75932,0.47546,0.98153,0.36759
106,39,0.03702,0.02916,0.00737,0.14153,0.89777,-0.4171,-0.98934,0.14288,-0.02815,1,0.84502,0.74289,0.64769,0.76958,0.10565
107,41,0.0252,0.02923,0.00737,-0.12998,0.8989,-0.41843,-0.99116,-0.12914,0.03046,1,0.88801,0.74289,0.38777,0.77014,0.09451
108,41,0.0252,0.02923,0.00737,-0.12998,0.8989,-0.41843,-0.99116,-0.12914,0.03046,1,0.88801,0.74289,0.38777,0.77014,0.09451
109,42,0.01911,0.03138,0.01685,-0.35112,0.89999,-0.25832,-0.93562,-0.34796,0.05947,1,0.90887,0.77834,0.40249,0.98192,0.40919
110,40,0.02653,0.03133,0.01146,-0.13039,0.89896,-0.41818,-0.99124,-0.1271,0.03584,1,0.88273,0.75932,0.47546,0.98153,0.36759
111,42,0.01911,0.03138,0.01685,-0.35112,0.89999,-0.25832,-0.93562,-0.34796,0.05947,1,0.90887,0.77834,0.40249,0.98192,0.40919
112,41,0.0252,0.02923,0.00737,-0.12998,0.8989,-0.41843,-0.99116,-0.12914,0.03046,1,0.88801,0.74289,0.38777,0.77014,0.09451
113,43,0.01563,0.0293,0.01432,-0.35098,0.89998,-0.25854,-0.93499,-0.35187,0.04442,1,0.92281,0.76815,0.17059,0.77067,0.23879
114,43,0.01563,0.0293,0.01432,-0.35098,0.89998,-0.25854,-0.93499,-0.35187,0.04442,1,0.92281,0.76815,0.17059,0.77067,0.23879
115,27,0.01627,0.03139,0.02557,-0.43555,0.90017,0.00171,-0.9001,-0.43554,0.01095,1,0.91886,0.80911,0.36788,0.98203,0.48626
116,42,0.01911,0.03138,0.01685,-0.35112,0.89999,-0.25832,-0.93562,-0.34796,0.05947,1,0.90887,0.77834,0.40249,0.98192,0.40919
117,27,0.01627,0.03139,0.02557,-0.43555,0.90017,0.00171,-0.9001,-0.43554,0.01095,1,0.91886,0.80911,0.36788,0.98203,0.48626
118,43,0.01563,0.0293,0.01432,-0.35098,0.89998,-0.25854,-0.93499,-0.35187,0.04442,1,0.92281,0.76815,0.17059,0.77067,0.23879
119,25,0.01197,0.0293,0.02557,-0.43552,0.90018,0.00186,-0.90017,-0.4355,-0.0059,1,0.93615,0.80906,0.07997,0.77076,0.48366
120,44,0.01627,0.03139,0.02557,0.00629,0.99998,0.00204,-0.99998,0.0063,0,1,0.91886,0.80911,0.36788,0.98203,0.48626
121,45,0.01911,0.03134,0.03429,0.00642,0.99998,0.0029,-0.99998,0.00643,-0.00109,1,0.90882,0.83986,0.38526,0.98176,0.56887
122,46,0.03111,0.03129,0.02557,0.0066,0.99998,0.00176,-0.99998,0.00661,0,1,0.86651,0.80906,0.5033,0.99999,0.50088
123,45,0.01911,0.03134,0.03429,0.00642,0.99998,0.0029,-0.99998,0.00643,-0.00109,1,0.90882,0.83986,0.38526,0.98176,0.56887
124,47,0.02653,0.03128,0.03968,0.00639,0.99997,0.00303,-0.99998,0.0064,-0.00107,1,0.88263,0.85883,0.44756,0.98128,0.62496
125,46,0.03111,0.03129,0.02557,0.0066,0.99998,0.00176,-0.99998,0.00661,0,1,0.86651,0.80906,0.5033,0.99999,0.50088
126,47,0.02653,0.03128,0.03968,0.00639,0.99997,0.00303,-0.99998,0.0064,-0.00107,1,0.88263,0.85883,0.44756,0.98128,0.62496
127,48,0.03569,0.03122,0.03968,0.0063,0.99998,0.00296,-0.99998,0.0063,0,1,0.8503,0.8588,0.53055,0.98089,0.63347
128,46,0.03111,0.03129,0.02557,0.0066,0.99998,0.00176,-0.99998,0.00661,0,1,0.86651,0.80906,0.5033,0.99999,0.50088
129,48,0.03569,0.03122,0.03968,0.0063,0.99998,0.00296,-0.99998,0.0063,0,1,0.8503,0.8588,0.53055,0.98089,0.63347
130,49,0.04311,0.03119,0.03429,0.00666,0.99997,0.00253,-0.99998,0.00666,0,1,0.82415,0.83978,0.60274,0.98069,0.59157
131,46,0.03111,0.03129,0.02557,0.0066,0.99998,0.00176,-0.99998,0.00661,0,1,0.86651,0.80906,0.5033,0.99999,0.50088
132,49,0.04311,0.03119,0.03429,0.00666,0.99997,0.00253,-0.99998,0.00666,0,1,0.82415,0.83978,0.60274,0.98069,0.59157
133,50,0.04595,0.03119,0.02557,0.00696,0.99997,0.00151,-0.99998,0.00696,0,1,0.81417,0.80901,0.63683,0.98067,0.51524
134,46,0.03111,0.03129,0.02557,0.0066,0.99998,0.00176,-0.99998,0.00661,0,1,0.86651,0.80906,0.5033,0.99999,0.50088
135,50,0.04595,0.03119,0.02557,0.00696,0.99997,0.00151,-0.99998,0.00696,0,1,0.81417,0.80901,0.63683,0.98067,0.51524
136,51,0.04311,0.03122,0.01685,0.0068,0.99998,0.00069,-0.99998,0.0068,-0.00108,1,0.82421,0.77826,0.61994,0.98081,0.43341
137,46,0.03111,0.03129,0.02557,0.0066,0.99998,0.00176,-0.99998,0.00661,0,1,0.86651,0.80906,0.5033,0.99999,0.50088
138,51,0.04311,0.03122,0.01685,0.0068,0.99998,0.00069,-0.99998,0.0068,-0.00108,1,0.82421,0.77826,0.61994,0.98081,0.43341
139,52,0.03569,0.03127,0.01146,0.00675,0.99998,0.00051,-0.99998,0.00675,-0.00107,1,0.85039,0.75929,0.55844,0.98111,0.37703
140,46,0.03111,0.03129,0.02557,0.0066,0.99998,0.00176,-0.99998,0.00661,0,1,0.86651,0.80906,0.5033,0.99999,0.50088
141,52,0.03569,0.03127,0.01146,0.00675,0.99998,0.00051,-0.99998,0.00675,-0.00107,1,0.85039,0.75929,0.55844,0.98111,0.37703
142,53,0.02653,0.03133,0.01146,0.00687,0.99998,0.00054,-0.99998,0.00687,0,1,0.88273,0.75932,0.47546,0.98153,0.36759
143,46,0.03111,0.03129,0.02557,0.0066,0.99998,0.00176,-0.99998,0.00661,0,1,0.86651,0.80906,0.5033,0.99999,0.50088
144,53,0.02653,0.03133,0.01146,0.00687,0.99998,0.00054,-0.99998,0.00687,0,1,0.88273,0.75932,0.47546,0.98153,0.36759
145,54,0.01911,0.03138,0.01685,0.00659,0.99998,0.00094,-0.99998,0.00659,0,1,0.90887,0.77834,0.40249,0.98192,0.40919
146,46,0.03111,0.03129,0.02557,0.0066,0.99998,0.00176,-0.99998,0.00661,0,1,0.86651,0.80906,0.5033,0.99999,0.50088
147,54,0.01911,0.03138,0.01685,0.00659,0.99998,0.00094,-0.99998,0.00659,0,1,0.90887,0.77834,0.40249,0.98192,0.40919
148,44,0.01627,0.03139,0.02557,0.00629,0.99998,0.00204,-0.99998,0.0063,0,1,0.91886,0.80911,0.36788,0.98203,0.48626
149,46,0.03111,0.03129,0.02557,0.0066,0.99998,0.00176,-0.99998,0.00661,0,1,0.86651,0.80906,0.5033,0.99999,0.50088
150,55,-0.03693,0.00412,-0.0515,0.00116,0.99999,-0.00365,0.34204,-0.00383,-0.93968,-1,0.95093,0.71898,0.29555,0.87357,0.76201
151,56,-0.03468,0.00414,-0.04195,0.0008,1,-0.00155,0.33935,-0.00173,-0.94066,-1,0.93258,0.73099,0.06468,0.72371,0.60225
152,57,0.06008,0.00407,-0.03348,0.00114,0.99999,-0.00337,0.34179,-0.00356,-0.93977,-1,0.98364,0.93727,0.57229,0.94663,0.28718
153,58,-0.09304,0.00405,-0.08547,0.0006,0.99999,-0.00331,0.33941,-0.00331,-0.94063,-1,0.98364,0.57456,0.61378,0.85286,0.16452
154,55,-0.03693,0.00412,-0.0515,0.00116,0.99999,-0.00365,0.34204,-0.00383,-0.93968,-1,0.95093,0.71898,0.29555,0.87357,0.76201
155,57,0.06008,0.00407,-0.03348,0.00114,0.99999,-0.00337,0.34179,-0.00356,-0.93977,-1,0.98364,0.93727,0.57229,0.94663,0.28718
156,55,-0.03693,0.00412,-0.0515,0.00116,0.99999,-0.00365,0.34204,-0.00383,-0.93968,-1,0.95093,0.71898,0.29555,0.87357,0.76201
157,58,-0.09304,0.00405,-0.08547,0.0006,0.99999,-0.00331,0.33941,-0.00331,-0.94063,-1,0.98364,0.57456,0.61378,0.85286,0.16452
158,59,-0.0975,0.00409,-0.07308,0.00048,1,-0.00311,0.33877,-0.00309,-0.94086,-1,0.95093,0.57456,0.38134,0.8541,0.83247
159,60,0.06008,-0.00407,-0.03348,0.32154,5.07E-06,-0.9469,-0.00491,0.99999,-0.00166,1,0.45625,0.58984,0.61388,0.14702,0.16468
160,61,-0.09304,0.00405,-0.08547,0.32154,-2.38E-06,-0.9469,-0.00499,0.99999,-0.0017,1,0.47384,0.37285,0.61378,0.85286,0.16452
161,62,0.06008,0.00407,-0.03348,0.32154,5.32E-06,-0.9469,-0.00491,0.99999,-0.00166,1,0.47384,0.5899,0.57229,0.94663,0.28718
162,61,-0.09304,0.00405,-0.08547,0.32154,-2.38E-06,-0.9469,-0.00499,0.99999,-0.0017,1,0.47384,0.37285,0.61378,0.85286,0.16452
163,60,0.06008,-0.00407,-0.03348,0.32154,5.07E-06,-0.9469,-0.00491,0.99999,-0.00166,1,0.45625,0.58984,0.61388,0.14702,0.16468
164,63,-0.09304,-0.00405,-0.08547,0.32154,-2.63E-06,-0.9469,-0.00499,0.99999,-0.0017,1,0.45625,0.37279,0.5722,0.05349,0.28689
165,64,-0.03693,-0.00412,-0.0515,0.00116,-0.99999,-0.00365,0.33497,0.00383,-0.94222,1,1.95093,0.71898,0.21622,0.12655,0.67321
166,65,0.06008,-0.00407,-0.03348,0.00114,-0.99999,-0.00337,0.33514,0.00356,-0.94216,1,1.98364,0.93809,0.61388,0.14702,0.16468
167,66,-0.03468,-0.00414,-0.04195,0.0008,-1,-0.00155,0.33727,0.00173,-0.94141,1,1.93258,0.73099,0.15596,0.14624,0.58057
168,64,-0.03693,-0.00412,-0.0515,0.00116,-0.99999,-0.00365,0.33497,0.00383,-0.94222,1,1.95093,0.71898,0.21622,0.12655,0.67321
169,67,-0.09304,-0.00405,-0.08547,0.0006,-0.99999,-0.00331,0.33809,0.00332,-0.94111,1,1.98364,0.57456,0.5722,0.05349,0.28689
170,65,0.06008,-0.00407,-0.03348,0.00114,-0.99999,-0.00337,0.33514,0.00356,-0.94216,1,1.98364,0.93809,0.61388,0.14702,0.16468
171,67,-0.09304,-0.00405,-0.08547,0.0006,-0.99999,-0.00331,0.33809,0.00332,-0.94111,1,1.98364,0.57456,0.5722,0.05349,0.28689
172,64,-0.03693,-0.00412,-0.0515,0.00116,-0.99999,-0.00365,0.33497,0.00383,-0.94222,1,1.95093,0.71898,0.21622,0.12655,0.67321
173,68,-0.0975,-0.00409,-0.07308,0.00048,-1,-0.00311,0.33878,0.00309,-0.94086,1,1.95093,0.57456,0.34985,0.27612,0.92111
174,69,-0.0975,-0.00409,-0.07308,-0.33558,5.33E-06,0.94201,0,-1,0,1,0.45625,0.37512,0.34985,0.27612,0.92111
175,70,-0.03693,0.00412,-0.0515,-0.33558,4.67E-07,0.94201,0,-1,0,1,0.43123,0.56208,0.29555,0.87357,0.76201
176,71,-0.0975,0.00409,-0.07308,-0.33558,5.80E-06,0.94201,0,-1,0,1,0.43123,0.37512,0.38134,0.8541,0.83247
177,70,-0.03693,0.00412,-0.0515,-0.33558,4.67E-07,0.94201,0,-1,0,1,0.43123,0.56208,0.29555,0.87357,0.76201
178,69,-0.0975,-0.00409,-0.07308,-0.33558,5.33E-06,0.94201,0,-1,0,1,0.45625,0.37512,0.34985,0.27612,0.92111
179,72,-0.03693,-0.00412,-0.0515,-0.33558,0,0.94201,0,-1,0,1,0.45625,0.56208,0.21622,0.12655,0.67321
