VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
30, 12, -0.44472,  0.18858, -0.0233,  0.14428,  0.98374,  0.10692,  0.18754,  0.85318,  0.01111,  0.0654
31, 13, -0.41249,  0.17802, -0.04226,  0.34139,  0.93845, -0.05258,  0.1695,  0.84063,  0.01111,  0.0654
32, 14, -0.44539,  0.18598, -0.05051,  0.11128,  0.98274, -0.14776,  0.17051,  0.86031,  0.01111,  0.06539
33, 13, -0.41249,  0.17802, -0.04226,  0.34139,  0.93845, -0.05258,  0.1695,  0.84063,  0.01111,  0.0654
34, 12, -0.44472,  0.18858, -0.0233,  0.14428,  0.98374,  0.10692,  0.18754,  0.85318,  0.01111,  0.0654
35, 15, -0.41276,  0.17884, -0.02437,  0.36742,  0.9239,  0.10679,  0.17903,  0.83738,  0.01111,  0.0654
36, 15, -0.41276,  0.17884, -0.02437,  0.36742,  0.9239,  0.10679,  0.17903,  0.83738,  0.01111,  0.0654
37, 16, -0.39139,  0.16824, -0.03328,  0.4752,  0.87426,  0.09922,  0.16844,  0.82662,  0.01111,  0.0654
38, 13, -0.41249,  0.17802, -0.04226,  0.34139,  0.93845, -0.05258,  0.1695,  0.84063,  0.01111,  0.0654
39, 16, -0.39139,  0.16824, -0.03328,  0.4752,  0.87426,  0.09922,  0.16844,  0.82662,  0.01111,  0.0654
40, 15, -0.41276,  0.17884, -0.02437,  0.36742,  0.9239,  0.10679,  0.17903,  0.83738,  0.01111,  0.0654
41, 17, -0.39001,  0.16521, -0.0218,  0.48761,  0.8668,  0.10437,  0.17478,  0.82365,  0.01111,  0.0654
42, 18, -0.40299,  0.17188, -0.01442,  0.43668,  0.87839,  0.19427,  0.18153,  0.82934,  0.01111,  0.0654
43, 17, -0.39001,  0.16521, -0.0218,  0.48761,  0.8668,  0.10437,  0.17478,  0.82365,  0.01111,  0.0654
44, 15, -0.41276,  0.17884, -0.02437,  0.36742,  0.9239,  0.10679,  0.17903,  0.83738,  0.01111,  0.0654
45, 17, -0.39001,  0.16521, -0.0218,  0.48761,  0.8668,  0.10437,  0.17478,  0.82365,  0.01111,  0.0654
46, 18, -0.40299,  0.17188, -0.01442,  0.43668,  0.87839,  0.19427,  0.18153,  0.82934,  0.01111,  0.0654
47, 19, -0.39021,  0.16496, -0.01226,  0.47125,  0.88143,  0.03188,  0.17957,  0.8216,  0.01111,  0.0654
48, 18, -0.40299,  0.17188, -0.01442,  0.43668,  0.87839,  0.19427,  0.18153,  0.82934,  0.01111,  0.0654
49, 15, -0.41276,  0.17884, -0.02437,  0.36742,  0.9239,  0.10679,  0.17903,  0.83738,  0.01111,  0.0654
50, 20, -0.41408,  0.17293, -0.00233,  0.32998,  0.90206,  0.27819,  0.18955,  0.83228,  0.01111,  0.0654
51, 12, -0.44472,  0.18858, -0.0233,  0.14428,  0.98374,  0.10692,  0.18754,  0.85318,  0.01111,  0.0654
52, 20, -0.41408,  0.17293, -0.00233,  0.32998,  0.90206,  0.27819,  0.18955,  0.83228,  0.01111,  0.0654
53, 15, -0.41276,  0.17884, -0.02437,  0.36742,  0.9239,  0.10679,  0.17903,  0.83738,  0.01111,  0.0654
54, 20, -0.41408,  0.17293, -0.00233,  0.32998,  0.90206,  0.27819,  0.18955,  0.83228,  0.01111,  0.0654
55, 12, -0.44472,  0.18858, -0.0233,  0.14428,  0.98374,  0.10692,  0.18754,  0.85318,  0.01111,  0.0654
56, 21, -0.44489,  0.18066,  0.00076,  0.13112,  0.94147,  0.31056,  0.1998,  0.8464,  0.01111,  0.0654
57, 12, -0.44472,  0.18858, -0.0233,  0.14428,  0.98374,  0.10692,  0.18754,  0.85318,  0.01111,  0.0654
58, 22, -0.49007,  0.17935,  0.00645, -0.05303,  0.99855, -0.0089,  0.22356,  0.86483,  0.01111,  0.06539
59, 21, -0.44489,  0.18066,  0.00076,  0.13112,  0.94147,  0.31056,  0.1998,  0.8464,  0.01111,  0.0654
60, 22, -0.49007,  0.17935,  0.00645, -0.05303,  0.99855, -0.0089,  0.22356,  0.86483,  0.01111,  0.06539
61, 12, -0.44472,  0.18858, -0.0233,  0.14428,  0.98374,  0.10692,  0.18754,  0.85318,  0.01111,  0.0654
62, 23, -0.49189,  0.18919, -0.01796, -0.05442,  0.98721,  0.14984,  0.20436,  0.87265,  0.01111,  0.06539
63, 14, -0.44539,  0.18598, -0.05051,  0.11128,  0.98274, -0.14776,  0.17051,  0.86031,  0.01111,  0.06539
64, 23, -0.49189,  0.18919, -0.01796, -0.05442,  0.98721,  0.14984,  0.20436,  0.87265,  0.01111,  0.06539
65, 12, -0.44472,  0.18858, -0.0233,  0.14428,  0.98374,  0.10692,  0.18754,  0.85318,  0.01111,  0.0654
66, 23, -0.49189,  0.18919, -0.01796, -0.05442,  0.98721,  0.14984,  0.20436,  0.87265,  0.01111,  0.06539
67, 24, -0.54978,  0.17082,  0.0126, -0.30812,  0.94859, -0.07244,  0.23111,  0.89953,  0.01111,  0.06539
68, 22, -0.49007,  0.17935,  0.00645, -0.05303,  0.99855, -0.0089,  0.22356,  0.86483,  0.01111,  0.06539
69, 25, -0.54872,  0.17678,  0.02231, -0.31568,  0.91984, -0.23292,  0.23795,  0.89744,  0.01111,  0.06539
70, 22, -0.49007,  0.17935,  0.00645, -0.05303,  0.99855, -0.0089,  0.22356,  0.86483,  0.01111,  0.06539
71, 24, -0.54978,  0.17082,  0.0126, -0.30812,  0.94859, -0.07244,  0.23111,  0.89953,  0.01111,  0.06539
72, 24, -0.54978,  0.17082,  0.0126, -0.30812,  0.94859, -0.07244,  0.23111,  0.89953,  0.01111,  0.06539
73, 26, -0.58551,  0.15467,  0.01867, -0.56013,  0.82415,  0.08383,  0.2364,  0.92185,  0.01111,  0.06539
74, 25, -0.54872,  0.17678,  0.02231, -0.31568,  0.91984, -0.23292,  0.23795,  0.89744,  0.01111,  0.06539
75, 22, -0.49007,  0.17935,  0.00645, -0.05303,  0.99855, -0.0089,  0.22356,  0.86483,  0.01111,  0.06539
76, 25, -0.54872,  0.17678,  0.02231, -0.31568,  0.91984, -0.23292,  0.23795,  0.89744,  0.01111,  0.06539
77, 27, -0.48901,  0.18519,  0.02043, -0.06862,  0.97465, -0.21296,  0.23884,  0.86449,  0.01111,  0.06539
78, 28, -0.44359,  0.18493,  0.02091,  0.14394,  0.96564, -0.21636,  0.24842,  0.8415,  0.01111,  0.0654
79, 22, -0.49007,  0.17935,  0.00645, -0.05303,  0.99855, -0.0089,  0.22356,  0.86483,  0.01111,  0.06539
80, 27, -0.48901,  0.18519,  0.02043, -0.06862,  0.97465, -0.21296,  0.23884,  0.86449,  0.01111,  0.06539
81, 22, -0.49007,  0.17935,  0.00645, -0.05303,  0.99855, -0.0089,  0.22356,  0.86483,  0.01111,  0.06539
82, 28, -0.44359,  0.18493,  0.02091,  0.14394,  0.96564, -0.21636,  0.24842,  0.8415,  0.01111,  0.0654
83, 29, -0.44457,  0.17857,  0.00631,  0.14334,  0.90387, -0.40308,  0.23919,  0.83907,  0.01111,  0.0654
84, 28, -0.44359,  0.18493,  0.02091,  0.14394,  0.96564, -0.21636,  0.24842,  0.8415,  0.01111,  0.0654
85, 30, -0.41213,  0.16946,  0.00871,  0.33549,  0.8422, -0.42207,  0.24733,  0.82206,  0.01111,  0.0654
86, 29, -0.44457,  0.17857,  0.00631,  0.14334,  0.90387, -0.40308,  0.23919,  0.83907,  0.01111,  0.0654
87, 30, -0.41213,  0.16946,  0.00871,  0.33549,  0.8422, -0.42207,  0.24733,  0.82206,  0.01111,  0.0654
88, 28, -0.44359,  0.18493,  0.02091,  0.14394,  0.96564, -0.21636,  0.24842,  0.8415,  0.01111,  0.0654
89, 31, -0.4084,  0.17523,  0.02206,  0.35315,  0.89587, -0.26962,  0.25595,  0.82315,  0.01111,  0.0654
90, 32, -0.38725,  0.16374,  0.02422,  0.41072,  0.84267, -0.34816,  0.25826,  0.80993,  0.01111,  0.0654
91, 30, -0.41213,  0.16946,  0.00871,  0.33549,  0.8422, -0.42207,  0.24733,  0.82206,  0.01111,  0.0654
92, 31, -0.4084,  0.17523,  0.02206,  0.35315,  0.89587, -0.26962,  0.25595,  0.82315,  0.01111,  0.0654
93, 30, -0.41213,  0.16946,  0.00871,  0.33549,  0.8422, -0.42207,  0.24733,  0.82206,  0.01111,  0.0654
94, 32, -0.38725,  0.16374,  0.02422,  0.41072,  0.84267, -0.34816,  0.25826,  0.80993,  0.01111,  0.0654
95, 33, -0.39124,  0.16191,  0.01263,  0.37163,  0.8887, -0.26853,  0.25135,  0.81053,  0.01111,  0.0654
96, 26, -0.58551,  0.15467,  0.01867, -0.56013,  0.82415,  0.08383,  0.2364,  0.92185,  0.01111,  0.06539
97, 34, -0.54947,  0.17693,  0.05383, -0.34239,  0.93042,  0.13072,  0.25585,  0.89875,  0.01111,  0.06539
98, 25, -0.54872,  0.17678,  0.02231, -0.31568,  0.91984, -0.23292,  0.23795,  0.89744,  0.01111,  0.06539
99, 34, -0.54947,  0.17693,  0.05383, -0.34239,  0.93042,  0.13072,  0.25585,  0.89875,  0.01111,  0.06539
100, 27, -0.48901,  0.18519,  0.02043, -0.06862,  0.97465, -0.21296,  0.23884,  0.86449,  0.01111,  0.06539
101, 25, -0.54872,  0.17678,  0.02231, -0.31568,  0.91984, -0.23292,  0.23795,  0.89744,  0.01111,  0.06539
102, 34, -0.54947,  0.17693,  0.05383, -0.34239,  0.93042,  0.13072,  0.25585,  0.89875,  0.01111,  0.06539
103, 26, -0.58551,  0.15467,  0.01867, -0.56013,  0.82415,  0.08383,  0.2364,  0.92185,  0.01111,  0.06539
104, 35, -0.58762,  0.15502,  0.04817, -0.60126,  0.79189,  0.10678,  0.25269,  0.92148,  0.01111,  0.06539
105, 36, -0.5856,  0.14744,  0.07401, -0.59437,  0.74572,  0.30105,  0.26635,  0.92356,  0.01111,  0.06539
106, 34, -0.54947,  0.17693,  0.05383, -0.34239,  0.93042,  0.13072,  0.25585,  0.89875,  0.01111,  0.06539
107, 35, -0.58762,  0.15502,  0.04817, -0.60126,  0.79189,  0.10678,  0.25269,  0.92148,  0.01111,  0.06539
108, 35, -0.58762,  0.15502,  0.04817, -0.60126,  0.79189,  0.10678,  0.25269,  0.92148,  0.01111,  0.06539
109, 37, -0.6149,  0.12477,  0.05716, -0.77335,  0.59751,  0.2119,  0.25603,  0.94395,  0.01111,  0.06539
110, 36, -0.5856,  0.14744,  0.07401, -0.59437,  0.74572,  0.30105,  0.26635,  0.92356,  0.01111,  0.06539
111, 37, -0.6149,  0.12477,  0.05716, -0.77335,  0.59751,  0.2119,  0.25603,  0.94395,  0.01111,  0.06539
112, 35, -0.58762,  0.15502,  0.04817, -0.60126,  0.79189,  0.10678,  0.25269,  0.92148,  0.01111,  0.06539
113, 38, -0.61528,  0.12869,  0.04081, -0.75698,  0.64904,  0.07573,  0.24855,  0.94339,  0.01111,  0.06539
114, 26, -0.58551,  0.15467,  0.01867, -0.56013,  0.82415,  0.08383,  0.2364,  0.92185,  0.01111,  0.06539
115, 38, -0.61528,  0.12869,  0.04081, -0.75698,  0.64904,  0.07573,  0.24855,  0.94339,  0.01111,  0.06539
116, 35, -0.58762,  0.15502,  0.04817, -0.60126,  0.79189,  0.10678,  0.25269,  0.92148,  0.01111,  0.06539
117, 34, -0.54947,  0.17693,  0.05383, -0.34239,  0.93042,  0.13072,  0.25585,  0.89875,  0.01111,  0.06539
118, 36, -0.5856,  0.14744,  0.07401, -0.59437,  0.74572,  0.30105,  0.26635,  0.92356,  0.01111,  0.06539
119, 39, -0.54815,  0.16791,  0.08459, -0.32564,  0.83845,  0.437,  0.27379,  0.90168,  0.01111,  0.06539
120, 27, -0.48901,  0.18519,  0.02043, -0.06862,  0.97465, -0.21296,  0.23884,  0.86449,  0.01111,  0.06539
121, 34, -0.54947,  0.17693,  0.05383, -0.34239,  0.93042,  0.13072,  0.25585,  0.89875,  0.01111,  0.06539
122, 40, -0.48884,  0.1868,  0.05748, -0.07111,  0.98645,  0.14783,  0.26347,  0.86772,  0.01111,  0.06539
123, 40, -0.48884,  0.1868,  0.05748, -0.07111,  0.98645,  0.14783,  0.26347,  0.86772,  0.01111,  0.06539
124, 28, -0.44359,  0.18493,  0.02091,  0.14394,  0.96564, -0.21636,  0.24842,  0.8415,  0.01111,  0.0654
125, 27, -0.48901,  0.18519,  0.02043, -0.06862,  0.97465, -0.21296,  0.23884,  0.86449,  0.01111,  0.06539
126, 39, -0.54815,  0.16791,  0.08459, -0.32564,  0.83845,  0.437,  0.27379,  0.90168,  0.01111,  0.06539
127, 40, -0.48884,  0.1868,  0.05748, -0.07111,  0.98645,  0.14783,  0.26347,  0.86772,  0.01111,  0.06539
128, 34, -0.54947,  0.17693,  0.05383, -0.34239,  0.93042,  0.13072,  0.25585,  0.89875,  0.01111,  0.06539
129, 28, -0.44359,  0.18493,  0.02091,  0.14394,  0.96564, -0.21636,  0.24842,  0.8415,  0.01111,  0.0654
130, 40, -0.48884,  0.1868,  0.05748, -0.07111,  0.98645,  0.14783,  0.26347,  0.86772,  0.01111,  0.06539
131, 41, -0.44294,  0.18514,  0.06103,  0.13013,  0.97618,  0.1736,  0.27229,  0.8455,  0.01111,  0.0654
132, 42, -0.48844,  0.1748,  0.09086, -0.07001,  0.86601,  0.49511,  0.28612,  0.87175,  0.01111,  0.06539
133, 41, -0.44294,  0.18514,  0.06103,  0.13013,  0.97618,  0.1736,  0.27229,  0.8455,  0.01111,  0.0654
134, 40, -0.48884,  0.1868,  0.05748, -0.07111,  0.98645,  0.14783,  0.26347,  0.86772,  0.01111,  0.06539
135, 40, -0.48884,  0.1868,  0.05748, -0.07111,  0.98645,  0.14783,  0.26347,  0.86772,  0.01111,  0.06539
136, 39, -0.54815,  0.16791,  0.08459, -0.32564,  0.83845,  0.437,  0.27379,  0.90168,  0.01111,  0.06539
137, 42, -0.48844,  0.1748,  0.09086, -0.07001,  0.86601,  0.49511,  0.28612,  0.87175,  0.01111,  0.06539
138, 41, -0.44294,  0.18514,  0.06103,  0.13013,  0.97618,  0.1736,  0.27229,  0.8455,  0.01111,  0.0654
139, 42, -0.48844,  0.1748,  0.09086, -0.07001,  0.86601,  0.49511,  0.28612,  0.87175,  0.01111,  0.06539
140, 43, -0.4419,  0.17268,  0.09344,  0.11783,  0.85372,  0.50722,  0.29472,  0.84883,  0.01111,  0.0654
141, 44, -0.48867,  0.16423,  0.10355, -0.06189,  0.88638,  0.4588,  0.29743,  0.87458,  0.01111,  0.06539
142, 43, -0.4419,  0.17268,  0.09344,  0.11783,  0.85372,  0.50722,  0.29472,  0.84883,  0.01111,  0.0654
143, 42, -0.48844,  0.1748,  0.09086, -0.07001,  0.86601,  0.49511,  0.28612,  0.87175,  0.01111,  0.06539
144, 43, -0.4419,  0.17268,  0.09344,  0.11783,  0.85372,  0.50722,  0.29472,  0.84883,  0.01111,  0.0654
145, 44, -0.48867,  0.16423,  0.10355, -0.06189,  0.88638,  0.4588,  0.29743,  0.87458,  0.01111,  0.06539
146, 45, -0.44053,  0.16272,  0.10503,  0.14408,  0.86627,  0.47835,  0.30931,  0.85069,  0.01111,  0.0654
147, 46, -0.49021,  0.15478,  0.13764, -0.03447,  0.93035,  0.36505,  0.31709,  0.88351,  0.01111,  0.06539
148, 45, -0.44053,  0.16272,  0.10503,  0.14408,  0.86627,  0.47835,  0.30931,  0.85069,  0.01111,  0.0654
149, 44, -0.48867,  0.16423,  0.10355, -0.06189,  0.88638,  0.4588,  0.29743,  0.87458,  0.01111,  0.06539
150, 45, -0.44053,  0.16272,  0.10503,  0.14408,  0.86627,  0.47835,  0.30931,  0.85069,  0.01111,  0.0654
151, 46, -0.49021,  0.15478,  0.13764, -0.03447,  0.93035,  0.36505,  0.31709,  0.88351,  0.01111,  0.06539
152, 47, -0.44335,  0.15043,  0.14314,  0.13535,  0.90121,  0.41169,  0.33554,  0.8643,  0.01111,  0.06539
153, 48, -0.41294,  0.1585,  0.10008,  0.2594,  0.7403,  0.62022,  0.30502,  0.83285,  0.01111,  0.0654
154, 43, -0.4419,  0.17268,  0.09344,  0.11783,  0.85372,  0.50722,  0.29472,  0.84883,  0.01111,  0.0654
155, 45, -0.44053,  0.16272,  0.10503,  0.14408,  0.86627,  0.47835,  0.30931,  0.85069,  0.01111,  0.0654
156, 43, -0.4419,  0.17268,  0.09344,  0.11783,  0.85372,  0.50722,  0.29472,  0.84883,  0.01111,  0.0654
157, 48, -0.41294,  0.1585,  0.10008,  0.2594,  0.7403,  0.62022,  0.30502,  0.83285,  0.01111,  0.0654
158, 49, -0.41142,  0.16528,  0.09136,  0.28027,  0.813,  0.51037,  0.29636,  0.83226,  0.01111,  0.0654
159, 50, -0.3855,  0.15307,  0.09299,  0.34258,  0.79425,  0.50181,  0.3042,  0.8166,  0.01111,  0.0654
160, 49, -0.41142,  0.16528,  0.09136,  0.28027,  0.813,  0.51037,  0.29636,  0.83226,  0.01111,  0.0654
161, 48, -0.41294,  0.1585,  0.10008,  0.2594,  0.7403,  0.62022,  0.30502,  0.83285,  0.01111,  0.0654
162, 49, -0.41142,  0.16528,  0.09136,  0.28027,  0.813,  0.51037,  0.29636,  0.83226,  0.01111,  0.0654
163, 50, -0.3855,  0.15307,  0.09299,  0.34258,  0.79425,  0.50181,  0.3042,  0.8166,  0.01111,  0.0654
164, 51, -0.38529,  0.15595,  0.08782,  0.35276,  0.81115,  0.46647,  0.30196,  0.81624,  0.01111,  0.0654
165, 46, -0.49021,  0.15478,  0.13764, -0.03447,  0.93035,  0.36505,  0.31709,  0.88351,  0.01111,  0.06539
166, 52, -0.44883,  0.13265,  0.17462,  0.10397,  0.71404,  0.69234,  0.35366,  0.88323,  0.01111,  0.06539
167, 47, -0.44335,  0.15043,  0.14314,  0.13535,  0.90121,  0.41169,  0.33554,  0.8643,  0.01111,  0.06539
168, 52, -0.44883,  0.13265,  0.17462,  0.10397,  0.71404,  0.69234,  0.35366,  0.88323,  0.01111,  0.06539
169, 46, -0.49021,  0.15478,  0.13764, -0.03447,  0.93035,  0.36505,  0.31709,  0.88351,  0.01111,  0.06539
170, 53, -0.49705,  0.13933,  0.16818, -0.08527,  0.76922,  0.63326,  0.33257,  0.89793,  0.01111,  0.06539
171, 54, -0.54978,  0.15071,  0.12837, -0.2946,  0.90235,  0.31459,  0.29773,  0.90993,  0.01111,  0.06539
172, 53, -0.49705,  0.13933,  0.16818, -0.08527,  0.76922,  0.63326,  0.33257,  0.89793,  0.01111,  0.06539
173, 46, -0.49021,  0.15478,  0.13764, -0.03447,  0.93035,  0.36505,  0.31709,  0.88351,  0.01111,  0.06539
174, 44, -0.48867,  0.16423,  0.10355, -0.06189,  0.88638,  0.4588,  0.29743,  0.87458,  0.01111,  0.06539
175, 54, -0.54978,  0.15071,  0.12837, -0.2946,  0.90235,  0.31459,  0.29773,  0.90993,  0.01111,  0.06539
176, 46, -0.49021,  0.15478,  0.13764, -0.03447,  0.93035,  0.36505,  0.31709,  0.88351,  0.01111,  0.06539
177, 53, -0.49705,  0.13933,  0.16818, -0.08527,  0.76922,  0.63326,  0.33257,  0.89793,  0.01111,  0.06539
178, 54, -0.54978,  0.15071,  0.12837, -0.2946,  0.90235,  0.31459,  0.29773,  0.90993,  0.01111,  0.06539
179, 55, -0.55295,  0.13678,  0.15396, -0.32792,  0.73123,  0.59814,  0.3107,  0.91942,  0.01111,  0.06539
180, 56, -0.39744,  0.17361,  0.06291,  0.37023,  0.91195,  0.17687,  0.27996,  0.82195,  0.01111,  0.0654
181, 43, -0.4419,  0.17268,  0.09344,  0.11783,  0.85372,  0.50722,  0.29472,  0.84883,  0.01111,  0.0654
182, 49, -0.41142,  0.16528,  0.09136,  0.28027,  0.813,  0.51037,  0.29636,  0.83226,  0.01111,  0.0654
183, 43, -0.4419,  0.17268,  0.09344,  0.11783,  0.85372,  0.50722,  0.29472,  0.84883,  0.01111,  0.0654
184, 56, -0.39744,  0.17361,  0.06291,  0.37023,  0.91195,  0.17687,  0.27996,  0.82195,  0.01111,  0.0654
185, 41, -0.44294,  0.18514,  0.06103,  0.13013,  0.97618,  0.1736,  0.27229,  0.8455,  0.01111,  0.0654
186, 49, -0.41142,  0.16528,  0.09136,  0.28027,  0.813,  0.51037,  0.29636,  0.83226,  0.01111,  0.0654
187, 57, -0.38256,  0.16444,  0.06655,  0.38472,  0.82201,  0.41987,  0.28633,  0.81317,  0.01111,  0.0654
188, 56, -0.39744,  0.17361,  0.06291,  0.37023,  0.91195,  0.17687,  0.27996,  0.82195,  0.01111,  0.0654
189, 57, -0.38256,  0.16444,  0.06655,  0.38472,  0.82201,  0.41987,  0.28633,  0.81317,  0.01111,  0.0654
190, 49, -0.41142,  0.16528,  0.09136,  0.28027,  0.813,  0.51037,  0.29636,  0.83226,  0.01111,  0.0654
191, 58, -0.38408,  0.15779,  0.08162,  0.37327,  0.83409,  0.40615,  0.29557,  0.81492,  0.01111,  0.0654
192, 59, -0.40995,  0.14426,  0.13214,  0.32301,  0.89529,  0.30678,  0.33582,  0.84357,  0.01111,  0.0654
193, 45, -0.44053,  0.16272,  0.10503,  0.14408,  0.86627,  0.47835,  0.30931,  0.85069,  0.01111,  0.0654
194, 47, -0.44335,  0.15043,  0.14314,  0.13535,  0.90121,  0.41169,  0.33554,  0.8643,  0.01111,  0.06539
195, 45, -0.44053,  0.16272,  0.10503,  0.14408,  0.86627,  0.47835,  0.30931,  0.85069,  0.01111,  0.0654
196, 59, -0.40995,  0.14426,  0.13214,  0.32301,  0.89529,  0.30678,  0.33582,  0.84357,  0.01111,  0.0654
197, 60, -0.40798,  0.15318,  0.10375,  0.3269,  0.88813,  0.32304,  0.32154,  0.83566,  0.01111,  0.0654
198, 61, -0.39182,  0.13998,  0.11959,  0.37492,  0.86361,  0.33707,  0.33564,  0.82919,  0.01111,  0.0654
199, 60, -0.40798,  0.15318,  0.10375,  0.3269,  0.88813,  0.32304,  0.32154,  0.83566,  0.01111,  0.0654
200, 59, -0.40995,  0.14426,  0.13214,  0.32301,  0.89529,  0.30678,  0.33582,  0.84357,  0.01111,  0.0654
201, 60, -0.40798,  0.15318,  0.10375,  0.3269,  0.88813,  0.32304,  0.32154,  0.83566,  0.01111,  0.0654
202, 61, -0.39182,  0.13998,  0.11959,  0.37492,  0.86361,  0.33707,  0.33564,  0.82919,  0.01111,  0.0654
203, 62, -0.3842,  0.14476,  0.10206,  0.33277,  0.86318,  0.37972,  0.32821,  0.82299,  0.01111,  0.0654
204, 63, -0.42057,  0.13239,  0.16425,  0.31273,  0.78287,  0.53788,  0.36241,  0.87088,  0.01111,  0.06539
205, 47, -0.44335,  0.15043,  0.14314,  0.13535,  0.90121,  0.41169,  0.33554,  0.8643,  0.01111,  0.06539
206, 52, -0.44883,  0.13265,  0.17462,  0.10397,  0.71404,  0.69234,  0.35366,  0.88323,  0.01111,  0.06539
207, 47, -0.44335,  0.15043,  0.14314,  0.13535,  0.90121,  0.41169,  0.33554,  0.8643,  0.01111,  0.06539
208, 63, -0.42057,  0.13239,  0.16425,  0.31273,  0.78287,  0.53788,  0.36241,  0.87088,  0.01111,  0.06539
209, 64, -0.41994,  0.14339,  0.14392,  0.31738,  0.8327,  0.45374,  0.35426,  0.85991,  0.01111,  0.06539
210, 65, -0.40349,  0.12811,  0.15699,  0.48361,  0.73363,  0.4774,  0.37004,  0.86389,  0.01111,  0.06539
