VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TEXCOORD0.x, in_TEXCOORD0.y
137, 49, -1.00973,  0.5109,  0.67624, -0.5349,  0.79759,  0.2788,  0.2919,  0.48229
138, 41, -1.04329,  0.46853,  0.3581, -0.92418,  0.38196,  0.00,  0.32621,  0.16724
139, 40, -1.0433,  0.46845,  0.68336, -0.86937,  0.38069,  0.31508,  0.32621,  0.48229
140, 49, -1.00973,  0.5109,  0.67624, -0.5349,  0.79759,  0.2788,  0.2919,  0.48229
141, 47, -1.01734,  0.33881,  0.7056, -0.43879, -0.16017,  0.8842,  0.45161,  0.50214
142, 43, -1.0293,  0.33215,  0.68749, -0.88408, -0.36043,  0.29747,  0.45161,  0.48229
143, 50, -0.98458,  0.25098,  0.68551, -0.7769, -0.53836,  0.3265,  0.56652,  0.48229
144, 47, -1.01734,  0.33881,  0.7056, -0.43879, -0.16017,  0.8842,  0.45161,  0.50214
145, 50, -0.98458,  0.25098,  0.68551, -0.7769, -0.53836,  0.3265,  0.56652,  0.48229
146, 51, -0.97503,  0.259,  0.70362, -0.36868, -0.28094,  0.88609,  0.56652,  0.50214
147, 52, -0.94663,  0.19897,  0.67505, -0.45143, -0.84312,  0.29215,  0.62575,  0.48229
148, 51, -0.97503,  0.259,  0.70362, -0.36868, -0.28094,  0.88609,  0.56652,  0.50214
149, 50, -0.98458,  0.25098,  0.68551, -0.7769, -0.53836,  0.3265,  0.56652,  0.48229
150, 52, -0.94663,  0.19897,  0.67505, -0.45143, -0.84312,  0.29215,  0.62575,  0.48229
151, 50, -0.98458,  0.25098,  0.68551, -0.7769, -0.53836,  0.3265,  0.56652,  0.48229
152, 53, -0.98459,  0.25094,  0.3581, -0.8436, -0.53697, -1.45101E-6,  0.56652,  0.16724
153, 53, -0.98459,  0.25094,  0.3581, -0.8436, -0.53697, -1.45101E-6,  0.56652,  0.16724
154, 50, -0.98458,  0.25098,  0.68551, -0.7769, -0.53836,  0.3265,  0.56652,  0.48229
155, 43, -1.0293,  0.33215,  0.68749, -0.88408, -0.36043,  0.29747,  0.45161,  0.48229
156, 53, -0.98459,  0.25094,  0.3581, -0.8436, -0.53697, -1.45101E-6,  0.56652,  0.16724
157, 43, -1.0293,  0.33215,  0.68749, -0.88408, -0.36043,  0.29747,  0.45161,  0.48229
158, 44, -1.0293,  0.33216,  0.3581, -0.92839, -0.37161,  0.00,  0.45161,  0.16723
159, 52, -0.94663,  0.19897,  0.67505, -0.45143, -0.84312,  0.29215,  0.62575,  0.48229
160, 53, -0.98459,  0.25094,  0.3581, -0.8436, -0.53697, -1.45101E-6,  0.56652,  0.16724
161, 54, -0.94664,  0.19893,  0.3581, -0.45312, -0.89145, -3.97740E-6,  0.62575,  0.16724
162, 52, -0.94663,  0.19897,  0.67505, -0.45143, -0.84312,  0.29215,  0.62575,  0.48229
163, 55, -0.9315,  0.20585,  0.69317, -0.15022, -0.55027,  0.82136,  0.62575,  0.50214
164, 51, -0.97503,  0.259,  0.70362, -0.36868, -0.28094,  0.88609,  0.56652,  0.50214
165, 41, -1.04329,  0.46853,  0.3581, -0.92418,  0.38196,  0.00,  0.32621,  0.16724
166, 49, -1.00973,  0.5109,  0.67624, -0.5349,  0.79759,  0.2788,  0.2919,  0.48229
167, 56, -1.00974,  0.51084,  0.3581, -0.57319,  0.81942,  0.00,  0.2919,  0.16724
168, 6, -0.89949,  0.51769,  0.3581,  0.49336,  0.86982,  0.00,  0.37801,  0.16724
169, 57, -0.89948,  0.51773,  0.67091,  0.48508,  0.83286,  0.26656,  0.37802,  0.48229
170, 58, -0.83873,  0.44923,  0.67548,  0.76464,  0.58024,  0.28045,  0.38734,  0.48229
171, 6, -0.89949,  0.51769,  0.3581,  0.49336,  0.86982,  0.00,  0.37801,  0.16724
172, 58, -0.83873,  0.44923,  0.67548,  0.76464,  0.58024,  0.28045,  0.38734,  0.48229
173, 59, -0.83872,  0.4493,  0.3581,  0.80646,  0.59128,  1.49954E-7,  0.38734,  0.16723
174, 60, -0.94663,  0.19897,  0.06519, -0.44296, -0.85248, -0.27761,  0.8742,  0.29653
175, 61, -0.76888,  0.19894,  0.06519,  0.66368, -0.68972, -0.28952,  0.84776,  0.29654
176, 62, -0.76889,  0.19891,  0.3581,  0.70257, -0.71161, -3.10209E-6,  0.84776,  0.33829
177, 60, -0.94663,  0.19897,  0.06519, -0.44296, -0.85248, -0.27761,  0.8742,  0.29653
178, 62, -0.76889,  0.19891,  0.3581,  0.70257, -0.71161, -3.10209E-6,  0.84776,  0.33829
179, 63, -0.94664,  0.19893,  0.3581, -0.45312, -0.89145, -3.97740E-6,  0.8742,  0.33829
180, 64, -0.95646,  0.5286,  0.04499, -0.05639,  0.96783, -0.24522,  0.32621,  0.48229
181, 65, -0.95648,  0.5284,  0.3581, -0.06624,  0.9978, -1.06087E-7,  0.32621,  0.16724
182, 66, -0.89949,  0.51769,  0.3581,  0.49336,  0.86982,  0.00,  0.37801,  0.16724
183, 64, -0.95646,  0.5286,  0.04499, -0.05639,  0.96783, -0.24522,  0.32621,  0.48229
184, 66, -0.89949,  0.51769,  0.3581,  0.49336,  0.86982,  0.00,  0.37801,  0.16724
185, 67, -0.89948,  0.51773,  0.04529,  0.48508,  0.83286, -0.26656,  0.37801,  0.48229
186, 64, -0.95646,  0.5286,  0.04499, -0.05639,  0.96783, -0.24522,  0.32621,  0.48229
187, 67, -0.89948,  0.51773,  0.04529,  0.48508,  0.83286, -0.26656,  0.37801,  0.48229
188, 68, -0.91328,  0.50848,  0.02277,  0.24019,  0.51675, -0.82175,  0.37801,  0.50214
189, 64, -0.95646,  0.5286,  0.04499, -0.05639,  0.96783, -0.24522,  0.32621,  0.48229
190, 68, -0.91328,  0.50848,  0.02277,  0.24019,  0.51675, -0.82175,  0.37801,  0.50214
191, 69, -0.9554,  0.51726,  0.02613, -0.01349,  0.6085, -0.79344,  0.32621,  0.50214
192, 70, -0.85088,  0.44089,  0.01806,  0.38997,  0.29664, -0.87174,  0.45161,  0.50214
193, 68, -0.91328,  0.50848,  0.02277,  0.24019,  0.51675, -0.82175,  0.37801,  0.50214
194, 67, -0.89948,  0.51773,  0.04529,  0.48508,  0.83286, -0.26656,  0.37801,  0.48229
195, 70, -0.85088,  0.44089,  0.01806,  0.38997,  0.29664, -0.87174,  0.45161,  0.50214
196, 67, -0.89948,  0.51773,  0.04529,  0.48508,  0.83286, -0.26656,  0.37801,  0.48229
197, 71, -0.83873,  0.44923,  0.04072,  0.76142,  0.58186, -0.28579,  0.45161,  0.48229
198, 71, -0.83873,  0.44923,  0.04072,  0.76142,  0.58186, -0.28579,  0.45161,  0.48229
199, 72, -0.80345,  0.36495,  0.01405,  0.45249,  0.12727, -0.88264,  0.56652,  0.50214
200, 70, -0.85088,  0.44089,  0.01806,  0.38997,  0.29664, -0.87174,  0.45161,  0.50214
201, 71, -0.83873,  0.44923,  0.04072,  0.76142,  0.58186, -0.28579,  0.45161,  0.48229
202, 73, -0.79189,  0.37098,  0.03307,  0.87054,  0.38395, -0.30781,  0.56652,  0.48229
203, 72, -0.80345,  0.36495,  0.01405,  0.45249,  0.12727, -0.88264,  0.56652,  0.50214
204, 74, -1.00973,  0.5109,  0.03997, -0.5349,  0.79759, -0.2788,  0.2919,  0.48229
205, 64, -0.95646,  0.5286,  0.04499, -0.05639,  0.96783, -0.24522,  0.32621,  0.48229
206, 69, -0.9554,  0.51726,  0.02613, -0.01349,  0.6085, -0.79344,  0.32621,  0.50214
207, 74, -1.00973,  0.5109,  0.03997, -0.5349,  0.79759, -0.2788,  0.2919,  0.48229
208, 69, -0.9554,  0.51726,  0.02613, -0.01349,  0.6085, -0.79344,  0.32621,  0.50214
209, 75, -1.0004,  0.50159,  0.02097, -0.22332,  0.48372, -0.84625,  0.2919,  0.50214
210, 76, -0.78067,  0.28437,  0.02169,  0.4458, -0.15616, -0.8814,  0.62575,  0.50214
211, 72, -0.80345,  0.36495,  0.01405,  0.45249,  0.12727, -0.88264,  0.56652,  0.50214
212, 73, -0.79189,  0.37098,  0.03307,  0.87054,  0.38395, -0.30781,  0.56652,  0.48229
213, 76, -0.78067,  0.28437,  0.02169,  0.4458, -0.15616, -0.8814,  0.62575,  0.50214
214, 73, -0.79189,  0.37098,  0.03307,  0.87054,  0.38395, -0.30781,  0.56652,  0.48229
215, 77, -0.76771,  0.29219,  0.04104,  0.93635,  0.07322, -0.34335,  0.62575,  0.48229
216, 78, -0.78884,  0.21556,  0.04707,  0.29979, -0.54274, -0.78458,  0.65399,  0.50214
217, 76, -0.78067,  0.28437,  0.02169,  0.4458, -0.15616, -0.8814,  0.62575,  0.50214
218, 77, -0.76771,  0.29219,  0.04104,  0.93635,  0.07322, -0.34335,  0.62575,  0.48229
219, 78, -0.78884,  0.21556,  0.04707,  0.29979, -0.54274, -0.78458,  0.65399,  0.50214
220, 77, -0.76771,  0.29219,  0.04104,  0.93635,  0.07322, -0.34335,  0.62575,  0.48229
221, 79, -0.76888,  0.19894,  0.06519,  0.66368, -0.68972, -0.28952,  0.67083,  0.48229
222, 79, -0.76888,  0.19894,  0.06519,  0.66368, -0.68972, -0.28952,  0.67083,  0.48229
223, 77, -0.76771,  0.29219,  0.04104,  0.93635,  0.07322, -0.34335,  0.62575,  0.48229
224, 80, -0.76771,  0.2922,  0.3581,  0.98986,  0.14205,  4.72947E-7,  0.62575,  0.16723
225, 79, -0.76888,  0.19894,  0.06519,  0.66368, -0.68972, -0.28952,  0.67083,  0.48229
226, 80, -0.76771,  0.2922,  0.3581,  0.98986,  0.14205,  4.72947E-7,  0.62575,  0.16723
227, 81, -0.76889,  0.19891,  0.3581,  0.70257, -0.71161, -3.10209E-6,  0.67085,  0.16724
228, 82, -0.83872,  0.4493,  0.3581,  0.80646,  0.59128,  1.49954E-7,  0.45161,  0.16723
229, 73, -0.79189,  0.37098,  0.03307,  0.87054,  0.38395, -0.30781,  0.56652,  0.48229
230, 71, -0.83873,  0.44923,  0.04072,  0.76142,  0.58186, -0.28579,  0.45161,  0.48229
231, 82, -0.83872,  0.4493,  0.3581,  0.80646,  0.59128,  1.49954E-7,  0.45161,  0.16723
232, 83, -0.79189,  0.37103,  0.3581,  0.91371,  0.40636,  6.29113E-7,  0.56652,  0.16723
233, 73, -0.79189,  0.37098,  0.03307,  0.87054,  0.38395, -0.30781,  0.56652,  0.48229
234, 83, -0.79189,  0.37103,  0.3581,  0.91371,  0.40636,  6.29113E-7,  0.56652,  0.16723
235, 80, -0.76771,  0.2922,  0.3581,  0.98986,  0.14205,  4.72947E-7,  0.62575,  0.16723
236, 77, -0.76771,  0.29219,  0.04104,  0.93635,  0.07322, -0.34335,  0.62575,  0.48229
237, 83, -0.79189,  0.37103,  0.3581,  0.91371,  0.40636,  6.29113E-7,  0.56652,  0.16723
238, 77, -0.76771,  0.29219,  0.04104,  0.93635,  0.07322, -0.34335,  0.62575,  0.48229
239, 73, -0.79189,  0.37098,  0.03307,  0.87054,  0.38395, -0.30781,  0.56652,  0.48229
240, 84, -1.00974,  0.51084,  0.3581, -0.57319,  0.81942,  0.00,  0.2919,  0.16724
241, 64, -0.95646,  0.5286,  0.04499, -0.05639,  0.96783, -0.24522,  0.32621,  0.48229
242, 74, -1.00973,  0.5109,  0.03997, -0.5349,  0.79759, -0.2788,  0.2919,  0.48229
243, 84, -1.00974,  0.51084,  0.3581, -0.57319,  0.81942,  0.00,  0.2919,  0.16724
244, 65, -0.95648,  0.5284,  0.3581, -0.06624,  0.9978, -1.06087E-7,  0.32621,  0.16724
245, 64, -0.95646,  0.5286,  0.04499, -0.05639,  0.96783, -0.24522,  0.32621,  0.48229
246, 85, -0.97503,  0.259,  0.02969, -0.34596, -0.36996, -0.86223,  0.78008,  0.29632
247, 86, -1.01734,  0.33881,  0.01414, -0.41768, -0.21636, -0.88246,  0.74041,  0.29771
248, 87, -0.85088,  0.44089,  0.01806,  0.38997,  0.29664, -0.87174,  0.74041,  0.38975
249, 85, -0.97503,  0.259,  0.02969, -0.34596, -0.36996, -0.86223,  0.78008,  0.29632
250, 87, -0.85088,  0.44089,  0.01806,  0.38997,  0.29664, -0.87174,  0.74041,  0.38975
251, 88, -0.80345,  0.36495,  0.01405,  0.45249,  0.12727, -0.88264,  0.78008,  0.39136
252, 87, -0.85088,  0.44089,  0.01806,  0.38997,  0.29664, -0.87174,  0.74041,  0.38975
253, 86, -1.01734,  0.33881,  0.01414, -0.41768, -0.21636, -0.88246,  0.74041,  0.29771
254, 89, -1.03961,  0.41077,  0.01202, -0.48313,  0.00352, -0.87554,  0.70428,  0.30547
255, 87, -0.85088,  0.44089,  0.01806,  0.38997,  0.29664, -0.87174,  0.74041,  0.38975
256, 89, -1.03961,  0.41077,  0.01202, -0.48313,  0.00352, -0.87554,  0.70428,  0.30547
257, 90, -0.91328,  0.50848,  0.02277,  0.24019,  0.51675, -0.82175,  0.70428,  0.38006
258, 85, -0.97503,  0.259,  0.02969, -0.34596, -0.36996, -0.86223,  0.78008,  0.29632
