VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TEXCOORD0.x, in_TEXCOORD0.y
53, 31, -0.73017,  0.00139, -0.45, -0.70711,  0.00, -0.70711,  0.56789,  0.00815
54, 32,  0.00,  0.00139,  0.45,  0.00, -1.00,  0.00,  0.6294,  0.00521
55, 33,  0.00,  0.00139, -0.45,  0.00, -1.00,  0.00,  0.6294,  0.35892
56, 34,  0.73017,  0.00139, -0.45,  0.00, -1.00,  0.00,  0.98445,  0.35892
57, 34,  0.73017,  0.00139, -0.45,  0.00, -1.00,  0.00,  0.98445,  0.35892
58, 35,  0.75,  0.00139, -0.43017,  0.00, -1.00,  0.00,  0.99409,  0.35892
59, 32,  0.00,  0.00139,  0.45,  0.00, -1.00,  0.00,  0.6294,  0.00521
60, 35,  0.75,  0.00139, -0.43017,  0.00, -1.00,  0.00,  0.99409,  0.35892
61, 36,  0.75,  0.00139,  0.43017,  0.00, -1.00,  0.00,  0.99409,  0.00521
62, 32,  0.00,  0.00139,  0.45,  0.00, -1.00,  0.00,  0.6294,  0.00521
63, 36,  0.75,  0.00139,  0.43017,  0.00, -1.00,  0.00,  0.99409,  0.00521
64, 37,  0.73017,  0.00139,  0.45,  0.00, -1.00,  0.00,  0.98445,  0.00521
65, 32,  0.00,  0.00139,  0.45,  0.00, -1.00,  0.00,  0.6294,  0.00521
66, 38,  0.00,  0.02824,  0.45,  0.00,  1.00,  0.00,  0.6294,  0.00521
67, 39,  0.73017,  0.02824,  0.45,  0.00,  1.00,  0.00,  0.98445,  0.00521
68, 40,  0.73017,  0.02824, -0.45,  0.00,  1.00,  0.00,  0.98445,  0.35892
69, 38,  0.00,  0.02824,  0.45,  0.00,  1.00,  0.00,  0.6294,  0.00521
70, 40,  0.73017,  0.02824, -0.45,  0.00,  1.00,  0.00,  0.98445,  0.35892
71, 41,  0.00,  0.02824, -0.45,  0.00,  1.00,  0.00,  0.6294,  0.35892
72, 39,  0.73017,  0.02824,  0.45,  0.00,  1.00,  0.00,  0.98445,  0.00521
73, 42,  0.75,  0.02824, -0.43017,  0.00,  1.00,  0.00,  0.99409,  0.35892
74, 40,  0.73017,  0.02824, -0.45,  0.00,  1.00,  0.00,  0.98445,  0.35892
75, 39,  0.73017,  0.02824,  0.45,  0.00,  1.00,  0.00,  0.98445,  0.00521
76, 43,  0.75,  0.02824,  0.43017,  0.00,  1.00,  0.00,  0.99409,  0.00521
77, 42,  0.75,  0.02824, -0.43017,  0.00,  1.00,  0.00,  0.99409,  0.35892
78, 44,  0.00,  0.00139,  0.45,  0.00,  0.00,  1.00,  0.01029,  0.00815
79, 45,  0.73017,  0.00139,  0.45,  0.00,  0.00,  1.00,  0.56789,  0.00815
80, 46,  0.73017,  0.02824,  0.45,  0.00,  0.00,  1.00,  0.56789,  0.03182
81, 44,  0.00,  0.00139,  0.45,  0.00,  0.00,  1.00,  0.01029,  0.00815
82, 46,  0.73017,  0.02824,  0.45,  0.00,  0.00,  1.00,  0.56789,  0.03182
83, 47,  0.00,  0.02824,  0.45,  0.00,  0.00,  1.00,  0.01029,  0.03182
84, 48,  0.75,  0.00139,  0.43017,  1.00,  0.00,  0.00,  0.02331,  0.03763
85, 49,  0.75,  0.00139, -0.43017,  1.00,  0.00,  0.00,  0.54634,  0.03763
86, 50,  0.75,  0.02824, -0.43017,  1.00,  0.00,  0.00,  0.54634,  0.05986
87, 48,  0.75,  0.00139,  0.43017,  1.00,  0.00,  0.00,  0.02331,  0.03763
88, 50,  0.75,  0.02824, -0.43017,  1.00,  0.00,  0.00,  0.54634,  0.05986
89, 51,  0.75,  0.02824,  0.43017,  1.00,  0.00,  0.00,  0.02331,  0.05986
90, 52,  0.73017,  0.00139, -0.45,  0.00,  0.00, -1.00,  0.56789,  0.00815
91, 53,  0.00,  0.00139, -0.45,  0.00,  0.00, -1.00,  0.01029,  0.00815
92, 54,  0.00,  0.02824, -0.45,  0.00,  0.00, -1.00,  0.01029,  0.03182
93, 52,  0.73017,  0.00139, -0.45,  0.00,  0.00, -1.00,  0.56789,  0.00815
94, 54,  0.00,  0.02824, -0.45,  0.00,  0.00, -1.00,  0.01029,  0.03182
95, 55,  0.73017,  0.02824, -0.45,  0.00,  0.00, -1.00,  0.56789,  0.03182
96, 56,  0.73017,  0.00139,  0.45,  0.70711,  0.00,  0.70711,  0.56789,  0.00815
97, 57,  0.75,  0.00139,  0.43017,  0.70711,  0.00,  0.70711,  0.5908,  0.00815
98, 58,  0.75,  0.02824,  0.43017,  0.70711,  0.00,  0.70711,  0.5908,  0.03182
99, 56,  0.73017,  0.00139,  0.45,  0.70711,  0.00,  0.70711,  0.56789,  0.00815
100, 58,  0.75,  0.02824,  0.43017,  0.70711,  0.00,  0.70711,  0.5908,  0.03182
101, 59,  0.73017,  0.02824,  0.45,  0.70711,  0.00,  0.70711,  0.56789,  0.03182
102, 60,  0.75,  0.00139, -0.43017,  0.70711,  0.00, -0.70711,  0.5908,  0.00815
103, 61,  0.73017,  0.00139, -0.45,  0.70711,  0.00, -0.70711,  0.56789,  0.00815
104, 62,  0.73017,  0.02824, -0.45,  0.70711,  0.00, -0.70711,  0.56789,  0.03182
105, 60,  0.75,  0.00139, -0.43017,  0.70711,  0.00, -0.70711,  0.5908,  0.00815
106, 62,  0.73017,  0.02824, -0.45,  0.70711,  0.00, -0.70711,  0.56789,  0.03182
107, 63,  0.75,  0.02824, -0.43017,  0.70711,  0.00, -0.70711,  0.5908,  0.03182
108, 64, -0.63258,  0.40601,  0.1425, -1.00,  0.00,  0.00,  0.44918,  0.72917
109, 65, -0.63258,  0.55172,  0.1425, -1.00,  0.00,  0.00,  0.44918,  0.8594
110, 66, -0.6191,  0.55172,  0.10101, -0.80902,  0.00, -0.58779,  0.4736,  0.8594
111, 64, -0.63258,  0.40601,  0.1425, -1.00,  0.00,  0.00,  0.44918,  0.72917
112, 66, -0.6191,  0.55172,  0.10101, -0.80902,  0.00, -0.58779,  0.4736,  0.8594
113, 67, -0.6191,  0.40601,  0.10101, -0.80902,  0.00, -0.58779,  0.4736,  0.72917
114, 67, -0.6191,  0.40601,  0.10101, -0.80902,  0.00, -0.58779,  0.4736,  0.72917
115, 66, -0.6191,  0.55172,  0.10101, -0.80902,  0.00, -0.58779,  0.4736,  0.8594
116, 68, -0.5838,  0.55172,  0.07536, -0.30902,  0.00, -0.95106,  0.49694,  0.8594
117, 67, -0.6191,  0.40601,  0.10101, -0.80902,  0.00, -0.58779,  0.4736,  0.72917
118, 68, -0.5838,  0.55172,  0.07536, -0.30902,  0.00, -0.95106,  0.49694,  0.8594
119, 69, -0.5838,  0.40601,  0.07536, -0.30902,  0.00, -0.95106,  0.49694,  0.72917
120, 69, -0.5838,  0.40601,  0.07536, -0.30902,  0.00, -0.95106,  0.49694,  0.72917
121, 68, -0.5838,  0.55172,  0.07536, -0.30902,  0.00, -0.95106,  0.49694,  0.8594
122, 70, -0.54017,  0.55172,  0.07536,  0.30902,  0.00, -0.95106,  0.51954,  0.8594
123, 69, -0.5838,  0.40601,  0.07536, -0.30902,  0.00, -0.95106,  0.49694,  0.72917
124, 70, -0.54017,  0.55172,  0.07536,  0.30902,  0.00, -0.95106,  0.51954,  0.8594
125, 71, -0.54017,  0.40601,  0.07536,  0.30902,  0.00, -0.95106,  0.51954,  0.72917
126, 71, -0.54017,  0.40601,  0.07536,  0.30902,  0.00, -0.95106,  0.51954,  0.72917
127, 70, -0.54017,  0.55172,  0.07536,  0.30902,  0.00, -0.95106,  0.51954,  0.8594
128, 72, -0.50487,  0.55172,  0.10101,  0.80902,  0.00, -0.58779,  0.54288,  0.8594
129, 71, -0.54017,  0.40601,  0.07536,  0.30902,  0.00, -0.95106,  0.51954,  0.72917
130, 72, -0.50487,  0.55172,  0.10101,  0.80902,  0.00, -0.58779,  0.54288,  0.8594
131, 73, -0.50487,  0.40601,  0.10101,  0.80902,  0.00, -0.58779,  0.54288,  0.72917
132, 73, -0.50487,  0.40601,  0.10101,  0.80902,  0.00, -0.58779,  0.54288,  0.72917
133, 72, -0.50487,  0.55172,  0.10101,  0.80902,  0.00, -0.58779,  0.54288,  0.8594
134, 74, -0.49138,  0.55172,  0.1425,  1.00,  0.00,  0.00,  0.56766,  0.8594
135, 73, -0.50487,  0.40601,  0.10101,  0.80902,  0.00, -0.58779,  0.54288,  0.72917
136, 74, -0.49138,  0.55172,  0.1425,  1.00,  0.00,  0.00,  0.56766,  0.8594
137, 75, -0.49138,  0.40601,  0.1425,  1.00,  0.00,  0.00,  0.56766,  0.72917
138, 76, -0.49138,  0.40601,  0.1425,  1.00,  0.00,  0.00,  0.56766,  0.72917
139, 77, -0.49138,  0.55172,  0.1425,  1.00,  0.00,  0.00,  0.56766,  0.8594
140, 78, -0.50487,  0.55172,  0.184,  0.80902,  0.00,  0.58779,  0.54324,  0.8594
141, 76, -0.49138,  0.40601,  0.1425,  1.00,  0.00,  0.00,  0.56766,  0.72917
142, 78, -0.50487,  0.55172,  0.184,  0.80902,  0.00,  0.58779,  0.54324,  0.8594
143, 79, -0.50487,  0.40601,  0.184,  0.80902,  0.00,  0.58779,  0.54324,  0.72917
144, 79, -0.50487,  0.40601,  0.184,  0.80902,  0.00,  0.58779,  0.54324,  0.72917
145, 78, -0.50487,  0.55172,  0.184,  0.80902,  0.00,  0.58779,  0.54324,  0.8594
146, 80, -0.54017,  0.55172,  0.20965,  0.30902,  0.00,  0.95106,  0.51991,  0.8594
147, 79, -0.50487,  0.40601,  0.184,  0.80902,  0.00,  0.58779,  0.54324,  0.72917
148, 80, -0.54017,  0.55172,  0.20965,  0.30902,  0.00,  0.95106,  0.51991,  0.8594
149, 81, -0.54017,  0.40601,  0.20965,  0.30902,  0.00,  0.95106,  0.51991,  0.72917
150, 81, -0.54017,  0.40601,  0.20965,  0.30902,  0.00,  0.95106,  0.51991,  0.72917
151, 80, -0.54017,  0.55172,  0.20965,  0.30902,  0.00,  0.95106,  0.51991,  0.8594
152, 82, -0.5838,  0.55172,  0.20965, -0.30902,  1.24019E-7,  0.95106,  0.4973,  0.8594
153, 81, -0.54017,  0.40601,  0.20965,  0.30902,  0.00,  0.95106,  0.51991,  0.72917
154, 82, -0.5838,  0.55172,  0.20965, -0.30902,  1.24019E-7,  0.95106,  0.4973,  0.8594
155, 83, -0.5838,  0.40601,  0.20965, -0.30902,  1.24019E-7,  0.95106,  0.4973,  0.72917
156, 83, -0.5838,  0.40601,  0.20965, -0.30902,  1.24019E-7,  0.95106,  0.4973,  0.72917
157, 82, -0.5838,  0.55172,  0.20965, -0.30902,  1.24019E-7,  0.95106,  0.4973,  0.8594
158, 84, -0.6191,  0.55172,  0.184, -0.80902,  0.00,  0.58779,  0.47397,  0.8594
159, 83, -0.5838,  0.40601,  0.20965, -0.30902,  1.24019E-7,  0.95106,  0.4973,  0.72917
160, 84, -0.6191,  0.55172,  0.184, -0.80902,  0.00,  0.58779,  0.47397,  0.8594
161, 85, -0.6191,  0.40601,  0.184, -0.80902,  0.00,  0.58779,  0.47397,  0.72917
162, 85, -0.6191,  0.40601,  0.184, -0.80902,  0.00,  0.58779,  0.47397,  0.72917
163, 84, -0.6191,  0.55172,  0.184, -0.80902,  0.00,  0.58779,  0.47397,  0.8594
164, 86, -0.63258,  0.55172,  0.1425, -1.00,  0.00,  0.00,  0.44918,  0.8594
165, 85, -0.6191,  0.40601,  0.184, -0.80902,  0.00,  0.58779,  0.47397,  0.72917
166, 86, -0.63258,  0.55172,  0.1425, -1.00,  0.00,  0.00,  0.44918,  0.8594
167, 87, -0.63258,  0.40601,  0.1425, -1.00,  0.00,  0.00,  0.44918,  0.72917
168, 88, -0.6191,  0.40601,  0.184,  0.00, -1.00,  0.00,  0.66937,  0.84958
169, 89, -0.63258,  0.40601,  0.1425,  0.00, -1.00,  0.00,  0.67323,  0.86135
170, 90, -0.50487,  0.40601,  0.10101,  0.00, -1.00,  0.00,  0.70904,  0.84958
171, 90, -0.50487,  0.40601,  0.10101,  0.00, -1.00,  0.00,  0.70904,  0.84958
172, 89, -0.63258,  0.40601,  0.1425,  0.00, -1.00,  0.00,  0.67323,  0.86135
173, 91, -0.6191,  0.40601,  0.10101,  0.00, -1.00,  0.00,  0.68319,  0.86849
174, 90, -0.50487,  0.40601,  0.10101,  0.00, -1.00,  0.00,  0.70904,  0.84958
175, 91, -0.6191,  0.40601,  0.10101,  0.00, -1.00,  0.00,  0.68319,  0.86849
176, 92, -0.5838,  0.40601,  0.07536,  0.00, -1.00,  0.00,  0.69545,  0.86842
177, 90, -0.50487,  0.40601,  0.10101,  0.00, -1.00,  0.00,  0.70904,  0.84958
178, 92, -0.5838,  0.40601,  0.07536,  0.00, -1.00,  0.00,  0.69545,  0.86842
179, 93, -0.54017,  0.40601,  0.07536,  0.00, -1.00,  0.00,  0.70532,  0.86115
180, 94, -0.61707,  0.52233,  0.1425,  0.6769,  0.73607, -0.00138,  0.75019,  0.94909
181, 95, -0.60655,  0.52233,  0.17425,  0.54541,  0.73848, -0.39646,  0.74613,  0.92847
182, 96, -0.5069,  0.52233,  0.1425, -0.67674,  0.73622,  0.00,  0.68186,  0.94909
183, 97, -0.61309,  0.55313,  0.17933,  0.77945,  0.25858, -0.57061,  0.75233,  0.92517
184, 95, -0.60655,  0.52233,  0.17425,  0.54541,  0.73848, -0.39646,  0.74613,  0.92847
185, 94, -0.61707,  0.52233,  0.1425,  0.6769,  0.73607, -0.00138,  0.75019,  0.94909
186, 98, -0.58151,  0.55316,  0.20229,  0.30349,  0.25999, -0.91668,  0.72822,  0.90556
187, 95, -0.60655,  0.52233,  0.17425,  0.54541,  0.73848, -0.39646,  0.74613,  0.92847
188, 97, -0.61309,  0.55313,  0.17933,  0.77945,  0.25858, -0.57061,  0.75233,  0.92517
189, 98, -0.58151,  0.55316,  0.20229,  0.30349,  0.25999, -0.91668,  0.72822,  0.90556
190, 99, -0.57901,  0.52233,  0.19426,  0.21247,  0.7401, -0.63806,  0.72667,  0.91215
191, 95, -0.60655,  0.52233,  0.17425,  0.54541,  0.73848, -0.39646,  0.74613,  0.92847
192, 96, -0.5069,  0.52233,  0.1425, -0.67674,  0.73622,  0.00,  0.68186,  0.94909
193, 95, -0.60655,  0.52233,  0.17425,  0.54541,  0.73848, -0.39646,  0.74613,  0.92847
194, 99, -0.57901,  0.52233,  0.19426,  0.21247,  0.7401, -0.63806,  0.72667,  0.91215
195, 100, -0.54247,  0.55307,  0.20256, -0.29295,  0.25675, -0.92101,  0.7041,  0.90556
196, 99, -0.57901,  0.52233,  0.19426,  0.21247,  0.7401, -0.63806,  0.72667,  0.91215
197, 98, -0.58151,  0.55316,  0.20229,  0.30349,  0.25999, -0.91668,  0.72822,  0.90556
198, 100, -0.54247,  0.55307,  0.20256, -0.29295,  0.25675, -0.92101,  0.7041,  0.90556
199, 101, -0.54496,  0.52233,  0.19489, -0.20504,  0.73575, -0.64547,  0.70564,  0.91215
200, 99, -0.57901,  0.52233,  0.19426,  0.21247,  0.7401, -0.63806,  0.72667,  0.91215
201, 96, -0.5069,  0.52233,  0.1425, -0.67674,  0.73622,  0.00,  0.68186,  0.94909
202, 99, -0.57901,  0.52233,  0.19426,  0.21247,  0.7401, -0.63806,  0.72667,  0.91215
203, 101, -0.54496,  0.52233,  0.19489, -0.20504,  0.73575, -0.64547,  0.70564,  0.91215
204, 102, -0.5109,  0.55307,  0.17962, -0.78256,  0.25363, -0.56857,  0.67986,  0.92227
205, 101, -0.54496,  0.52233,  0.19489, -0.20504,  0.73575, -0.64547,  0.70564,  0.91215
206, 100, -0.54247,  0.55307,  0.20256, -0.29295,  0.25675, -0.92101,  0.7041,  0.90556
207, 102, -0.5109,  0.55307,  0.17962, -0.78256,  0.25363, -0.56857,  0.67986,  0.92227
208, 103, -0.51742,  0.52233,  0.17488, -0.5475,  0.73622, -0.39778,  0.6866,  0.92643
209, 101, -0.54496,  0.52233,  0.19489, -0.20504,  0.73575, -0.64547,  0.70564,  0.91215
210, 96, -0.5069,  0.52233,  0.1425, -0.67674,  0.73622,  0.00,  0.68186,  0.94909
211, 101, -0.54496,  0.52233,  0.19489, -0.20504,  0.73575, -0.64547,  0.70564,  0.91215
212, 103, -0.51742,  0.52233,  0.17488, -0.5475,  0.73622, -0.39778,  0.6866,  0.92643
213, 104, -0.49884,  0.55307,  0.1425, -0.9673,  0.25363,  0.00,  0.67715,  0.94909
214, 96, -0.5069,  0.52233,  0.1425, -0.67674,  0.73622,  0.00,  0.68186,  0.94909
215, 103, -0.51742,  0.52233,  0.17488, -0.5475,  0.73622, -0.39778,  0.6866,  0.92643
216, 104, -0.49884,  0.55307,  0.1425, -0.9673,  0.25363,  0.00,  0.67715,  0.94909
217, 103, -0.51742,  0.52233,  0.17488, -0.5475,  0.73622, -0.39778,  0.6866,  0.92643
218, 102, -0.5109,  0.55307,  0.17962, -0.78256,  0.25363, -0.56857,  0.67986,  0.92227
219, 97, -0.61309,  0.55313,  0.17933,  0.77945,  0.25858, -0.57061,  0.75233,  0.92517
220, 94, -0.61707,  0.52233,  0.1425,  0.6769,  0.73607, -0.00138,  0.75019,  0.94909
221, 105, -0.62513,  0.55307,  0.1425,  0.96704,  0.25463, -0.00194,  0.76221,  0.94909
222, 106, -0.62513,  0.55307,  0.1425,  0.96704,  0.25463, -0.00194,  0.76213,  0.94921
223, 107, -0.61707,  0.52233,  0.1425,  0.6769,  0.73607, -0.00138,  0.75011,  0.94921
224, 108, -0.60655,  0.52233,  0.11013,  0.5475,  0.73622,  0.39778,  0.74605,  0.92818
225, 106, -0.62513,  0.55307,  0.1425,  0.96704,  0.25463, -0.00194,  0.76213,  0.94921
226, 108, -0.60655,  0.52233,  0.11013,  0.5475,  0.73622,  0.39778,  0.74605,  0.92818
227, 109, -0.61307,  0.55307,  0.10539,  0.78256,  0.25363,  0.56857,  0.75225,  0.9251
228, 109, -0.61307,  0.55307,  0.10539,  0.78256,  0.25363,  0.56857,  0.75225,  0.9251
229, 108, -0.60655,  0.52233,  0.11013,  0.5475,  0.73622,  0.39778,  0.74605,  0.92818
230, 110, -0.57901,  0.52233,  0.09012,  0.20912,  0.73622,  0.64362,  0.7266,  0.91215
231, 109, -0.61307,  0.55307,  0.10539,  0.78256,  0.25363,  0.56857,  0.75225,  0.9251
232, 110, -0.57901,  0.52233,  0.09012,  0.20912,  0.73622,  0.64362,  0.7266,  0.91215
233, 111, -0.5815,  0.55307,  0.08245,  0.29891,  0.25363,  0.91996,  0.72814,  0.90556
234, 111, -0.5815,  0.55307,  0.08245,  0.29891,  0.25363,  0.91996,  0.72814,  0.90556
235, 110, -0.57901,  0.52233,  0.09012,  0.20912,  0.73622,  0.64362,  0.7266,  0.91215
236, 112, -0.54496,  0.52233,  0.09012, -0.20912,  0.73622,  0.64362,  0.70556,  0.91215
237, 111, -0.5815,  0.55307,  0.08245,  0.29891,  0.25363,  0.91996,  0.72814,  0.90556
238, 112, -0.54496,  0.52233,  0.09012, -0.20912,  0.73622,  0.64362,  0.70556,  0.91215
239, 113, -0.54247,  0.55307,  0.08245, -0.29891,  0.25363,  0.91996,  0.70403,  0.90556
240, 113, -0.54247,  0.55307,  0.08245, -0.29891,  0.25363,  0.91996,  0.70403,  0.90556
241, 112, -0.54496,  0.52233,  0.09012, -0.20912,  0.73622,  0.64362,  0.70556,  0.91215
242, 114, -0.51742,  0.52233,  0.11013, -0.5475,  0.73622,  0.39778,  0.68652,  0.92656
243, 110, -0.57901,  0.52233,  0.09012,  0.20912,  0.73622,  0.64362,  0.7266,  0.91215
244, 114, -0.51742,  0.52233,  0.11013, -0.5475,  0.73622,  0.39778,  0.68652,  0.92656
245, 112, -0.54496,  0.52233,  0.09012, -0.20912,  0.73622,  0.64362,  0.70556,  0.91215
246, 113, -0.54247,  0.55307,  0.08245, -0.29891,  0.25363,  0.91996,  0.70403,  0.90556
247, 114, -0.51742,  0.52233,  0.11013, -0.5475,  0.73622,  0.39778,  0.68652,  0.92656
248, 115, -0.5109,  0.55307,  0.10539, -0.78256,  0.25363,  0.56857,  0.67978,  0.92239
249, 115, -0.5109,  0.55307,  0.10539, -0.78256,  0.25363,  0.56857,  0.67978,  0.92239
250, 114, -0.51742,  0.52233,  0.11013, -0.5475,  0.73622,  0.39778,  0.68652,  0.92656
251, 116, -0.5069,  0.52233,  0.1425, -0.67674,  0.73622,  0.00,  0.68178,  0.94921
252, 107, -0.61707,  0.52233,  0.1425,  0.6769,  0.73607, -0.00138,  0.75011,  0.94921
253, 116, -0.5069,  0.52233,  0.1425, -0.67674,  0.73622,  0.00,  0.68178,  0.94921
254, 108, -0.60655,  0.52233,  0.11013,  0.5475,  0.73622,  0.39778,  0.74605,  0.92818
255, 108, -0.60655,  0.52233,  0.11013,  0.5475,  0.73622,  0.39778,  0.74605,  0.92818
256, 116, -0.5069,  0.52233,  0.1425, -0.67674,  0.73622,  0.00,  0.68178,  0.94921
257, 110, -0.57901,  0.52233,  0.09012,  0.20912,  0.73622,  0.64362,  0.7266,  0.91215
258, 110, -0.57901,  0.52233,  0.09012,  0.20912,  0.73622,  0.64362,  0.7266,  0.91215
259, 116, -0.5069,  0.52233,  0.1425, -0.67674,  0.73622,  0.00,  0.68178,  0.94921
260, 114, -0.51742,  0.52233,  0.11013, -0.5475,  0.73622,  0.39778,  0.68652,  0.92656
261, 115, -0.5109,  0.55307,  0.10539, -0.78256,  0.25363,  0.56857,  0.67978,  0.92239
262, 116, -0.5069,  0.52233,  0.1425, -0.67674,  0.73622,  0.00,  0.68178,  0.94921
263, 117, -0.49884,  0.55307,  0.1425, -0.9673,  0.25363,  0.00,  0.67707,  0.94921
264, 118, -0.6191,  0.40601,  0.184,  0.00, -1.00,  0.00,  0.66937,  0.84958
265, 119, -0.50487,  0.40601,  0.10101,  0.00, -1.00,  0.00,  0.70904,  0.84958
266, 120, -0.5838,  0.40601,  0.20965,  0.00, -1.00,  0.00,  0.67309,  0.86113
267, 120, -0.5838,  0.40601,  0.20965,  0.00, -1.00,  0.00,  0.67309,  0.86113
268, 119, -0.50487,  0.40601,  0.10101,  0.00, -1.00,  0.00,  0.70904,  0.84958
269, 121, -0.54017,  0.40601,  0.20965,  0.00, -1.00,  0.00,  0.68296,  0.8684
