VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TEXCOORD0.x, in_TEXCOORD0.y
29, 7,  0.24468,  0.16855, -0.06737,  0.37538, -0.92633, -0.03176,  0.83023,  0.39033
30, 2,  0.12015,  0.15226,  0.06742,  0.04349, -0.99827,  0.03962,  0.86321,  0.36776
31, 8,  0.25551,  0.16855,  0.06742,  0.37385, -0.92746,  0.0071,  0.83023,  0.36776
32, 12,  0.24803,  0.16855,  0.16022,  0.37975, -0.90054,  0.21171,  0.83023,  0.35045
33, 2,  0.12015,  0.15226,  0.06742,  0.04349, -0.99827,  0.03962,  0.86321,  0.36776
34, 12,  0.24803,  0.16855,  0.16022,  0.37975, -0.90054,  0.21171,  0.83023,  0.35045
35, 4,  0.20822,  0.16855,  0.19285,  0.1957, -0.90926,  0.36736,  0.84017,  0.34519
36, 5,  0.12015,  0.15226, -0.06737,  0.04577, -0.99826, -0.03714,  0.86321,  0.39033
37, 13,  0.21315,  0.16855, -0.20007,  0.19359, -0.91609, -0.35114,  0.8375,  0.4129
38, 11,  0.23952,  0.16855, -0.17753,  0.41922, -0.89471, -0.15411,  0.83023,  0.40929
39, 5,  0.12015,  0.15226, -0.06737,  0.04577, -0.99826, -0.03714,  0.86321,  0.39033
40, 9,  0.12016,  0.16855, -0.21896,  0.04177, -0.93525, -0.35152,  0.86321,  0.4129
41, 13,  0.21315,  0.16855, -0.20007,  0.19359, -0.91609, -0.35114,  0.8375,  0.4129
42, 14,  0.12013,  0.40918,  0.06737,  0.05064,  0.99792,  0.04001,  0.18232,  0.53625
43, 15, -0.00026,  0.40918,  0.06737,  0.00,  0.99869,  0.05121,  0.42129,  0.53625
44, 16, -0.00026,  0.39668,  0.17573,  0.00,  0.96618,  0.25785,  0.42129,  0.341
45, 16, -0.00026,  0.39668,  0.17573,  0.00,  0.96618,  0.25785,  0.42129,  0.341
46, 17,  0.12014,  0.39668,  0.17573,  0.03033,  0.964,  0.26417,  0.18229,  0.341
47, 14,  0.12013,  0.40918,  0.06737,  0.05064,  0.99792,  0.04001,  0.18232,  0.53625
48, 17,  0.12014,  0.39668,  0.17573,  0.03033,  0.964,  0.26417,  0.18229,  0.341
49, 18,  0.17149,  0.39666,  0.16341,  0.11483,  0.96706,  0.22717,  0.08068,  0.3632
50, 14,  0.12013,  0.40918,  0.06737,  0.05064,  0.99792,  0.04001,  0.18232,  0.53625
51, 19, -0.00026,  0.40918, -0.06734,  0.00,  0.99896, -0.04568,  0.42129,  0.77899
52, 15, -0.00026,  0.40918,  0.06737,  0.00,  0.99869,  0.05121,  0.42129,  0.53625
53, 14,  0.12013,  0.40918,  0.06737,  0.05064,  0.99792,  0.04001,  0.18232,  0.53625
54, 14,  0.12013,  0.40918,  0.06737,  0.05064,  0.99792,  0.04001,  0.18232,  0.53625
55, 20,  0.12013,  0.40918, -0.06734,  0.05293,  0.99797, -0.03553,  0.18232,  0.77899
56, 19, -0.00026,  0.40918, -0.06734,  0.00,  0.99896, -0.04568,  0.42129,  0.77899
57, 21,  0.2059,  0.39691, -0.06734,  0.2457,  0.96906, -0.02337,  0.0126,  0.77898
58, 20,  0.12013,  0.40918, -0.06734,  0.05293,  0.99797, -0.03553,  0.18232,  0.77899
59, 14,  0.12013,  0.40918,  0.06737,  0.05064,  0.99792,  0.04001,  0.18232,  0.53625
60, 14,  0.12013,  0.40918,  0.06737,  0.05064,  0.99792,  0.04001,  0.18232,  0.53625
61, 22,  0.21027,  0.39688,  0.06736,  0.23731,  0.97139,  0.00954,  0.00395,  0.53626
62, 21,  0.2059,  0.39691, -0.06734,  0.2457,  0.96906, -0.02337,  0.0126,  0.77898
63, 19, -0.00026,  0.40918, -0.06734,  0.00,  0.99896, -0.04568,  0.42129,  0.77899
64, 20,  0.12013,  0.40918, -0.06734,  0.05293,  0.99797, -0.03553,  0.18232,  0.77899
65, 23,  0.12013,  0.39668, -0.1876,  0.03367,  0.96563, -0.25772,  0.18231,  0.98882
66, 23,  0.12013,  0.39668, -0.1876,  0.03367,  0.96563, -0.25772,  0.18231,  0.98882
67, 24, -0.00026,  0.39668, -0.1906,  0.00,  0.96673, -0.2558,  0.42129,  0.9888
68, 19, -0.00026,  0.40918, -0.06734,  0.00,  0.99896, -0.04568,  0.42129,  0.77899
69, 20,  0.12013,  0.40918, -0.06734,  0.05293,  0.99797, -0.03553,  0.18232,  0.77899
70, 25,  0.17129,  0.39669, -0.17426,  0.10452,  0.96854, -0.22583,  0.08108,  0.97163
71, 23,  0.12013,  0.39668, -0.1876,  0.03367,  0.96563, -0.25772,  0.18231,  0.98882
72, 18,  0.17149,  0.39666,  0.16341,  0.11483,  0.96706,  0.22717,  0.08068,  0.3632
73, 26,  0.20383,  0.3967,  0.12867,  0.21232,  0.97213,  0.09939,  0.01669,  0.4258
74, 14,  0.12013,  0.40918,  0.06737,  0.05064,  0.99792,  0.04001,  0.18232,  0.53625
75, 26,  0.20383,  0.3967,  0.12867,  0.21232,  0.97213,  0.09939,  0.01669,  0.4258
76, 22,  0.21027,  0.39688,  0.06736,  0.23731,  0.97139,  0.00954,  0.00395,  0.53626
77, 14,  0.12013,  0.40918,  0.06737,  0.05064,  0.99792,  0.04001,  0.18232,  0.53625
78, 20,  0.12013,  0.40918, -0.06734,  0.05293,  0.99797, -0.03553,  0.18232,  0.77899
79, 27,  0.19442,  0.39674, -0.15417,  0.22103,  0.9688, -0.11214,  0.0353,  0.93545
80, 25,  0.17129,  0.39669, -0.17426,  0.10452,  0.96854, -0.22583,  0.08108,  0.97163
81, 20,  0.12013,  0.40918, -0.06734,  0.05293,  0.99797, -0.03553,  0.18232,  0.77899
82, 21,  0.2059,  0.39691, -0.06734,  0.2457,  0.96906, -0.02337,  0.0126,  0.77898
83, 27,  0.19442,  0.39674, -0.15417,  0.22103,  0.9688, -0.11214,  0.0353,  0.93545
84, 28, -0.12065,  0.40918,  0.06737, -0.05064,  0.99792,  0.04001,  0.66026,  0.53625
85, 16, -0.00026,  0.39668,  0.17573,  0.00,  0.96618,  0.25785,  0.42129,  0.341
86, 15, -0.00026,  0.40918,  0.06737,  0.00,  0.99869,  0.05121,  0.42129,  0.53625
87, 28, -0.12065,  0.40918,  0.06737, -0.05064,  0.99792,  0.04001,  0.66026,  0.53625
88, 15, -0.00026,  0.40918,  0.06737,  0.00,  0.99869,  0.05121,  0.42129,  0.53625
89, 19, -0.00026,  0.40918, -0.06734,  0.00,  0.99896, -0.04568,  0.42129,  0.77899
90, 28, -0.12065,  0.40918,  0.06737, -0.05064,  0.99792,  0.04001,  0.66026,  0.53625
91, 29, -0.12066,  0.39668,  0.17573, -0.03052,  0.96399,  0.26417,  0.66028,  0.341
92, 16, -0.00026,  0.39668,  0.17573,  0.00,  0.96618,  0.25785,  0.42129,  0.341
93, 29, -0.12066,  0.39668,  0.17573, -0.03052,  0.96399,  0.26417,  0.66028,  0.341
94, 28, -0.12065,  0.40918,  0.06737, -0.05064,  0.99792,  0.04001,  0.66026,  0.53625
95, 30, -0.17201,  0.39666,  0.16341, -0.11483,  0.96706,  0.22717,  0.7619,  0.3632
96, 19, -0.00026,  0.40918, -0.06734,  0.00,  0.99896, -0.04568,  0.42129,  0.77899
97, 31, -0.12065,  0.40918, -0.06734, -0.05293,  0.99797, -0.03553,  0.66026,  0.77899
98, 28, -0.12065,  0.40918,  0.06737, -0.05064,  0.99792,  0.04001,  0.66026,  0.53625
99, 32, -0.20642,  0.39691, -0.06734, -0.2457,  0.96906, -0.02337,  0.82997,  0.77898
100, 28, -0.12065,  0.40918,  0.06737, -0.05064,  0.99792,  0.04001,  0.66026,  0.53625
101, 31, -0.12065,  0.40918, -0.06734, -0.05293,  0.99797, -0.03553,  0.66026,  0.77899
102, 32, -0.20642,  0.39691, -0.06734, -0.2457,  0.96906, -0.02337,  0.82997,  0.77898
103, 33, -0.21079,  0.39688,  0.06736, -0.23731,  0.97139,  0.00954,  0.83862,  0.53626
104, 28, -0.12065,  0.40918,  0.06737, -0.05064,  0.99792,  0.04001,  0.66026,  0.53625
105, 34, -0.12065,  0.39668, -0.1876, -0.03386,  0.96558, -0.25789,  0.66026,  0.98882
106, 19, -0.00026,  0.40918, -0.06734,  0.00,  0.99896, -0.04568,  0.42129,  0.77899
107, 24, -0.00026,  0.39668, -0.1906,  0.00,  0.96673, -0.2558,  0.42129,  0.9888
108, 34, -0.12065,  0.39668, -0.1876, -0.03386,  0.96558, -0.25789,  0.66026,  0.98882
109, 31, -0.12065,  0.40918, -0.06734, -0.05293,  0.99797, -0.03553,  0.66026,  0.77899
110, 19, -0.00026,  0.40918, -0.06734,  0.00,  0.99896, -0.04568,  0.42129,  0.77899
111, 31, -0.12065,  0.40918, -0.06734, -0.05293,  0.99797, -0.03553,  0.66026,  0.77899
112, 34, -0.12065,  0.39668, -0.1876, -0.03386,  0.96558, -0.25789,  0.66026,  0.98882
113, 35, -0.17181,  0.39669, -0.17426, -0.10452,  0.96854, -0.22583,  0.76149,  0.97163
114, 30, -0.17201,  0.39666,  0.16341, -0.11483,  0.96706,  0.22717,  0.7619,  0.3632
115, 28, -0.12065,  0.40918,  0.06737, -0.05064,  0.99792,  0.04001,  0.66026,  0.53625
116, 36, -0.20435,  0.3967,  0.12867, -0.2125,  0.97209,  0.09938,  0.82589,  0.4258
117, 36, -0.20435,  0.3967,  0.12867, -0.2125,  0.97209,  0.09938,  0.82589,  0.4258
118, 28, -0.12065,  0.40918,  0.06737, -0.05064,  0.99792,  0.04001,  0.66026,  0.53625
119, 33, -0.21079,  0.39688,  0.06736, -0.23731,  0.97139,  0.00954,  0.83862,  0.53626
120, 31, -0.12065,  0.40918, -0.06734, -0.05293,  0.99797, -0.03553,  0.66026,  0.77899
121, 35, -0.17181,  0.39669, -0.17426, -0.10452,  0.96854, -0.22583,  0.76149,  0.97163
122, 37, -0.19494,  0.39674, -0.15417, -0.22085,  0.96884, -0.11214,  0.80727,  0.93545
123, 31, -0.12065,  0.40918, -0.06734, -0.05293,  0.99797, -0.03553,  0.66026,  0.77899
124, 37, -0.19494,  0.39674, -0.15417, -0.22085,  0.96884, -0.11214,  0.80727,  0.93545
125, 32, -0.20642,  0.39691, -0.06734, -0.2457,  0.96906, -0.02337,  0.82997,  0.77898
126, 38, -0.00026,  0.18054,  0.22297,  0.00, -0.51749,  0.85569,  0.01122,  0.05294
127, 39, -0.00026,  0.16855,  0.20723,  0.00, -0.93992,  0.34141,  0.01122,  0.00948
128, 40,  0.12016,  0.16855,  0.20723,  0.03128, -0.93371,  0.35666,  0.2021,  0.00948
129, 40,  0.12016,  0.16855,  0.20723,  0.03128, -0.93371,  0.35666,  0.2021,  0.00948
130, 41,  0.12016,  0.18054,  0.22297,  0.07258, -0.50492,  0.86011,  0.2021,  0.05294
131, 38, -0.00026,  0.18054,  0.22297,  0.00, -0.51749,  0.85569,  0.01122,  0.05294
132, 42,  0.20804,  0.18054,  0.2074,  0.34715, -0.47609,  0.80798,  0.38906,  0.05294
133, 41,  0.12016,  0.18054,  0.22297,  0.07258, -0.50492,  0.86011,  0.2021,  0.05294
134, 40,  0.12016,  0.16855,  0.20723,  0.03128, -0.93371,  0.35666,  0.2021,  0.00948
135, 40,  0.12016,  0.16855,  0.20723,  0.03128, -0.93371,  0.35666,  0.2021,  0.00948
136, 43,  0.20822,  0.16855,  0.19285,  0.1957, -0.90926,  0.36736,  0.38906,  0.00948
137, 42,  0.20804,  0.18054,  0.2074,  0.34715, -0.47609,  0.80798,  0.38906,  0.05294
138, 44, -0.00026,  0.25344,  0.22931,  0.00,  0.00,  1.00,  0.01122,  0.1199
139, 38, -0.00026,  0.18054,  0.22297,  0.00, -0.51749,  0.85569,  0.01122,  0.05294
140, 41,  0.12016,  0.18054,  0.22297,  0.07258, -0.50492,  0.86011,  0.2021,  0.05294
141, 44, -0.00026,  0.25344,  0.22931,  0.00,  0.00,  1.00,  0.01122,  0.1199
142, 41,  0.12016,  0.18054,  0.22297,  0.07258, -0.50492,  0.86011,  0.2021,  0.05294
143, 45,  0.1234,  0.25344,  0.22931,  0.08974,  0.00,  0.99597,  0.2021,  0.1199
144, 45,  0.1234,  0.25344,  0.22931,  0.08974,  0.00,  0.99597,  0.2021,  0.1199
145, 41,  0.12016,  0.18054,  0.22297,  0.07258, -0.50492,  0.86011,  0.2021,  0.05294
146, 42,  0.20804,  0.18054,  0.2074,  0.34715, -0.47609,  0.80798,  0.38906,  0.05294
147, 45,  0.1234,  0.25344,  0.22931,  0.08974,  0.00,  0.99597,  0.2021,  0.1199
148, 42,  0.20804,  0.18054,  0.2074,  0.34715, -0.47609,  0.80798,  0.38906,  0.05294
149, 46,  0.21363,  0.25344,  0.2133,  0.41907,  0.00,  0.90795,  0.38906,  0.1199
150, 43,  0.20822,  0.16855,  0.19285,  0.1957, -0.90926,  0.36736,  0.38906,  0.00948
151, 47,  0.25991,  0.18054,  0.16567,  0.78579, -0.45755,  0.41616,  0.49352,  0.05294
152, 42,  0.20804,  0.18054,  0.2074,  0.34715, -0.47609,  0.80798,  0.38906,  0.05294
153, 46,  0.21363,  0.25344,  0.2133,  0.41907,  0.00,  0.90795,  0.38906,  0.1199
154, 42,  0.20804,  0.18054,  0.2074,  0.34715, -0.47609,  0.80798,  0.38906,  0.05294
155, 47,  0.25991,  0.18054,  0.16567,  0.78579, -0.45755,  0.41616,  0.49352,  0.05294
156, 48,  0.24803,  0.16855,  0.16022,  0.37975, -0.90054,  0.21171,  0.49352,  0.00948
157, 47,  0.25991,  0.18054,  0.16567,  0.78579, -0.45755,  0.41616,  0.49352,  0.05294
158, 43,  0.20822,  0.16855,  0.19285,  0.1957, -0.90926,  0.36736,  0.38906,  0.00948
159, 47,  0.25991,  0.18054,  0.16567,  0.78579, -0.45755,  0.41616,  0.49352,  0.05294
160, 48,  0.24803,  0.16855,  0.16022,  0.37975, -0.90054,  0.21171,  0.49352,  0.00948
161, 49,  0.26879,  0.18054,  0.06749,  0.86663, -0.49854,  0.02022,  0.6269,  0.05294
162, 48,  0.24803,  0.16855,  0.16022,  0.37975, -0.90054,  0.21171,  0.49352,  0.00948
163, 50,  0.25551,  0.16855,  0.06742,  0.37385, -0.92746,  0.0071,  0.6269,  0.00948
164, 49,  0.26879,  0.18054,  0.06749,  0.86663, -0.49854,  0.02022,  0.6269,  0.05294
165, 49,  0.26879,  0.18054,  0.06749,  0.86663, -0.49854,  0.02022,  0.6269,  0.05294
166, 50,  0.25551,  0.16855,  0.06742,  0.37385, -0.92746,  0.0071,  0.6269,  0.00948
167, 51,  0.26399,  0.18054, -0.0674,  0.87018, -0.48488, -0.0876,  0.80465,  0.05294
168, 50,  0.25551,  0.16855,  0.06742,  0.37385, -0.92746,  0.0071,  0.6269,  0.00948
169, 52,  0.24468,  0.16855, -0.06737,  0.37538, -0.92633, -0.03176,  0.80465,  0.00948
170, 51,  0.26399,  0.18054, -0.0674,  0.87018, -0.48488, -0.0876,  0.80465,  0.05294
171, 51,  0.26399,  0.18054, -0.0674,  0.87018, -0.48488, -0.0876,  0.80465,  0.05294
172, 52,  0.24468,  0.16855, -0.06737,  0.37538, -0.92633, -0.03176,  0.80465,  0.00948
173, 53,  0.23952,  0.16855, -0.17753,  0.41922, -0.89471, -0.15411,  0.98543,  0.00948
174, 53,  0.23952,  0.16855, -0.17753,  0.41922, -0.89471, -0.15411,  0.98543,  0.00948
175, 54,  0.24132,  0.18054, -0.19209,  0.74559, -0.46178, -0.48047,  0.98543,  0.05294
176, 51,  0.26399,  0.18054, -0.0674,  0.87018, -0.48488, -0.0876,  0.80465,  0.05294
177, 47,  0.25991,  0.18054,  0.16567,  0.78579, -0.45755,  0.41616,  0.49352,  0.05294
178, 49,  0.26879,  0.18054,  0.06749,  0.86663, -0.49854,  0.02022,  0.6269,  0.05294
179, 55,  0.27602,  0.25344,  0.06951,  0.9996,  0.00,  0.02837,  0.6269,  0.1199
180, 55,  0.27602,  0.25344,  0.06951,  0.9996,  0.00,  0.02837,  0.6269,  0.1199
181, 56,  0.2669,  0.25344,  0.17042,  0.88011,  0.00,  0.47477,  0.49352,  0.1199
182, 47,  0.25991,  0.18054,  0.16567,  0.78579, -0.45755,  0.41616,  0.49352,  0.05294
183, 47,  0.25991,  0.18054,  0.16567,  0.78579, -0.45755,  0.41616,  0.49352,  0.05294
184, 56,  0.2669,  0.25344,  0.17042,  0.88011,  0.00,  0.47477,  0.49352,  0.1199
185, 46,  0.21363,  0.25344,  0.2133,  0.41907,  0.00,  0.90795,  0.38906,  0.1199
186, 57,  0.27109,  0.25344, -0.06914,  0.99414,  0.00, -0.1081,  0.80465,  0.1199
187, 55,  0.27602,  0.25344,  0.06951,  0.9996,  0.00,  0.02837,  0.6269,  0.1199
188, 49,  0.26879,  0.18054,  0.06749,  0.86663, -0.49854,  0.02022,  0.6269,  0.05294
189, 49,  0.26879,  0.18054,  0.06749,  0.86663, -0.49854,  0.02022,  0.6269,  0.05294
190, 51,  0.26399,  0.18054, -0.0674,  0.87018, -0.48488, -0.0876,  0.80465,  0.05294
191, 57,  0.27109,  0.25344, -0.06914,  0.99414,  0.00, -0.1081,  0.80465,  0.1199
192, 57,  0.27109,  0.25344, -0.06914,  0.99414,  0.00, -0.1081,  0.80465,  0.1199
193, 51,  0.26399,  0.18054, -0.0674,  0.87018, -0.48488, -0.0876,  0.80465,  0.05294
194, 54,  0.24132,  0.18054, -0.19209,  0.74559, -0.46178, -0.48047,  0.98543,  0.05294
195, 57,  0.27109,  0.25344, -0.06914,  0.99414,  0.00, -0.1081,  0.80465,  0.1199
196, 54,  0.24132,  0.18054, -0.19209,  0.74559, -0.46178, -0.48047,  0.98543,  0.05294
197, 58,  0.24781,  0.25344, -0.19729,  0.86587,  0.00, -0.50026,  0.98543,  0.1199
198, 44, -0.00026,  0.25344,  0.22931,  0.00,  0.00,  1.00,  0.01122,  0.1199
199, 45,  0.1234,  0.25344,  0.22931,  0.08974,  0.00,  0.99597,  0.2021,  0.1199
200, 59,  0.12016,  0.32634,  0.22297,  0.08583,  0.26549,  0.96029,  0.2021,  0.18685
201, 59,  0.12016,  0.32634,  0.22297,  0.08583,  0.26549,  0.96029,  0.2021,  0.18685
202, 60, -0.00026,  0.32634,  0.22297,  0.00,  0.26152,  0.9652,  0.01122,  0.18685
203, 44, -0.00026,  0.25344,  0.22931,  0.00,  0.00,  1.00,  0.01122,  0.1199
204, 61, -0.00026,  0.38502,  0.19893,  0.00,  0.71517,  0.69896,  0.01122,  0.26587
205, 60, -0.00026,  0.32634,  0.22297,  0.00,  0.26152,  0.9652,  0.01122,  0.18685
206, 59,  0.12016,  0.32634,  0.22297,  0.08583,  0.26549,  0.96029,  0.2021,  0.18685
207, 59,  0.12016,  0.32634,  0.22297,  0.08583,  0.26549,  0.96029,  0.2021,  0.18685
208, 62,  0.12015,  0.38516,  0.19887,  0.06943,  0.7092,  0.70158,  0.2021,  0.26587
209, 61, -0.00026,  0.38502,  0.19893,  0.00,  0.71517,  0.69896,  0.01122,  0.26587
210, 63,  0.1838,  0.38544,  0.18502,  0.27447,  0.73624,  0.61856,  0.38906,  0.26587
211, 62,  0.12015,  0.38516,  0.19887,  0.06943,  0.7092,  0.70158,  0.2021,  0.26587
212, 59,  0.12016,  0.32634,  0.22297,  0.08583,  0.26549,  0.96029,  0.2021,  0.18685
213, 59,  0.12016,  0.32634,  0.22297,  0.08583,  0.26549,  0.96029,  0.2021,  0.18685
214, 64,  0.20804,  0.32634,  0.2074,  0.40395,  0.30554,  0.86225,  0.38906,  0.18685
215, 63,  0.1838,  0.38544,  0.18502,  0.27447,  0.73624,  0.61856,  0.38906,  0.26587
216, 65,  0.2305,  0.38543,  0.14766,  0.57737,  0.7561,  0.30814,  0.49352,  0.26587
217, 63,  0.1838,  0.38544,  0.18502,  0.27447,  0.73624,  0.61856,  0.38906,  0.26587
218, 64,  0.20804,  0.32634,  0.2074,  0.40395,  0.30554,  0.86225,  0.38906,  0.18685
219, 64,  0.20804,  0.32634,  0.2074,  0.40395,  0.30554,  0.86225,  0.38906,  0.18685
220, 66,  0.25991,  0.32634,  0.16567,  0.83124,  0.3296,  0.44766,  0.49352,  0.18685
221, 65,  0.2305,  0.38543,  0.14766,  0.57737,  0.7561,  0.30814,  0.49352,  0.26587
222, 66,  0.25991,  0.32634,  0.16567,  0.83124,  0.3296,  0.44766,  0.49352,  0.18685
223, 56,  0.2669,  0.25344,  0.17042,  0.88011,  0.00,  0.47477,  0.49352,  0.1199
224, 55,  0.27602,  0.25344,  0.06951,  0.9996,  0.00,  0.02837,  0.6269,  0.1199
225, 65,  0.2305,  0.38543,  0.14766,  0.57737,  0.7561,  0.30814,  0.49352,  0.26587
226, 66,  0.25991,  0.32634,  0.16567,  0.83124,  0.3296,  0.44766,  0.49352,  0.18685
227, 67,  0.26879,  0.32634,  0.06749,  0.95081,  0.30861,  0.02675,  0.6269,  0.18685
228, 55,  0.27602,  0.25344,  0.06951,  0.9996,  0.00,  0.02837,  0.6269,  0.1199
229, 67,  0.26879,  0.32634,  0.06749,  0.95081,  0.30861,  0.02675,  0.6269,  0.18685
230, 66,  0.25991,  0.32634,  0.16567,  0.83124,  0.3296,  0.44766,  0.49352,  0.18685
231, 67,  0.26879,  0.32634,  0.06749,  0.95081,  0.30861,  0.02675,  0.6269,  0.18685
232, 55,  0.27602,  0.25344,  0.06951,  0.9996,  0.00,  0.02837,  0.6269,  0.1199
233, 57,  0.27109,  0.25344, -0.06914,  0.99414,  0.00, -0.1081,  0.80465,  0.1199
234, 67,  0.26879,  0.32634,  0.06749,  0.95081,  0.30861,  0.02675,  0.6269,  0.18685
235, 68,  0.23926,  0.38508,  0.06738,  0.64793,  0.76142,  0.02065,  0.6269,  0.26587
236, 65,  0.2305,  0.38543,  0.14766,  0.57737,  0.7561,  0.30814,  0.49352,  0.26587
237, 68,  0.23926,  0.38508,  0.06738,  0.64793,  0.76142,  0.02065,  0.6269,  0.26587
238, 67,  0.26879,  0.32634,  0.06749,  0.95081,  0.30861,  0.02675,  0.6269,  0.18685
239, 69,  0.26399,  0.32634, -0.0674,  0.94704,  0.30481, -0.10105,  0.80465,  0.18685
240, 57,  0.27109,  0.25344, -0.06914,  0.99414,  0.00, -0.1081,  0.80465,  0.1199
241, 69,  0.26399,  0.32634, -0.0674,  0.94704,  0.30481, -0.10105,  0.80465,  0.18685
242, 67,  0.26879,  0.32634,  0.06749,  0.95081,  0.30861,  0.02675,  0.6269,  0.18685
243, 69,  0.26399,  0.32634, -0.0674,  0.94704,  0.30481, -0.10105,  0.80465,  0.18685
244, 70,  0.23446,  0.38508, -0.06735,  0.65438,  0.75299, -0.06919,  0.80465,  0.26587
245, 68,  0.23926,  0.38508,  0.06738,  0.64793,  0.76142,  0.02065,  0.6269,  0.26587
246, 71,  0.21508,  0.38543, -0.17315,  0.5772,  0.74696, -0.32999,  0.98543,  0.26587
247, 70,  0.23446,  0.38508, -0.06735,  0.65438,  0.75299, -0.06919,  0.80465,  0.26587
248, 69,  0.26399,  0.32634, -0.0674,  0.94704,  0.30481, -0.10105,  0.80465,  0.18685
249, 69,  0.26399,  0.32634, -0.0674,  0.94704,  0.30481, -0.10105,  0.80465,  0.18685
250, 72,  0.24132,  0.32634, -0.19209,  0.82123,  0.31945, -0.47279,  0.98543,  0.18685
251, 71,  0.21508,  0.38543, -0.17315,  0.5772,  0.74696, -0.32999,  0.98543,  0.26587
252, 73, -0.00026,  0.39668,  0.17573,  0.00,  0.96618,  0.25785,  0.01122,  0.3274
253, 61, -0.00026,  0.38502,  0.19893,  0.00,  0.71517,  0.69896,  0.01122,  0.26587
254, 62,  0.12015,  0.38516,  0.19887,  0.06943,  0.7092,  0.70158,  0.2021,  0.26587
255, 62,  0.12015,  0.38516,  0.19887,  0.06943,  0.7092,  0.70158,  0.2021,  0.26587
256, 74,  0.12014,  0.39668,  0.17573,  0.03033,  0.964,  0.26417,  0.2021,  0.3274
257, 73, -0.00026,  0.39668,  0.17573,  0.00,  0.96618,  0.25785,  0.01122,  0.3274
258, 75,  0.17149,  0.39666,  0.16341,  0.11483,  0.96706,  0.22717,  0.38906,  0.3274
259, 74,  0.12014,  0.39668,  0.17573,  0.03033,  0.964,  0.26417,  0.2021,  0.3274
260, 62,  0.12015,  0.38516,  0.19887,  0.06943,  0.7092,  0.70158,  0.2021,  0.26587
261, 62,  0.12015,  0.38516,  0.19887,  0.06943,  0.7092,  0.70158,  0.2021,  0.26587
