VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
29, 10,  0.43099,  0.07395,  0.09086,  0.99177, -0.1182,  0.04911,  0.1185,  0.99295, -0.00315,  1.00,  0.07548,  0.75845
30, 11,  0.42392,  0.03783,  0.09087,  0.87091, -0.48943,  0.04444,  0.4894,  0.87197,  0.01232,  1.00,  0.04095,  0.75815
31, 9,  0.41724,  0.07395,  0.21867,  0.91218, -0.101,  0.39715,  0.11725,  0.99296, -0.01677,  1.00,  0.07539,  0.89082
32, 12,  0.41018,  0.03778,  0.21955,  0.84105, -0.39249,  0.37227,  0.4401,  0.89662, -0.04897,  1.00,  0.04071,  0.89082
33, 13,  0.38898,  0.0148,  0.22475,  0.52491, -0.76697,  0.36908,  0.83634,  0.54533, -0.05623,  1.00,  0.01187,  0.89082
34, 11,  0.42392,  0.03783,  0.09087,  0.87091, -0.48943,  0.04444,  0.4894,  0.87197,  0.01232,  1.00,  0.04095,  0.75815
35, 12,  0.41018,  0.03778,  0.21955,  0.84105, -0.39249,  0.37227,  0.4401,  0.89662, -0.04897,  1.00,  0.04071,  0.89082
36, 11,  0.42392,  0.03783,  0.09087,  0.87091, -0.48943,  0.04444,  0.4894,  0.87197,  0.01232,  1.00,  0.04095,  0.75815
37, 13,  0.38898,  0.0148,  0.22475,  0.52491, -0.76697,  0.36908,  0.83634,  0.54533, -0.05623,  1.00,  0.01187,  0.89082
38, 14,  0.40274,  0.01498,  0.00025,  0.51423, -0.85765, -0.00149,  0.85473,  0.51233,  0.08338,  1.00,  0.01187,  0.67079
39, 9,  0.41724,  0.07395,  0.21867,  0.91218, -0.101,  0.39715,  0.11725,  0.99296, -0.01677,  1.00,  0.07539,  0.89082
40, 15,  0.3987,  0.04307,  0.23196,  0.5261, -0.16639,  0.83398,  0.19364,  0.97835,  0.07304,  1.00,  0.04071,  0.90716
41, 12,  0.41018,  0.03778,  0.21955,  0.84105, -0.39249,  0.37227,  0.4401,  0.89662, -0.04897,  1.00,  0.04071,  0.89082
42, 15,  0.3987,  0.04307,  0.23196,  0.5261, -0.16639,  0.83398,  0.19364,  0.97835,  0.07304,  1.00,  0.04071,  0.90716
43, 9,  0.41724,  0.07395,  0.21867,  0.91218, -0.101,  0.39715,  0.11725,  0.99296, -0.01677,  1.00,  0.07539,  0.89082
44, 16,  0.40493,  0.07502,  0.23123,  0.52759, -0.05002,  0.84803,  0.12026,  0.99261, -0.01627,  1.00,  0.07539,  0.90716
45, 6,  0.33452,  0.31204,  0.25101,  0.24872,  0.00458,  0.96856, -0.00207,  0.99999, -0.00419,  1.00,  0.31331,  0.98122
46, 16,  0.40493,  0.07502,  0.23123,  0.52759, -0.05002,  0.84803,  0.12026,  0.99261, -0.01627,  1.00,  0.07539,  0.90716
47, 4,  0.41237,  0.24865,  0.22886,  0.53866, -0.00534,  0.84251,  0.02514,  0.99964, -0.00974,  1.00,  0.2498,  0.90716
48, 17,  0.38182,  0.02465,  0.2364,  0.37957, -0.34621,  0.85794,  0.64917,  0.76039,  0.01965,  1.00,  0.01187,  0.91725
49, 12,  0.41018,  0.03778,  0.21955,  0.84105, -0.39249,  0.37227,  0.4401,  0.89662, -0.04897,  1.00,  0.04071,  0.89082
50, 15,  0.3987,  0.04307,  0.23196,  0.5261, -0.16639,  0.83398,  0.19364,  0.97835,  0.07304,  1.00,  0.04071,  0.90716
51, 12,  0.41018,  0.03778,  0.21955,  0.84105, -0.39249,  0.37227,  0.4401,  0.89662, -0.04897,  1.00,  0.04071,  0.89082
52, 17,  0.38182,  0.02465,  0.2364,  0.37957, -0.34621,  0.85794,  0.64917,  0.76039,  0.01965,  1.00,  0.01187,  0.91725
53, 13,  0.38898,  0.0148,  0.22475,  0.52491, -0.76697,  0.36908,  0.83634,  0.54533, -0.05623,  1.00,  0.01187,  0.89082
54, 18,  0.40493,  0.52644,  0.23123,  0.52911,  0.04997,  0.84708, -0.02782,  0.99875, -0.04154,  1.00,  0.52263,  0.90716
55, 2,  0.42478,  0.37543,  0.21641,  0.91465,  0.02022,  0.40374, -0.02474,  0.99968,  0.00599,  1.00,  0.37354,  0.89082
56, 8,  0.41724,  0.52751,  0.21867,  0.91186,  0.10225,  0.39756, -0.10705,  0.9942, -0.01016,  1.00,  0.52263,  0.89082
57, 2,  0.42478,  0.37543,  0.21641,  0.91465,  0.02022,  0.40374, -0.02474,  0.99968,  0.00599,  1.00,  0.37354,  0.89082
58, 18,  0.40493,  0.52644,  0.23123,  0.52911,  0.04997,  0.84708, -0.02782,  0.99875, -0.04154,  1.00,  0.52263,  0.90716
59, 5,  0.41237,  0.37543,  0.22886,  0.53937,  0.0061,  0.84205, -0.02887,  0.99952,  0.01125,  1.00,  0.37354,  0.90716
60, 18,  0.40493,  0.52644,  0.23123,  0.52911,  0.04997,  0.84708, -0.02782,  0.99875, -0.04154,  1.00,  0.52263,  0.90716
61, 6,  0.33452,  0.31204,  0.25101,  0.24872,  0.00458,  0.96856, -0.00207,  0.99999, -0.00419,  1.00,  0.31331,  0.98122
62, 5,  0.41237,  0.37543,  0.22886,  0.53937,  0.0061,  0.84205, -0.02887,  0.99952,  0.01125,  1.00,  0.37354,  0.90716
63, 0,  0.42478,  0.24865,  0.21641,  0.91423, -0.01659,  0.40486,  0.02105,  0.99976, -0.00656,  1.00,  0.2498,  0.89082
64, 16,  0.40493,  0.07502,  0.23123,  0.52759, -0.05002,  0.84803,  0.12026,  0.99261, -0.01627,  1.00,  0.07539,  0.90716
65, 9,  0.41724,  0.07395,  0.21867,  0.91218, -0.101,  0.39715,  0.11725,  0.99296, -0.01677,  1.00,  0.07539,  0.89082
66, 16,  0.40493,  0.07502,  0.23123,  0.52759, -0.05002,  0.84803,  0.12026,  0.99261, -0.01627,  1.00,  0.07539,  0.90716
67, 0,  0.42478,  0.24865,  0.21641,  0.91423, -0.01659,  0.40486,  0.02105,  0.99976, -0.00656,  1.00,  0.2498,  0.89082
68, 4,  0.41237,  0.24865,  0.22886,  0.53866, -0.00534,  0.84251,  0.02514,  0.99964, -0.00974,  1.00,  0.2498,  0.90716
69, 6,  0.33452,  0.31204,  0.25101,  0.24872,  0.00458,  0.96856, -0.00207,  0.99999, -0.00419,  1.00,  0.31331,  0.98122
70, 18,  0.40493,  0.52644,  0.23123,  0.52911,  0.04997,  0.84708, -0.02782,  0.99875, -0.04154,  1.00,  0.52263,  0.90716
71, 19,  0.32473,  0.52305,  0.25054,  0.18694,  0.03891,  0.9816,  0.00269,  0.99919, -0.04012,  1.00,  0.51965,  0.99008
72, 20,  0.32044,  0.11518,  0.25182,  0.21286, -0.02584,  0.97674,  0.01147,  0.99965,  0.02395,  1.00,  0.12062,  0.99499
73, 15,  0.3987,  0.04307,  0.23196,  0.5261, -0.16639,  0.83398,  0.19364,  0.97835,  0.07304,  1.00,  0.04071,  0.90716
74, 16,  0.40493,  0.07502,  0.23123,  0.52759, -0.05002,  0.84803,  0.12026,  0.99261, -0.01627,  1.00,  0.07539,  0.90716
75, 16,  0.40493,  0.07502,  0.23123,  0.52759, -0.05002,  0.84803,  0.12026,  0.99261, -0.01627,  1.00,  0.07539,  0.90716
76, 6,  0.33452,  0.31204,  0.25101,  0.24872,  0.00458,  0.96856, -0.00207,  0.99999, -0.00419,  1.00,  0.31331,  0.98122
77, 20,  0.32044,  0.11518,  0.25182,  0.21286, -0.02584,  0.97674,  0.01147,  0.99965,  0.02395,  1.00,  0.12062,  0.99499
78, 20,  0.32044,  0.11518,  0.25182,  0.21286, -0.02584,  0.97674,  0.01147,  0.99965,  0.02395,  1.00,  0.12062,  0.99499
79, 21,  0.38182,  0.02465,  0.2364,  0.37957, -0.34621,  0.85794,  0.04293,  0.93293,  0.35748,  1.00,  0.03162,  0.93344
80, 15,  0.3987,  0.04307,  0.23196,  0.5261, -0.16639,  0.83398,  0.19364,  0.97835,  0.07304,  1.00,  0.04071,  0.90716
81, 20,  0.32044,  0.11518,  0.25182,  0.21286, -0.02584,  0.97674,  0.01147,  0.99965,  0.02395,  1.00,  0.12062,  0.99499
82, 22,  0.35054,  0.01594,  0.24147,  0.20829, -0.42475,  0.88102,  0.08028,  0.90516,  0.41741,  1.00,  0.0231,  0.96507
83, 21,  0.38182,  0.02465,  0.2364,  0.37957, -0.34621,  0.85794,  0.04293,  0.93293,  0.35748,  1.00,  0.03162,  0.93344
84, 18,  0.40493,  0.52644,  0.23123,  0.52911,  0.04997,  0.84708, -0.02782,  0.99875, -0.04154,  1.00,  0.52263,  0.90716
85, 23,  0.39869,  0.55872,  0.23197,  0.52652,  0.16673,  0.83365, -0.05771,  0.98533, -0.16062,  1.00,  0.5548,  0.91534
86, 19,  0.32473,  0.52305,  0.25054,  0.18694,  0.03891,  0.9816,  0.00269,  0.99919, -0.04012,  1.00,  0.51965,  0.99008
87, 19,  0.32473,  0.52305,  0.25054,  0.18694,  0.03891,  0.9816,  0.00269,  0.99919, -0.04012,  1.00,  0.51965,  0.99008
88, 23,  0.39869,  0.55872,  0.23197,  0.52652,  0.16673,  0.83365, -0.05771,  0.98533, -0.16062,  1.00,  0.5548,  0.91534
89, 24,  0.38169,  0.57787,  0.23642,  0.39135,  0.33986,  0.85518, -0.12388,  0.9403, -0.317,  1.00,  0.57373,  0.93288
90, 19,  0.32473,  0.52305,  0.25054,  0.18694,  0.03891,  0.9816,  0.00269,  0.99919, -0.04012,  1.00,  0.51965,  0.99008
91, 24,  0.38169,  0.57787,  0.23642,  0.39135,  0.33986,  0.85518, -0.12388,  0.9403, -0.317,  1.00,  0.57373,  0.93288
92, 25,  0.35039,  0.58763,  0.24151,  0.22128,  0.42311,  0.87864, -0.08361,  0.90589, -0.41517,  1.00,  0.5832,  0.96442
93, 14,  0.40274,  0.01498,  0.00025,  0.51423, -0.85765, -0.00149,  0.85473,  0.51233,  0.08338,  1.00,  0.01187,  0.67079
94, 26,  0.41017,  0.03778, -0.21955,  0.84064, -0.40559, -0.35891,  0.45964,  0.88479,  0.0767,  1.00,  0.04071,  0.44445
95, 27,  0.42392,  0.03783, -0.06295,  0.8691, -0.49261, -0.04473,  0.49374,  0.86942,  0.01837,  1.00,  0.04071,  0.60503
96, 26,  0.41017,  0.03778, -0.21955,  0.84064, -0.40559, -0.35891,  0.45964,  0.88479,  0.0767,  1.00,  0.04071,  0.44445
97, 28,  0.43099,  0.07395, -0.06295,  0.99217, -0.11825, -0.04024,  0.12128,  0.98908,  0.08375,  1.00,  0.07539,  0.60503
98, 27,  0.42392,  0.03783, -0.06295,  0.8691, -0.49261, -0.04473,  0.49374,  0.86942,  0.01837,  1.00,  0.04071,  0.60503
99, 28,  0.43099,  0.07395, -0.06295,  0.99217, -0.11825, -0.04024,  0.12128,  0.98908,  0.08375,  1.00,  0.07539,  0.60503
100, 26,  0.41017,  0.03778, -0.21955,  0.84064, -0.40559, -0.35891,  0.45964,  0.88479,  0.0767,  1.00,  0.04071,  0.44445
101, 29,  0.41723,  0.07395, -0.21867,  0.92566, -0.1108, -0.36176,  0.12057,  0.9927,  0.00447,  1.00,  0.07539,  0.44445
102, 26,  0.41017,  0.03778, -0.21955,  0.84064, -0.40559, -0.35891,  0.45964,  0.88479,  0.0767,  1.00,  0.04071,  0.44445
103, 30,  0.40493,  0.07502, -0.23247,  0.58778, -0.10084, -0.80271,  0.12274,  0.99183, -0.03472,  1.00,  0.07539,  0.42656
104, 29,  0.41723,  0.07395, -0.21867,  0.92566, -0.1108, -0.36176,  0.12057,  0.9927,  0.00447,  1.00,  0.07539,  0.44445
105, 30,  0.40493,  0.07502, -0.23247,  0.58778, -0.10084, -0.80271,  0.12274,  0.99183, -0.03472,  1.00,  0.07539,  0.42656
106, 26,  0.41017,  0.03778, -0.21955,  0.84064, -0.40559, -0.35891,  0.45964,  0.88479,  0.0767,  1.00,  0.04071,  0.44445
107, 31,  0.3987,  0.04305, -0.23197,  0.54971, -0.2143, -0.8074,  0.45756,  0.88589,  0.0764,  1.00,  0.04071,  0.42656
108, 32,  0.38897,  0.0148, -0.22424,  0.52988, -0.76692, -0.36203,  0.83419,  0.54825,  0.05954,  1.00,  0.01187,  0.44445
109, 31,  0.3987,  0.04305, -0.23197,  0.54971, -0.2143, -0.8074,  0.45756,  0.88589,  0.0764,  1.00,  0.04071,  0.42656
110, 26,  0.41017,  0.03778, -0.21955,  0.84064, -0.40559, -0.35891,  0.45964,  0.88479,  0.0767,  1.00,  0.04071,  0.44445
111, 26,  0.41017,  0.03778, -0.21955,  0.84064, -0.40559, -0.35891,  0.45964,  0.88479,  0.0767,  1.00,  0.04071,  0.44445
112, 14,  0.40274,  0.01498,  0.00025,  0.51423, -0.85765, -0.00149,  0.85473,  0.51233,  0.08338,  1.00,  0.01187,  0.67079
113, 32,  0.38897,  0.0148, -0.22424,  0.52988, -0.76692, -0.36203,  0.83419,  0.54825,  0.05954,  1.00,  0.01187,  0.44445
114, 31,  0.3987,  0.04305, -0.23197,  0.54971, -0.2143, -0.8074,  0.45756,  0.88589,  0.0764,  1.00,  0.04071,  0.42656
115, 32,  0.38897,  0.0148, -0.22424,  0.52988, -0.76692, -0.36203,  0.83419,  0.54825,  0.05954,  1.00,  0.01187,  0.44445
116, 33,  0.38181,  0.02465, -0.23589,  0.37917, -0.37293, -0.84685,  0.73287,  0.67976,  0.0288,  1.00,  0.01187,  0.42656
117, 28,  0.43099,  0.07395, -0.06295,  0.99217, -0.11825, -0.04024,  0.12128,  0.98908,  0.08375,  1.00,  0.07539,  0.60503
118, 11,  0.42392,  0.03783,  0.09087,  0.87091, -0.48943,  0.04444,  0.4894,  0.87197,  0.01232,  1.00,  0.04095,  0.75815
119, 27,  0.42392,  0.03783, -0.06295,  0.8691, -0.49261, -0.04473,  0.49374,  0.86942,  0.01837,  1.00,  0.04071,  0.60503
120, 27,  0.42392,  0.03783, -0.06295,  0.8691, -0.49261, -0.04473,  0.49374,  0.86942,  0.01837,  1.00,  0.04071,  0.60503
121, 11,  0.42392,  0.03783,  0.09087,  0.87091, -0.48943,  0.04444,  0.4894,  0.87197,  0.01232,  1.00,  0.04095,  0.75815
122, 14,  0.40274,  0.01498,  0.00025,  0.51423, -0.85765, -0.00149,  0.85473,  0.51233,  0.08338,  1.00,  0.01187,  0.67079
123, 11,  0.42392,  0.03783,  0.09087,  0.87091, -0.48943,  0.04444,  0.4894,  0.87197,  0.01232,  1.00,  0.04095,  0.75815
124, 28,  0.43099,  0.07395, -0.06295,  0.99217, -0.11825, -0.04024,  0.12128,  0.98908,  0.08375,  1.00,  0.07539,  0.60503
125, 10,  0.43099,  0.07395,  0.09086,  0.99177, -0.1182,  0.04911,  0.1185,  0.99295, -0.00315,  1.00,  0.07548,  0.75845
126, 34,  0.43199,  0.09635, -0.06301,  0.99864, -0.04434, -0.02756,  0.04708,  0.99303,  0.10807,  1.00,  0.09192,  0.60105
127, 10,  0.43099,  0.07395,  0.09086,  0.99177, -0.1182,  0.04911,  0.1185,  0.99295, -0.00315,  1.00,  0.07548,  0.75845
128, 28,  0.43099,  0.07395, -0.06295,  0.99217, -0.11825, -0.04024,  0.12128,  0.98908,  0.08375,  1.00,  0.07539,  0.60503
129, 10,  0.43099,  0.07395,  0.09086,  0.99177, -0.1182,  0.04911,  0.1185,  0.99295, -0.00315,  1.00,  0.07548,  0.75845
130, 34,  0.43199,  0.09635, -0.06301,  0.99864, -0.04434, -0.02756,  0.04708,  0.99303,  0.10807,  1.00,  0.09192,  0.60105
131, 3,  0.4386,  0.24434,  0.09039,  0.9985, -0.02212,  0.05015,  0.02233,  0.99974, -0.00371,  1.00,  0.25028,  0.75908
132, 35,  0.41822,  0.09635, -0.21849,  0.93688, -0.03872, -0.34751,  0.04677,  0.9988,  0.01482,  1.00,  0.09192,  0.44445
133, 28,  0.43099,  0.07395, -0.06295,  0.99217, -0.11825, -0.04024,  0.12128,  0.98908,  0.08375,  1.00,  0.07539,  0.60503
134, 29,  0.41723,  0.07395, -0.21867,  0.92566, -0.1108, -0.36176,  0.12057,  0.9927,  0.00447,  1.00,  0.07539,  0.44445
135, 28,  0.43099,  0.07395, -0.06295,  0.99217, -0.11825, -0.04024,  0.12128,  0.98908,  0.08375,  1.00,  0.07539,  0.60503
136, 35,  0.41822,  0.09635, -0.21849,  0.93688, -0.03872, -0.34751,  0.04677,  0.9988,  0.01482,  1.00,  0.09192,  0.44445
137, 34,  0.43199,  0.09635, -0.06301,  0.99864, -0.04434, -0.02756,  0.04708,  0.99303,  0.10807,  1.00,  0.09192,  0.60105
138, 36,  0.40589,  0.09688, -0.23396,  0.51194, -0.0391, -0.85813,  0.04177,  0.99891, -0.0206,  1.00,  0.09192,  0.42656
139, 29,  0.41723,  0.07395, -0.21867,  0.92566, -0.1108, -0.36176,  0.12057,  0.9927,  0.00447,  1.00,  0.07539,  0.44445
140, 30,  0.40493,  0.07502, -0.23247,  0.58778, -0.10084, -0.80271,  0.12274,  0.99183, -0.03472,  1.00,  0.07539,  0.42656
141, 29,  0.41723,  0.07395, -0.21867,  0.92566, -0.1108, -0.36176,  0.12057,  0.9927,  0.00447,  1.00,  0.07539,  0.44445
142, 36,  0.40589,  0.09688, -0.23396,  0.51194, -0.0391, -0.85813,  0.04177,  0.99891, -0.0206,  1.00,  0.09192,  0.42656
143, 35,  0.41822,  0.09635, -0.21849,  0.93688, -0.03872, -0.34751,  0.04677,  0.9988,  0.01482,  1.00,  0.09192,  0.44445
144, 34,  0.43199,  0.09635, -0.06301,  0.99864, -0.04434, -0.02756,  0.04708,  0.99303,  0.10807,  1.00,  0.09192,  0.60105
145, 37,  0.4386,  0.25288, -0.06341,  0.9995, -0.01392, -0.02837,  0.01391,  0.9999,  0.00,  1.00,  0.25187,  0.60105
146, 3,  0.4386,  0.24434,  0.09039,  0.9985, -0.02212,  0.05015,  0.02233,  0.99974, -0.00371,  1.00,  0.25028,  0.75908
147, 38,  0.4386,  0.37543, -0.06341,  0.99884,  0.0248, -0.0413, -0.02482,  0.99969,  0.00,  1.00,  0.37354,  0.60105
148, 3,  0.4386,  0.24434,  0.09039,  0.9985, -0.02212,  0.05015,  0.02233,  0.99974, -0.00371,  1.00,  0.25028,  0.75908
149, 37,  0.4386,  0.25288, -0.06341,  0.9995, -0.01392, -0.02837,  0.01391,  0.9999,  0.00,  1.00,  0.25187,  0.60105
150, 37,  0.4386,  0.25288, -0.06341,  0.9995, -0.01392, -0.02837,  0.01391,  0.9999,  0.00,  1.00,  0.25187,  0.60105
151, 39,  0.42477,  0.37543, -0.21734,  0.91793,  0.0206, -0.39621, -0.02442,  0.99969, -0.00459,  1.00,  0.3735,  0.44228
152, 38,  0.4386,  0.37543, -0.06341,  0.99884,  0.0248, -0.0413, -0.02482,  0.99969,  0.00,  1.00,  0.37354,  0.60105
153, 39,  0.42477,  0.37543, -0.21734,  0.91793,  0.0206, -0.39621, -0.02442,  0.99969, -0.00459,  1.00,  0.3735,  0.44228
154, 37,  0.4386,  0.25288, -0.06341,  0.9995, -0.01392, -0.02837,  0.01391,  0.9999,  0.00,  1.00,  0.25187,  0.60105
155, 40,  0.42477,  0.25288, -0.21734,  0.9171,  0.00, -0.39866,  0.00,  1.00,  0.00,  1.00,  0.25187,  0.44228
156, 40,  0.42477,  0.25288, -0.21734,  0.9171,  0.00, -0.39866,  0.00,  1.00,  0.00,  1.00,  0.25187,  0.44228
157, 41,  0.41237,  0.37543, -0.2298,  0.66874,  0.0164, -0.74332, -0.0328,  0.99943, -0.00746,  1.00,  0.3735,  0.42447
158, 39,  0.42477,  0.37543, -0.21734,  0.91793,  0.0206, -0.39621, -0.02442,  0.99969, -0.00459,  1.00,  0.3735,  0.44228
159, 41,  0.41237,  0.37543, -0.2298,  0.66874,  0.0164, -0.74332, -0.0328,  0.99943, -0.00746,  1.00,  0.3735,  0.42447
160, 40,  0.42477,  0.25288, -0.21734,  0.9171,  0.00, -0.39866,  0.00,  1.00,  0.00,  1.00,  0.25187,  0.44228
161, 42,  0.41237,  0.25288, -0.2298,  0.63857, -0.0227, -0.76923,  0.0145,  0.99974, -0.01746,  1.00,  0.25187,  0.42447
162, 43,  0.38151,  0.28856, -0.2526,  0.40208, -0.01011, -0.91555, -0.00128,  0.99993, -0.0116,  1.00,  0.28462,  0.39018
163, 41,  0.41237,  0.37543, -0.2298,  0.66874,  0.0164, -0.74332, -0.0328,  0.99943, -0.00746,  1.00,  0.3735,  0.42447
164, 42,  0.41237,  0.25288, -0.2298,  0.63857, -0.0227, -0.76923,  0.0145,  0.99974, -0.01746,  1.00,  0.25187,  0.42447
165, 43,  0.38151,  0.28856, -0.2526,  0.40208, -0.01011, -0.91555, -0.00128,  0.99993, -0.0116,  1.00,  0.28462,  0.39018
166, 44,  0.40493,  0.52644, -0.23123,  0.63242,  0.06561, -0.77184, -0.00906,  0.99696,  0.07732,  1.00,  0.52263,  0.42447
167, 41,  0.41237,  0.37543, -0.2298,  0.66874,  0.0164, -0.74332, -0.0328,  0.99943, -0.00746,  1.00,  0.3735,  0.42447
168, 44,  0.40493,  0.52644, -0.23123,  0.63242,  0.06561, -0.77184, -0.00906,  0.99696,  0.07732,  1.00,  0.52263,  0.42447
169, 39,  0.42477,  0.37543, -0.21734,  0.91793,  0.0206, -0.39621, -0.02442,  0.99969, -0.00459,  1.00,  0.3735,  0.44228
170, 41,  0.41237,  0.37543, -0.2298,  0.66874,  0.0164, -0.74332, -0.0328,  0.99943, -0.00746,  1.00,  0.3735,  0.42447
171, 44,  0.40493,  0.52644, -0.23123,  0.63242,  0.06561, -0.77184, -0.00906,  0.99696,  0.07732,  1.00,  0.52263,  0.42447
172, 43,  0.38151,  0.28856, -0.2526,  0.40208, -0.01011, -0.91555, -0.00128,  0.99993, -0.0116,  1.00,  0.28462,  0.39018
173, 45,  0.37708,  0.53272, -0.24573,  0.32884,  0.09308, -0.93979,  0.04031,  0.99284,  0.11244,  1.00,  0.52263,  0.39018
174, 46,  0.41723,  0.52751, -0.21867,  0.91543,  0.10451, -0.38868, -0.10584,  0.99422,  0.01807,  1.00,  0.52263,  0.44228
175, 38,  0.4386,  0.37543, -0.06341,  0.99884,  0.0248, -0.0413, -0.02482,  0.99969,  0.00,  1.00,  0.37354,  0.60105
176, 39,  0.42477,  0.37543, -0.21734,  0.91793,  0.0206, -0.39621, -0.02442,  0.99969, -0.00459,  1.00,  0.3735,  0.44228
177, 39,  0.42477,  0.37543, -0.21734,  0.91793,  0.0206, -0.39621, -0.02442,  0.99969, -0.00459,  1.00,  0.3735,  0.44228
178, 44,  0.40493,  0.52644, -0.23123,  0.63242,  0.06561, -0.77184, -0.00906,  0.99696,  0.07732,  1.00,  0.52263,  0.42447
179, 46,  0.41723,  0.52751, -0.21867,  0.91543,  0.10451, -0.38868, -0.10584,  0.99422,  0.01807,  1.00,  0.52263,  0.44228
